"MEDIA TREND REPORT","","","Geography :: Worldwide","","","","","","My Metrix"
"123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","","","Location :: All Locations","","","","","","(c)2010 comScore, Inc"
"","","","Time Period :: October 2008 - December 2009","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 123HELPME.COM,17U.COM,5156EDU.COM,5BALLOV.RU,Abach...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 1/22/2010","","","","","",""

"","","","Oct-2008","Nov-2008","Dec-2008","Jan-2009","Feb-2009","Mar-2009","Apr-2009","May-2009","Jun-2009","Jul-2009","Aug-2009","Sep-2009","Oct-2009","Nov-2009","Dec-2009",
"97","[P]","    BIOGRAFIASYVIDAS.COM","1633.4010148045","1515.9354419797","855.777812084","1117.6268172881","1394.32832412609","2018.9944961006","1649.43677875551","1755.40108556686","1611.65828748745","1126.17236089276","1466.86626540754","1843.2982069951","1899.34507095509","1822.083943282","953.81298471",
"98","[P]","    ARTICLESNATCH.COM","285.5837132998","240.3513857665","244.0357099688","256.6876811597","361.36934516177","437.7771266572","475.97381137114","792.78344198734","734.81180175605","1158.79698691108","846.28372731105","94.65123108034","2184.69445432866","1338.969347834","947.855167235",
"99","[P]","    BUSINESSBALLS.COM","530.2709376319","580.7539085825","510.2158100582","660.2014434345","696.18240477283","811.74903740892","783.99796013286","733.9759192415","620.27128428415","577.20400952036","548.35463850844","717.96859299454","801.06327435643","889.336869307","947.42580021",
"100","[P]","    PHRASES.ORG.UK","665.1255488248","573.5589122216","567.7550700072","621.1670415905","665.2992565999","632.1149506814","572.694812269","604.18034833518","554.34592271285","588.81360085216","583.54937464033","686.4504475516","836.12050706975","867.797590497","942.933021286",
"101","[P]","    INGENTACONNECT.COM","2848.1292249945","2701.8004455848","1918.6899247312","2108.1295947045","2204.76752663145","2251.39315497888","157.07677144958","105.00758496412","941.36562773815","1628.47551297064","1093.42405055647","948.01944243822","1342.87726837846","1279.287888886","932.966805858",
"102","[M]","    WEBOPEDIA.COM","854.2638568269","905.2221565399","653.6933478194","1038.7157698804","925.20385540401","1100.52288652276","1025.15157157749","841.28005890876","943.22583527635","951.795393208","1032.986874615","1015.63204376444","1096.51306461608","1007.462607168","929.24178355",
"103","[M]","    QUIBBLO.COM","603.8572203347","560.1224406815","641.4039287871","1013.6382454741","638.2184883207","597.14301870708","753.11213962307","614.74645574142","626.7950051534","638.96482349984","677.9839037771","477.42336856346","488.90272472791","563.064888273","927.595889989",
"104","[P]","    WORLDCAT.ORG","1206.686237773","1248.5204781045","902.17173634","1297.6180020026","1123.17469342587","1500.98532930132","1253.67924019884","1408.94448355522","1019.9271052018","1007.55993108124","1148.98203992135","1408.08302622406","1301.47337611706","1343.842087598","920.546404133",
"105","[P]","    BIBILGI.COM","N/A","N/A","N/A","N/A","663.33923626179","934.22575768136","779.02878484","666.66595801902","399.1830146391","406.0518758324","458.04400579641","478.67277549212","759.89447702728","733.321551944","911.884491359",
"106","[P]","    EXAMPLEESSAYS.COM","547.1949255968","599.8018361162","590.2705751298","463.2389691621","589.88783583905","758.70102865124","697.51206206793","612.30594904628","498.90966171345","414.48213373352","456.45110561282","826.30833326296","1050.06791176306","1167.205115158","892.705197037",
"107","[M]","    EASYBIB.COM","538.2089714368","511.229336615","675.6149028085","395.0196972581","541.57007815257","758.85715113584","903.50376390593","863.70151317392","269.6603285075","155.567169025","135.74202305827","442.7234440081","751.81500773268","988.500679507","892.277171475",
"108","[P]","    BIBLIOTEKAR.RU","716.6557469771","906.4064931692","627.0147290225","640.2851782378","740.53106847037","720.23992536384","881.04373999251","823.3172027026","446.2617564339","337.99752021412","446.97378162462","671.26989833872","804.8300594992","813.35777182","874.595795982",
"109","[P]","    SOZLUK.NET","582.7490724124","486.8381861609","526.2155414697","512.1173589643","748.68689924636","832.47390776372","703.13042401107","699.05104609972","647.1570039111","690.02588389224","653.46133350768","678.09566358988","897.79194479386","840.509890249","864.679486813",
"110","[P]","    SESLISOZLUK.COM","516.4622045739","595.1061731765","578.8060548129","460.8502024519","546.28544373421","716.42955009712","643.49253828893","667.21998747138","668.21246179715","521.87812725152","651.60600490042","654.7641388471","725.03191512068","792.274598083","855.171798736",
"111","[P]","    STARS21.COM","319.5079472447","325.2579409851","294.8659431422","441.6092673145","463.44092479381","368.505496471","564.34583117","632.0513296268","566.1520808166","710.57437533756","733.46428344265","776.01923084104","758.5627236225","809.320930194","828.761284887",
"112","[P]","    REPEC.ORG","670.0476109287","1082.7986370475","536.554431134","665.1904158748","723.89311071986","819.70358118324","796.04898141407","818.88386367492","560.39857371165","626.7022472342","596.21198831005","662.9217636568","834.58737342086","925.497974691","812.398720325",
"113","[P]","    TRANSLIT.RU","430.8464994507","353.0935382109","585.9394093201","467.2705000016","551.79182286186","499.0005713218","571.11905168079","407.99091809302","548.4517418314","579.63111066488","581.53055122298","618.80447013308","642.75484090098","665.48295107","801.838512117",
"114","[P]","    BrainPOP","931.3740556005","822.6229773726","640.3921885022","830.0274020031","747.42399112612","846.71111662176","698.93100456165","721.86577996904","343.10417614835","227.19486664844","343.00036694119","735.67475316556","888.01332989409","924.13895718","768.664375753",
"115","[P]","    INFORMATIONSARCHIV.NET","601.5788862281","690.5349159464","473.1678951637","533.1719454039","475.92611116012","515.94579586908","485.45995848642","463.62471496366","390.890108532","462.46329652304","581.53292767333","600.86856321092","657.46334517302","602.790560331","767.698185845",
"116","[P]","    IXL.COM","132.6697257045","138.0188262424","115.221022354","314.1304406555","489.47549161289","970.901614316","672.80482960649","759.10636482474","621.99902875005","407.29315337344","378.915676434","692.77613458074","792.60727393542","1054.614312072","767.543548472",
"117","[P]","    DICIONARIOINFORMAL.COM.BR","345.7746375321","354.1832212564","295.6555387898","326.6233873977","467.758126709","660.44589590768","590.77940948572","703.26342957538","633.7022336508","611.3350065176","798.79035261438","860.98185421954","925.43315298471","904.40487657","765.539733118",
"118","[C]","    Livedoor - Knowledge","582.8840151397","557.4313761786","428.23476487","410.3458691464","462.38285677404","625.86186220276","466.17507647679","589.830287497","649.4134974579","608.63143958008","698.94562902511","539.51743165642","494.6995413105","549.606781391","756.728431971",
"119","[P]","    LEXICOOL.COM","694.5639231583","690.9809581733","631.7669024252","699.3146416212","717.28360279395","740.15870897432","731.11065011193","744.31149656762","612.11093476","482.37735597096","545.59144266963","754.25628827242","770.44999656562","777.203917841","739.492289272",
"120","[P]","    PWN.PL","1046.436068237","855.5518544405","799.5648817027","785.6937720543","702.16223454081","789.309920073","645.14369853","648.7211532049","480.1278519199","383.2602365692","354.88294527797","693.67370049792","777.73994310321","808.521931103","729.822058072",
"121","[P]","    VERTALEN.NU","344.9434320167","415.8242760364","370.1682113144","464.8611669797","476.77821495202","571.54880219148","459.52326999786","468.33546286868","531.6093401367","578.84499556832","486.87484222777","676.52344941378","627.22811853153","797.12404844","725.330656636",
"122","[P]","    ACRONYMFINDER.COM","725.7015345313","660.5730720515","699.1432963242","787.1943794874","798.69771042091","793.2207256524","819.55293628272","627.36674280754","592.75081090595","685.6652910314","689.28385810982","593.43934983728","656.09678767586","695.976959167","718.57354818",
"123","[P]","    ENGLISCH-HILFEN.DE","425.0162017061","525.7786761599","485.2734877259","427.5944141224","529.55765358618","780.9787869072","613.89209492414","731.09739412814","541.93858105355","331.16594913928","343.81172537307","649.86918240836","704.17474563169","684.811017667","716.827640186",
"124","[P]","    ENERGYGUIDE.COM","588.336198817","691.095296313","619.335841324","661.208917566","532.296448387","643.38099049","563.613994358","714.311956851","588.240657876","700.669418024","659.343703428","635.75858961356","697.085372511001","688.250616208","712.01532917",
"125","[P]","    SPISHY.RU","473.9773270661","367.4514500866","310.7214350109","449.716845171","441.78759468896","388.22524351776","509.42913999893","424.362721598","87.969499674","15.431835302","38.28805093455","813.12695365596","714.64464565118","556.790244271","699.809508935",
"126","[P]","    ERUDITION.RU","613.8454624786","540.7246673719","636.5350077526","568.252966462","469.26794229955","558.94786195284","486.46266","384.09968686536","361.71050808685","79.12461143288","80.86030153566","363.41853695872","451.89112480286","420.758747881","686.21754849",
"127","[P]","    OMNIGLOT.COM","333.4729558558","412.1806442983","471.0424133582","473.96259794","416.50650757836","495.42362440376","545.37829079221","546.01124199698","570.6406574556","417.71705740792","527.4639636702","484.99240008758","404.39188579606","584.617919899","684.956293748",
"128","[P]","    MIRSOVETOV.RU","481.9423492321","505.0327079697","399.623318856","740.9786147546","744.56138503646","789.46064152372","477.46081222407","418.79439539492","380.13419507765","542.019073637","571.75059045834","507.34111911232","735.99843030542","802.883819168","682.409114806",
"129","[P]","    DICOCITATIONS.COM","298.6429335784","295.3186546614","192.8281981897","366.0655589294","424.42452741764","527.4120163824","439.487746747","381.19701704846","400.93000341745","420.4719989274","397.53666625294","563.48054499254","542.76058233949","581.41524645","677.465549454",
"130","[M]","    CODEGURU.COM","414.6610494469","272.9620719359","271.2122541938","439.4187583341","311.75277575682","327.0054989414","423.83241406035","389.6608397737","318.8615176561","487.9797184266","519.03355302168","597.9330572595","575.73017246771","716.728441173","671.247506414",
"131","[P]","    KLERK.RU","583.9599575865","667.0337771643","620.6340875625","557.7234573833","601.03437333313","924.18201231192","675.15354646114","465.25026830654","492.0606408732","592.27997570248","452.96921936699","483.55075389222","672.94523892486","666.868832471","670.729463007",
"132","[P]","    BOOKZ.RU","849.3534631253","840.5420006073","784.701923521","1211.9390355346","866.91966039854","959.9994408466","1188.53290689786","940.94883941526","694.7029087495","868.10261276768","892.39821922648","962.0818868021","750.09763519891","534.510382453","666.164594405",
"133","[P]","    CALEND.RU","344.4782004973","354.6994605964","372.5589678843","646.1043075538","446.66527797849","566.4213845454","474.77554776107","388.87975077784","465.5351549368","469.88012182648","572.42815502962","589.4533814402","779.5055738363","802.148104765","661.955156558",
"134","[P]","    POEMOFQUOTES.COM","454.4308640846","292.9930073445","371.893519369","382.8256743879","498.45083783641","462.88999391816","389.20045932407","454.26305886582","419.9810749871","415.77033752868","470.7053228942","363.3045239454","441.71380995767","494.816539591","660.407414811",
"135","[P]","    HONEYWELL.COM","424.6341329916","327.4899954564","441.9350614811","477.3498512359","448.02979910512","523.84589228564","435.80760747207","507.6289037879","406.47888227125","411.94778992512","400.4345553114","458.00554472758","524.39304715455","432.697680265","655.080536924",
"136","[P]","    TOPLUMDUSMANI.NET","N/A","427.1131117824","354.5690410625","281.4776366886","505.43766474071","461.75900195304","435.00315000321","310.75976855756","171.00596866395","147.80051578032","148.53275306007","244.35339662262","565.78621359595","464.959261799","647.472739672",
"137","[P]","    WISSEN.DE","426.2925790827","547.851234541","539.1962005709","533.0018122301","599.00274299933","678.1160614626","539.34017820214","700.58749828022","474.74062487555","452.0195625452","534.14939665851","587.63720460032","721.51607448279","774.681548928","626.573321236",
"138","[P]","    BEST-LOVE-POEMS.COM","532.6344511672","557.4339273894","627.1305105998","597.4388955645","619.23528896207","527.87622482788","565.12148548272","456.95131178388","520.00575747735","495.09676265668","556.83253124027","568.04459625444","491.9028141479","558.376285864","624.413944487",
"139","[P]","    MIRSLOVAREI.COM","307.1847290732","397.5024353979","542.0263985964","595.7818031417","331.39017621799","563.83742756688","437.78465999465","413.02070363522","306.4892291558","237.44748788328","182.95337240151","435.78852219328","506.14639933525","531.86577284","623.544036948",
"140","[P]","    ARABIC-KEYBOARD.ORG","N/A","N/A","N/A","109.0871965878","270.40449791579","264.07809700152","268.32741881493","340.17306987378","371.97264147225","457.8392839438","461.00885103416","473.87112799674","605.87737977272","541.051703275","619.105828282",
"141","[P]","    ALLFREEESSAYS.COM","N/A","N/A","136.9244290842","168.6038846237","283.07574379928","375.5593184644","85.52310686679","397.6043723567","271.6381646864","244.3303596086","355.06416973984","600.60547590814","595.35868503978","689.843385244","617.654562883",
"142","[C]","    BIOLOGY-ONLINE.ORG","521.2080773417","452.1084919296","325.418428903","407.9917381572","451.37895894105","402.2392655182","387.402339777","400.45303311212","452.93261228715","242.89666749712","371.66881239865","516.9091947769","645.54036219992","588.09643612","609.912557119",
"143","[P]","    AIES.CN","1347.7118846807","1318.1442001382","1148.5204293134","1135.9755801856","1156.89823523186","898.00895666196","782.80985999893","591.58872880676","899.24679021635","1047.37944252552","670.30262612443","864.54773000608","970.40386150445","759.40975776","606.800862207",
"144","[P]","    ARKITERA.COM","N/A","398.2322757947","397.5733982322","351.9541842991","586.68183398175","728.76457432876","656.27311638214","612.38252734622","484.1049808975","481.28770459112","463.97468442958","408.96942712032","517.93631653888","511.975134984","602.655758092",
"145","[P]","    CHEATHOUSE.COM","528.791761656","592.608091585","595.1748195156","535.493570098","727.67787462462","935.77716080964","725.08605898807","649.13146086434","393.130181175","272.62400603868","288.48121127866","518.9856715579","594.3924482861","714.477120739","594.318499983",
"146","[P]","    FREEDICT.COM","888.1526307002","817.7194300488","710.488681377","752.7789701404","726.57171338524","905.09562498992","803.22357898972","714.86363471976","552.77002399845","629.176127853","634.09017942867","613.541057937","600.43461373865","632.479706819","590.651912769",
"147","[P]","    ENGLISHPAGE.COM","534.0543509527","539.4538660705","416.674554843","413.1964986116","574.94327954415","576.8372408216","496.17779115607","553.33156486584","468.664713573","330.94304938972","349.06754359304","560.83996475322","673.51186615528","712.717429306","585.501694277",
"148","[P]","    SAIDWHAT.CO.UK","416.3210155625","410.7006857835","300.706428006","392.5104894206","416.90615217959","402.51293927024","375.43979920014","373.5341483598","325.4642011084","391.14116369784","418.36454556514","361.97597804502","428.59001533034","521.120843822","583.685209334",
"149","[P]","    SO100.CN","557.7942770488","607.4053380175","1188.9742488261","575.3373414888","675.77350982529","475.3033071138","559.55543000107","315.57933448952","449.9273194962","369.64365331816","370.46875131093","625.1094250135","477.08240318434","452.560252566","582.579377473",
"150","[P]","    SCIELO.CL","726.8707462465","652.724839873","549.7227301285","473.7485228603","687.1898870319","929.29545506704","856.074390742","750.16970688502","736.85935433535","545.03696235328","647.39826177819","751.81243069732","832.85145423805","839.301957792","576.256021362",
"151","[P]","    SLD.CU","672.2819003821","645.8676051217","423.3161051199","539.8267266068","668.82520619551","780.08096011688","758.37473392177","842.64756168042","758.1909038126","550.14346193724","664.9380455203","819.48154699482","856.2914317647","892.3248802","575.403155364",
"152","[P]","    NETPOETS.COM","609.9047847667","447.5297186822","494.6818009814","508.1445188888","690.37213154607","544.78673670748","549.24261746707","689.41221233254","449.81429683625","469.39504483168","529.41268663221","480.95916372752","431.26879791091","461.624298735","556.328520746",
"153","[P]","    ALLGREATQUOTES.COM","250.3566581875","309.2345624838","276.8803160404","232.9372284704","336.95802120055","327.41217601312","495.79860278151","371.3890405584","321.5315101903","292.05778942524","299.05776455801","365.0643681784","396.82156520231","443.420401287","544.884205998",
"154","[P]","    MANAGEMENTHELP.ORG","387.5327376762","345.8406826104","250.5188506897","353.9833309376","402.13223581658","360.69512626232","494.80481796393","484.1146546805","496.9062462307","313.6421107792","385.06115140854","302.18890999402","457.97458795466","505.360830637","537.593989792",
"155","[P]","    WEBSTERS-ONLINE-DICTIONARY.ORG","759.8342998234","501.1736407448","561.0999313271","400.4656174695","513.06589865608","603.21127485688","738.86868489235","609.3532659361","371.1217136662","396.07213004044","466.1425456191","480.03651053672","486.54028473368","512.550815022","529.355429603",
"156","[P]","    ONELOOK.COM","806.8295596536","728.2400310299","600.3267565338","737.017118613","634.17882517259","696.81604970712","712.04405395521","661.50944478306","503.88796195275","504.8141711426","489.43617826359","520.88062473664","570.63585583424","550.12774815","522.151933702",
"157","[P]","    DUDEN.DE","619.2218599215","855.1469511071","658.9971626082","855.2694938699","724.96127066019","922.0984045804","687.44096000107","526.93454103586","458.0306952186","549.8663098796","663.36352240383","708.20742029498","783.17609660846","697.128840408","520.838924566",
"158","[P]","    THECANADIANENCYCLOPEDIA.COM (w/ history)","636.8717124908","571.5032315583","561.0458907898","584.9981799061","675.3521648212","614.13084842288","578.683522124","620.11524529684","405.07136671065","364.65243015552","291.52071659549","422.79124715608","598.27434282449","718.086529462","518.972714765",
"159","[P]","    CALCULATOR.COM","663.6704279389","444.6283987953","494.3144374348","487.5487483873","571.38668187818","623.6062007754","607.549717291","521.23248517454","407.00938844085","358.97800823584","385.81334061646","580.71003989634","530.93517655129","489.194296721","507.866628922",
"160","[P]","    OSZK.HU","525.0763116515","529.1142856045","410.9956137366","380.238478609","322.90360886254","306.9653316498","252.83865339","230.0209547323","193.8893146552","158.733562244","237.10990696938","369.07850972604","457.22105209863","600.892635079","507.749682766",
"161","[P]","    QUECHOISIR.ORG","212.6786749957","187.3247621201","319.36903399","284.7309084479","292.30158082117","339.98043076324","209.94130999786","225.04474732878","225.37478911655","261.1188009232","271.3246798656","303.09540788338","292.878038918","486.10257761","505.963483464",
"162","[P]","    NEWWORLDENCYCLOPEDIA.ORG","281.1294153466","265.393137617","219.8937262201","298.3320333594","367.25365787948","503.85784598696","516.96721546214","361.04064720586","239.1871235064","282.21409122004","291.25152387839","460.73221984614","573.75898799711","512.718258646","500.77535674",
"163","[P]","    SYNONYMES.COM","212.0589743394","209.276116928","183.5398270426","292.2616940632","421.71845585876","384.71837726332","384.74573145493","418.3074711632","410.7272022881","216.05079102144","311.27068916738","546.99855187046","573.09057294136","519.485406424","500.234223683",
"164","[P]","    TRANSLATION-GUIDE.COM","346.1957031391","369.535343207","310.3634218935","397.3708778364","372.30643914754","442.12539666232","462.53630977744","388.15471664614","357.19806980855","450.4427150912","348.88813357086","428.94535295468","480.66403026454","498.227153908","497.010762081",
"165","[P]","    Farlex.com Sites","215.1445650251","297.4948533615","529.8625896021","394.7712588023","391.52686569774","467.90510929344","529.19006367349","577.07158420432","442.43517228625","339.26775376156","333.88151335248","504.88657191402","615.37533850107","588.045385992","495.294498014",
"166","[P]","    QURANEXPLORER.COM","221.5914574046","227.4027141789","189.4710104651","272.3596478078","366.94102627505","392.67596752492","379.99929500565","389.9231960584","407.6777703063","416.70491979072","748.04348728211","773.8093021175","555.51665524912","347.429959206","491.639700823",
"167","[P]","    SERIALSSOLUTIONS.COM","456.8346798084","395.4216390062","352.8607533844","354.981779897","352.51893831141","451.51436309496","476.830999782","269.63551128322","268.19039914145","288.35857586788","278.19507971209","369.64024102524","548.7896540743","616.51834227","491.329731264",
"168","[P]","    ASKOXFORD.COM","486.5843323709","424.124107831","451.8600812349","396.5732995346","477.60266526917","525.86237010068","479.19063522235","455.37171255088","419.50684909735","316.8365910746","389.85833138627","486.1487095292","534.54522085341","507.027951743","475.160014981",
"169","[M]","    COURSEWORK.INFO","343.4665636027","346.2782976753","269.1368998734","413.5239572649","443.25038708482","494.29498760932","336.04975409707","362.0287247298","237.20003409255","192.17318455648","187.55136851203","451.27507940042","598.96628404552","670.91064671","474.9753609",
"170","[P]","    TRANSLATED.NET","445.7094871456","380.9399156804","372.5920995767","368.6797107528","485.94699911893","579.43929468736","497.647915858","508.51830140208","363.27453404875","151.25518367052","186.30628398316","243.9755761508","375.94490853466","425.788116177","474.827852272",
"171","[P]","    GRAMERIMIZ.COM","391.7740890118","531.120699365","335.4680478294","283.6462950849","491.66985750223","329.78339999892","417.21225999893","343.45480718346","183.73798339785","136.53372460432","129.39933448981","168.50183029986","397.82612740568","415.175461456","464.380038532",
"172","[P]","    TOPPRODUCT.NL","364.8759088174","268.5027687177","281.9597204732","379.3031774719","352.714143482","241.04029890204","270.50714000214","357.48309921542","303.693264091","368.6541025888","423.75777136065","386.25332906468","430.21306739307","452.482140928","459.825367085",
"173","[P]","    MYDICT.COM","153.3669679965","261.5570893814","258.5213471352","227.7384512956","338.37962663805","331.93619037648","309.50198820879","378.59582937962","444.66258400935","397.20009896776","549.92190037186","489.38072800118","438.21648577703","566.870915298","457.569398074",
"174","[P]","    UNIVERSALIS.FR","636.3026358454","644.3712947972","480.682239872","583.9844536903","553.12337599172","550.72817681808","443.4217454","386.5936625039","291.41004123965","146.65695461952","156.49265657308","335.88111324462","476.55143905156","460.966742525","454.128979733",
"175","[P]","    ZENO.ORG","221.4321745525","440.2798939231","324.06210741","289.8736149245","389.87875974349","477.50643829276","439.47721999786","340.40773497404","297.9558986758","301.5855135644","286.0372643996","383.01010433528","356.34892487885","429.060817186","450.282275464",
"176","[P]","    ABBREVIATIONS.COM","273.9670213955","238.910122244","235.5965458923","280.8622504688","326.86368886724","349.93590668812","366.90727564279","369.87345222148","299.65965300275","329.33970110972","343.87651465588","347.36547037388","506.20102317523","541.478831147","450.199919228",
"177","[P]","    BNF.FR","420.0129605127","457.1327977481","381.2988366226","412.254162034","463.3881660865","526.91441091952","442.73730549565","441.89771226342","407.69504959685","263.03486096792","293.1154354925","411.04222806918","530.15391701771","544.477310411","448.863678815",
"178","[P]","    ECHEAT.COM","459.53520244","491.4931762624","409.7326675442","296.3737855677","552.76093056332","550.5677768204","518.79786073758","473.8923210188","360.55284311605","290.73522867756","214.704992151","377.96357807436","494.66127871758","611.217864523","447.701562873",
"179","[P]","    ACADEMON.COM","555.9641323585","559.0265063234","522.2636675566","474.6167642502","378.4192695065","502.72107019644","549.94142792721","448.14641577524","277.84439363095","198.4084179402","254.12152780522","490.60694620812","433.24377569245","506.82347894","445.020838353",
"180","[P]","    MAGENERATION.COM","N/A","256.0890050763","308.4949398558","301.381719793","282.60612693042","84.01415114416","59.21357999886","38.84051947954","58.8677797388","205.34468413124","404.8231415124","390.2609716255","391.80742176585","196.286715104","440.711354412",
"181","[P]","    KNOWLEDGERUSH.COM","N/A","N/A","N/A","318.7989365088","607.11522339539","567.0077811974","481.98827381535","525.42540764238","478.5626901015","413.2440875718","482.69478344131","549.30458800394","642.54455448836","614.990933413","437.113675529",
"182","[P]","    SACRED-TEXTS.COM","332.0958013633","328.3816992927","383.2816415561","281.2332869457","303.75662354849","449.57935227264","325.72165295086","349.36545142968","274.46783918395","288.42940865124","328.08302781373","326.6887552866","475.00383870365","378.442094717","436.934839796",
"183","[P]","    FAMOUSPOETSANDPOEMS.COM","277.9234512093","383.7540850114","432.8435498536","392.2795443947","490.7299495571","521.8989912482","581.68525150307","765.55275665794","331.6169768564","323.55206156292","293.64169428861","408.82109717584","413.97241056827","559.298516467","432.956180074",
"184","[P]","    WEBELEMENTS.COM","615.9452926439","528.1507511489","365.9203744544","462.2585009989","379.27772358507","446.75492853632","350.85869363586","285.15841848896","251.1198145498","183.54420225652","170.76459166457","566.58680714764","680.38732520774","455.821414921","431.457125962",
"185","[P]","    TURKCEBILGI.NET","N/A","335.70317592","322.8489447157","324.2930637871","444.10517567191","576.7626133322","507.75183285107","372.1311382621","258.6187921193","226.7770334108","295.34450767447","230.75552547712","446.50072942827","381.888150241","429.311729485",
"186","[P]","    BIREME.BR","447.1945339113","426.5881091426","273.5219632178","323.4157108904","445.86855689004","846.7907480202","822.86784762565","841.35582121332","940.91811518155","612.48499897612","556.22661829925","773.55684531442","745.94369005655","742.929714292","426.67447685",
"187","[P]","    PETS4YOU.COM","354.1579002096","369.052775616","462.4472342359","504.8595068435","434.88590267152","412.54395390784","391.18718660421","445.65145587206","330.59594603845","395.2870017468","310.44626037194","320.54223453326","372.19482133637","402.465893017","422.5487961",
"188","[P]","    DICTS.INFO","295.5799235104","388.0533353693","309.870083936","373.8671935778","450.04135097493","457.29425539884","393.82576200086","383.5737749258","429.3706085928","352.27017880768","387.70848219656","358.0666450166","468.53336411786","432.49086922","422.43129798",
"189","[P]","    SEVGILIYE.COM","N/A","224.6665569148","331.8638846311","328.6615543264","678.71526355858","407.32329184452","289.15892718572","246.71281713884","273.9694829517","280.22681444008","288.85102357939","282.7002840084","233.46699445656","240.187508945","397.385251379",
"190","[P]","    EGO4U.DE","340.6834650638","481.5308459731","352.9035052023","294.4523694288","352.13903008368","515.50181305128","316.32451588214","404.33989270924","296.2849703544","154.69596709128","176.91675300908","372.0001349334","340.52375252808","482.199031103","395.177386069",
"191","[P]","    YEMINLISOZLUK.COM","N/A","N/A","N/A","N/A","302.16211121606","244.15594237272","309.22929473007","210.9563611047","253.18611010455","180.67103042352","221.61365221765","195.51483538954","134.71568052506","180.492232041","393.083357767",
"192","[P]","    ATLANTS.LV","149.914542316","174.566572153","206.4480837045","183.689989494","297.7902963537","311.9649878362","310.38787","303.4224998138","189.35436471","126.62876401","123.53703019337","325.82597540168","398.93968020705","405.51923828","391.329471106",
"193","[P]","    ALL-SCIENCE-FAIR-PROJECTS.COM","459.5981293631","479.2857225743","316.0109343821","565.0901751246","421.61391382353","426.63629008316","343.92237454814","281.478220858","63.69399257555","97.40061050152","141.29497402113","294.57021736398","334.43512306866","389.350040049","388.645640715",
"194","[P]","    ARTCYCLOPEDIA.COM","506.5591793322","392.8292232459","337.4028473916","431.3696581654","399.99579419482","496.45478964052","491.36627487672","449.3397453403","275.40913897735","258.85787054288","280.08326504101","420.89661935442","452.91398456123","467.47774488","388.175337686",
"195","[P]","    QUID.FR","502.7478330294","482.844458795","371.0285652517","617.7648732661","553.41420771304","710.70659173592","684.46807667121","666.36145509376","463.7650926627","500.73788365216","628.23305827306","588.7810778717","512.25783141247","419.232281331","376.668853013",
"196","[P]","    WORDWEBONLINE.COM","241.7054628013","405.6089767132","209.1644622197","254.3873629752","330.07457851066","351.15085459176","300.19346421379","280.35324849726","274.37652015195","260.72024648884","218.24299529314","423.73233146066","351.87540945197","381.222262703","373.193979202",
"197","[P]","    WWWW4.COM","310.1356422228","518.7657400653","238.8479827393","375.2579910618","411.18824961494","492.55335807576","512.91310414107","444.26218852852","284.628874379","186.63076532672","255.10419154419","480.0121612608","400.2549200909","363.857086393","371.690715886",
"198","[P]","    GEOGRAPH.ORG.UK","177.1857905477","191.467683941","199.597711205","179.7319965789","258.36780352355","244.52681158384","299.826542294","333.505111905","292.4803495087","312.4602328994","421.76789011085","382.14145189664","435.90224669344","404.135035232","360.137537503",
"199","[P]","    INFOVISUAL.INFO","296.2882628654","478.9778940741","300.5889831858","360.5157898359","459.39296917099","582.4623424092","450.58250612449","411.41635509792","315.88275223705","256.2116486074","362.57130905625","378.68157103914","481.73285088855","438.910386382","354.730163901",
"200","[P]","    DEFINICION.DE","175.2012838972","156.9048044751","79.242314613","201.9491602949","282.17805693444","333.28476578656","329.32697410728","454.16413303456","375.61425185755","216.20094255104","517.78058178515","692.91688821698","646.88654893699","653.212627469","354.423902988",
"201","[P]","    NETPME.FR","351.9836368092","248.1856982851","268.5617730832","375.6315519865","389.88833822924","294.90550051124","416.43102999893","398.93260608558","292.87935022775","246.43531451252","195.42226935299","367.48982519012","372.99199277208","344.490898558","351.668741214",
"202","[P]","    LECTLAW.COM","350.2058953678","284.2190127492","397.6609016016","319.5103853138","310.44106978908","333.21314878","361.85537121279","369.03315409304","240.86831089845","300.07728845428","269.61161503112","340.13999127052","385.18762257888","339.531377474","347.82474119",
"203","[P]","    MOREWORDS.COM","206.7717248219","279.7634480294","227.9014039635","270.742791094","269.45682607479","291.62243910704","284.88681751186","272.9343765367","204.13455168365","254.27308924396","279.03400424355","350.06949796952","327.17881397294","361.075129995","345.461930502",
"204","[P]","    U-S-HISTORY.COM","299.7635606261","310.5601684449","277.1293657923","281.7060362798","304.49424481625","350.08786626968","262.26128703514","207.7601146214","112.56936725575","91.7681395576","107.39769028407","287.11579398624","285.9687679356","341.473350272","338.474678876",
"205","[P]","    EPNET.COM","431.2206378081","490.6854978922","357.9343133162","324.9090174066","304.59260920743","458.51434944736","331.15656447414","557.3997384818","553.5651584418","378.98198941256","373.86173050443","273.4111545077","364.06470364034","381.980162957","336.948680862",
"206","[P]","    FREELANG.NET","248.864385588","288.9284723406","205.8219515177","203.9070609089","300.21774980799","216.9591714406","335.93947496514","266.72613406594","273.2261915116","272.47200489992","268.61065695347","344.34653606876","267.93664100428","244.909705304","335.136588126",
