"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2011 comScore, Inc"
"","","","Time Period :: August 2010 - October 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/28/2011","","","","","",""

"","","","Aug-2010","Sep-2010","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011"
"506","[P]","    Groupe Spir Communication","18,776","19,338","10,427","10,376","9,216","9,708","9,565","10,147","8,954","10,091","9,339","9,127","9,378","9,344","9,803"
"507","[P]","    M5ZN.COM","13,733","14,254","13,821","12,265","10,856","11,712","11,495","11,085","10,112","10,778","10,320","9,391","10,242","9,618","9,754"
"508","[M]","    OVERSTOCK.COM (w/ history)","10,231","9,253","9,900","12,760","13,991","10,915","9,201","8,486","7,179","8,034","8,010","8,567","8,912","9,744","9,740"
"509","[P]","    DUOTE.COM","8,444","7,042","6,434","6,246","6,249","6,151","5,614","6,737","4,680","5,931","6,295","7,120","8,032","7,842","9,712"
"510","[P](u)","    Belo","6,778","6,695","6,615","7,666","7,220","7,666","7,977","7,959","8,419","8,314","7,691","8,804","8,493","9,832","9,694"
"511","[P](u)","    Grupo Televisa","7,108","7,695","7,568","7,575","7,040","7,773","7,857","8,652","8,364","9,138","8,244","8,266","8,688","8,824","9,614"
"512","[P]","    NHK Group","9,088","7,790","7,505","8,245","7,355","7,814","6,441","15,707","10,213","7,775","7,206","8,403","9,506","10,512","9,611"
"513","[P]","    Fotovista Group","12,371","14,462","14,304","16,528","18,304","13,639","10,273","9,520","7,277","8,260","8,608","8,921","8,672","8,386","9,595"
"514","[P]","    Gruppo Mediaset","6,620","7,529","8,957","8,709","7,793","9,902","9,942","9,940","8,561","9,157","8,093","8,077","7,690","8,304","9,589"
"515","[P]","    Societe Generale","7,349","7,661","7,384","8,018","7,838","8,679","7,881","8,365","7,618","8,714","9,171","8,792","9,299","9,244","9,531"
"516","[P]","    NIKKEI","8,680","9,296","9,004","8,575","7,622","8,895","7,799","11,249","8,193","8,489","7,903","7,736","7,551","9,433","9,518"
"517","[P]","    Weblogs SL Sites","7,055","7,549","7,925","7,748","7,471","7,089","6,526","7,156","6,780","7,373","7,246","7,137","7,714","8,233","9,514"
"518","[P](u)","    TV Guide Online Network","9,745","10,908","10,022","9,446","9,748","10,224","9,214","9,840","10,072","9,798","8,386","8,380","8,977","11,203","9,478"
"519","[P]","    Department of Commerce","10,385","11,361","9,741","8,855","9,775","11,310","10,177","10,532","8,842","9,685","8,998","8,533","12,899","10,443","9,448"
"520","[P]","    Zazzle","7,536","7,782","8,795","8,660","8,789","7,569","6,781","6,971","6,986","7,511","7,318","7,436","7,293","7,602","9,390"
"521","[P]","    Unister GmbH","18,701","17,937","16,271","17,896","15,148","17,236","19,022","17,569","15,674","9,526","9,533","10,422","9,852","9,177","9,389"
"522","[P](u)","    General Mills","3,055","2,796","2,309","2,412","8,922","7,685","6,589","6,104","6,444","5,558","6,070","6,125","6,706","7,769","9,366"
"523","[P]","    SCRIBD.COM","12,884","16,279","17,609","15,425","12,505","8,714","9,567","11,461","10,032","11,982","11,131","8,731","8,589","8,395","9,350"
"524","[P]","    Staples.com Sites","9,871","8,312","7,098","9,015","8,753","8,747","6,831","8,437","7,242","7,421","7,844","9,140","11,120","9,283","9,337"
"525","[C]","    STARDOLL.COM","6,714","6,545","6,520","6,319","6,276","6,134","5,540","5,878","6,269","6,493","6,720","7,131","8,151","7,995","9,287"
"526","[P](U)","    CollegeHumor Media","31,780","25,769","29,491","30,727","34,147","28,942","27,608","30,394","9,569","9,784","9,366","8,348","8,430","8,693","9,220"
"527","[P]","    Jabbar Internet Group","8,218","9,019","9,974","9,057","9,215","9,226","9,006","9,231","8,706","8,779","7,882","7,918","7,180","7,946","9,208"
"528","[P]","    Limitedbrands","8,636","8,248","8,876","12,072","13,936","10,884","8,772","8,550","7,955","8,712","9,525","8,654","8,498","8,688","9,176"
"529","[P]","    Coca-Cola Company","8,408","8,371","8,296","7,264","9,745","5,619","5,450","4,842","6,088","7,648","6,736","8,327","8,456","8,452","9,174"
"530","[P]","    News World Communications, Inc.","5,171","5,428","5,739","4,703","5,260","5,627","5,102","6,109","5,689","6,727","6,525","7,211","8,106","8,326","9,161"
"531","[P](u)","    TUI Group","11,320","9,302","7,846","7,210","6,586","11,584","9,335","9,640","9,213","10,077","11,911","12,531","10,944","8,836","9,140"
"532","[P]","    KT Group","9,429","9,789","8,998","9,900","11,372","10,580","6,995","6,694","6,739","8,862","8,983","9,124","8,966","8,347","9,097"
"533","[P]","    DIRECT.GOV.UK","7,544","7,979","7,530","7,087","6,082","8,248","7,550","7,911","7,538","7,669","7,545","7,799","9,080","8,304","9,094"
"534","[P]","    CJ Group","12,601","11,688","10,315","9,591","10,670","10,369","9,814","9,069","9,071","9,240","7,394","8,740","9,148","9,582","9,089"
"535","[P]","    Yomiuri Group","8,870","9,706","9,804","9,275","7,753","8,413","7,512","10,739","8,295","8,564","8,058","8,226","8,949","8,681","9,039"
"536","[P]","    France Televisions Interactive","7,120","7,278","8,126","7,839","7,440","7,953","7,761","8,390","7,627","8,448","8,054","8,087","7,520","8,753","9,032"
"537","[P]","    Southwest Airlines Co.","9,622","8,803","9,473","9,569","9,803","10,911","8,951","9,108","8,009","8,797","9,661","9,849","8,677","8,483","8,985"
"538","[P](u)","    Hollywood.com Sites","11,163","9,151","10,029","10,050","9,431","9,412","8,259","8,860","10,446","10,450","9,229","10,931","9,494","9,635","8,984"
"539","[M]","    WRZUTA.PL","8,725","8,314","8,412","8,956","9,019","8,963","8,072","8,419","8,032","8,597","8,475","8,130","8,584","8,469","8,978"
"540","[P]","    Arcandor AG","10,507","10,794","10,089","9,489","8,481","9,504","9,408","10,407","11,027","11,840","14,205","10,593","9,674","9,442","8,963"
"541","[P]","    Tesco Stores","8,130","7,876","7,625","9,502","9,217","8,111","7,396","7,292","7,942","7,827","6,790","7,156","7,771","7,985","8,944"
"542","[P](U)","    Sonico Inc.","10,926","11,723","11,129","12,240","14,418","12,924","11,602","12,206","12,011","11,156","9,945","9,128","7,855","8,801","8,887"
"543","[P]","    Roularta Media Group","5,613","6,893","6,585","6,619","5,941","7,554","7,254","7,743","6,808","9,109","8,952","7,511","7,113","8,053","8,870"
"544","[M](U)","    ELYRICS.NET","8,208","8,275","9,209","10,056","9,842","10,252","8,228","9,032","9,030","9,112","8,467","7,701","7,914","8,386","8,869"
"545","[P]","    Coupons, Inc.","6,390","6,329","6,181","6,335","5,687","6,516","5,490","5,633","6,545","7,494","7,178","6,948","7,100","7,830","8,866"
"546","[P]","    SENDSPACE.COM","9,342","9,490","9,866","9,050","8,665","8,763","7,719","8,519","7,848","8,286","8,156","8,471","8,259","8,714","8,850"
"547","[P]","    Berkshire Hathaway Inc.","11,057","8,013","8,105","7,795","7,931","8,447","7,372","7,604","6,847","7,826","7,472","8,727","8,929","8,356","8,833"
"548","[P]","    AmericanGreetings Property","18,532","15,397","15,435","16,000","19,718","15,811","15,563","14,119","10,680","9,577","8,799","8,114","7,975","8,238","8,790"
"549","[P]","    Sparkassen-Finanzgruppe","8,519","8,613","8,552","8,331","8,367","8,364","8,577","8,567","8,000","8,237","7,830","8,251","8,310","8,337","8,781"
"550","[P]","    PSA Peugeot Citroën","5,741","7,696","8,067","7,906","6,138","7,462","7,437","8,455","7,692","8,880","8,564","8,145","7,079","9,950","8,763"
"551","[P]","    Barnes & Noble","9,041","8,379","8,737","9,820","11,803","10,676","7,544","7,634","6,578","7,196","7,622","9,216","10,757","9,013","8,712"
"552","[M]","    VNEXPRESS.NET","4,500","4,783","4,962","5,075","4,903","4,794","4,728","5,288","4,692","4,873","4,937","5,308","8,161","8,376","8,711"
"553","[P]","    Travian Games","8,634","8,283","7,615","7,114","7,148","6,753","11,500","10,148","13,924","11,387","11,904","10,846","7,049","7,992","8,687"
"554","[C](U)","    E! Online","8,421","6,540","7,642","7,758","8,652","10,112","9,116","8,885","9,688","9,615","10,098","9,486","12,118","9,956","8,643"
"555","[P]","    Barclays Bank","8,053","7,291","7,023","7,233","7,185","7,418","8,659","7,975","7,628","7,624","7,769","7,873","7,955","7,830","8,632"
"556","[P]","    Nexon Corporation","7,238","6,842","6,115","6,776","7,683","7,671","6,632","5,757","5,492","6,345","6,260","8,581","9,240","8,558","8,570"
"557","[P]","    SBS (Seoul Broadcasting System)","7,283","7,723","7,310","6,006","7,273","7,632","5,442","6,228","6,098","7,453","6,895","7,690","7,916","7,185","8,569"
"558","[P]","    Domino's Pizza, Inc.","6,254","5,922","6,586","6,284","7,688","8,167","6,665","6,255","6,531","6,682","7,032","7,266","7,113","7,784","8,561"
"559","[M]","    Mundoanuncio","8,775","9,230","9,070","9,352","7,961","9,509","8,838","9,079","7,743","8,408","8,018","7,585","8,160","7,959","8,533"
"560","[P]","    World Wrestling Entertainment (WWE)","8,260","7,549","8,484","8,382","8,155","7,611","8,063","7,742","9,500","8,445","7,092","8,168","7,598","7,397","8,524"
"561","[P]","    WebMediaBrands Inc.","8,732","9,114","9,142","8,203","7,379","8,138","7,625","8,189","7,313","8,210","6,539","6,328","6,157","7,027","8,492"
"562","[P]","    DOMAINTOOLS.COM","5,792","5,922","6,891","5,482","5,782","7,608","6,839","7,395","6,793","6,173","6,154","6,311","6,641","7,938","8,465"
"563","[P](U)","    The Weather Network Meteomedia","8,420","8,088","7,144","8,565","9,434","9,533","9,913","9,515","9,326","9,920","9,977","10,182","10,423","9,303","8,462"
"564","[P]","    XE.COM","7,392","7,056","7,286","6,760","6,547","7,210","6,144","6,966","6,629","7,877","7,453","7,657","8,384","8,834","8,456"
"565","[P](u)","    InnoGames GmbH","11,397","11,827","12,847","13,841","11,364","12,260","12,694","13,621","11,621","10,598","8,140","8,472","7,951","8,587","8,443"
"566","[M](u)","    NING.COM (w/ history)","17,782","16,272","16,269","14,828","12,872","14,666","13,737","14,243","11,483","10,336","9,510","8,325","8,496","8,813","8,351"
"567","[P]","    TD Bank Financial Group","7,890","8,091","7,726","7,449","7,715","7,719","8,160","7,766","7,468","7,328","7,473","8,008","8,403","8,005","8,343"
"568","[P]","    ForumCommunity","7,537","8,104","8,238","8,383","8,073","8,770","7,828","7,927","7,308","7,783","6,952","6,633","7,086","7,520","8,334"
"569","[P](u)","    National Lampoon Humor Network","7,978","7,429","7,330","7,117","8,548","9,350","7,541","7,542","8,566","7,244","7,923","9,796","9,378","7,995","8,325"
"570","[P]","    Avon Products Inc.","8,016","8,226","7,966","8,732","8,043","7,770","7,506","8,071","7,291","7,762","7,588","7,602","7,158","7,485","8,321"
"571","[P]","    CENTERBLOG.NET","5,792","6,283","7,074","7,694","7,606","7,909","7,060","6,245","6,585","7,336","7,344","6,670","6,631","7,050","8,293"
"572","[P]","    51.COM","9,950","9,114","10,890","10,347","6,486","5,212","4,044","7,053","6,368","8,493","8,851","11,976","15,772","8,560","8,278"
"573","[P]","    Portugal Telecom","9,753","8,787","8,409","8,341","7,186","7,245","6,621","7,237","7,107","7,872","7,884","7,959","8,339","8,235","8,266"
"574","[P]","    Ancestry.com, Inc.","8,987","8,470","8,371","7,733","6,995","8,845","8,654","8,229","7,439","7,182","7,469","7,743","7,730","8,353","8,206"
"575","[P]","    Twenga","15,794","17,866","18,786","18,439","15,288","14,289","12,403","12,991","11,971","10,643","9,590","7,843","8,023","7,643","8,198"
"576","[P]","    MADE-IN-CHINA.COM","6,535","6,630","6,439","6,422","5,181","5,282","5,097","5,633","5,446","6,793","6,677","6,217","6,998","7,003","8,197"
"577","[P]","    51JOB.COM","7,701","7,416","6,095","6,428","5,367","4,736","6,642","7,053","6,271","7,427","6,970","7,726","7,498","7,250","8,191"
"578","[M]","    1TING.COM","6,120","6,072","4,811","4,570","4,948","6,277","6,422","7,528","6,953","8,121","6,658","7,235","6,474","7,701","8,174"
"579","[P]","    KaiserGames GmbH","8,266","7,665","7,323","7,820","7,818","8,538","7,853","7,600","7,541","7,323","8,122","8,410","8,489","7,735","8,173"
"580","[P](u)","    Youthology Kids (Evolve Media Corp.)","5,521","5,291","5,624","5,496","5,744","5,174","4,266","5,841","7,045","8,193","5,918","7,387","7,152","6,923","8,170"
"581","[P]","    Ryanair","9,261","8,774","8,265","7,765","7,013","8,646","8,072","8,541","7,748","8,858","9,212","9,603","9,403","8,544","8,164"
"582","[P]","    Stateless Systems","5,873","4,978","5,495","6,258","6,923","5,272","4,852","5,236","5,209","5,897","6,411","6,806","7,097","6,834","8,127"
"583","[P](U)","    E.W. Scripps","6,915","6,414","6,197","6,699","6,419","6,869","6,296","6,680","6,309","6,639","8,118","8,359","9,102","8,344","8,098"
"584","[P](u)","    Virgin Media","9,972","12,491","9,877","9,814","9,016","10,490","8,712","8,126","7,776","8,929","7,836","7,699","8,002","8,157","8,021"
"585","[P]","    Intel","6,181","8,434","7,123","8,210","7,866","5,999","4,988","7,204","7,812","5,687","9,190","7,470","6,227","9,559","8,010"
"586","[P]","    IKM Internet Kaufmarkt","7,595","7,434","7,138","6,902","6,473","6,727","9,228","10,068","8,316","8,863","8,499","8,177","8,289","7,672","7,985"
"587","[P]","    BNP Paribas","7,054","7,614","7,261","7,120","7,021","8,219","7,094","7,354","6,942","7,130","7,382","7,197","8,098","7,221","7,981"
"588","[P]","    Groupe Auchan","5,656","6,470","8,286","8,851","9,380","8,718","6,133","7,239","6,806","7,195","7,321","6,789","7,081","7,003","7,977"
"589","[P](u)","    MERCHANTCIRCLE.COM","8,843","8,091","8,004","7,335","7,326","8,971","7,969","6,262","4,776","5,128","5,549","5,404","6,012","5,983","7,973"
"590","[P]","    KAPOOK.COM","6,397","6,351","6,601","6,319","6,279","6,475","6,158","6,498","6,226","6,660","6,322","6,623","6,941","7,521","7,940"
"591","[P]","    Ubisoft Entertainment","4,933","4,950","4,712","5,602","5,733","4,791","3,824","3,931","4,440","4,185","6,075","4,549","5,563","6,933","7,932"
"592","[P]","    2CH.NET","11,863","11,128","10,227","9,611","9,617","9,429","5,650","6,449","5,493","5,936","5,657","6,248","7,723","7,333","7,919"
"593","[P]","    Panasonic Group","7,154","8,023","7,958","8,674","7,855","7,373","6,397","6,710","6,029","6,558","7,052","7,197","7,007","8,343","7,902"
"594","[P]","    1616.NET","4,831","5,244","5,257","5,822","4,904","5,422","5,591","7,721","7,220","7,366","8,266","12,610","9,614","8,175","7,901"
"595","[P]","    Costco Wholesale Corporation","7,507","7,557","7,493","8,707","9,502","7,383","6,178","6,748","6,222","7,121","7,014","7,499","7,973","7,479","7,876"
"596","[P]","    Batanga","12,156","11,922","11,715","10,768","10,052","9,645","8,720","8,886","9,127","7,459","7,008","7,089","7,785","7,261","7,862"
"597","[P]","    Habbo Network","6,504","6,164","6,425","6,999","11,622","10,300","9,140","8,456","8,073","8,439","8,840","9,957","9,046","7,665","7,859"
"598","[M]","    IMVU","11,731","11,247","9,611","9,197","10,439","11,730","11,613","13,855","9,465","9,216","9,215","9,832","8,796","7,439","7,846"
"599","[P]","    NERO.COM","7,243","6,875","6,732","6,120","6,521","6,602","5,728","5,128","5,635","6,085","5,085","5,127","5,563","5,754","7,842"
"600","[P]","    MTHAI.COM","6,258","6,543","6,686","6,079","6,354","6,469","6,177","6,535","6,722","6,973","6,687","6,864","7,094","7,460","7,841"
"601","[M](u)","    DIGG.COM (w/ history)","18,313","12,770","14,451","12,372","11,983","11,976","10,326","11,975","11,205","10,561","8,575","7,867","7,463","7,128","7,833"
"602","[C](U)","    SUITE101.COM (w/ history)","16,625","17,085","19,501","21,518","20,603","21,493","19,364","14,964","9,950","7,940","6,481","5,641","5,877","8,951","7,799"
"603","[P]","    Midasplayer.com Ltd.","9,024","8,493","7,610","7,904","8,317","8,629","8,046","7,434","9,323","7,411","7,244","8,283","8,377","7,343","7,795"
"604","[P]","    KIEV.UA","5,173","5,501","5,314","5,650","5,652","5,889","5,635","5,942","5,613","6,031","5,798","6,214","6,234","6,926","7,778"
"605","[P](u)","    Naukri","6,264","5,739","5,579","5,360","5,403","5,927","5,921","6,182","6,141","7,318","7,581","9,154","8,111","8,269","7,777"
"606","[P]","    ARCHIVE.ORG","5,933","6,156","6,364","6,098","5,562","5,707","5,518","5,817","5,426","7,508","6,314","6,040","8,000","7,948","7,742"
"607","[P]","    KPN","7,399","6,701","7,017","7,054","6,624","7,748","6,854","7,257","6,429","7,062","7,139","7,068","7,676","7,031","7,693"
"608","[P]","    Deutsche Bahn","7,409","7,267","7,247","7,136","8,245","6,667","6,322","7,088","6,850","6,760","7,197","7,813","7,664","7,262","7,678"
"609","[P]","    INFO.COM*","4,970","4,952","5,311","4,703","4,068","4,429","4,201","4,348","4,320","4,841","5,058","5,554","5,814","6,845","7,657"
"610","[P]","    British Telecommunications","6,086","6,239","6,594","6,677","5,951","6,324","6,931","7,054","6,238","6,349","6,407","6,180","6,830","6,997","7,657"
"611","[P](u)","    Lee Enterprises, Incorporated","5,182","4,901","5,154","4,608","4,392","5,057","4,874","4,831","4,285","4,752","4,745","6,156","6,182","6,799","7,627"
"612","[P]","    CA.GOV","7,930","7,049","7,000","7,088","6,780","7,447","6,874","7,567","6,822","6,538","6,698","8,004","8,131","7,398","7,569"
"613","[M]","    TUENTI.COM (w/ history)","8,329","8,658","8,705","8,865","8,766","9,231","8,379","8,843","8,829","9,084","9,459","9,470","8,052","7,877","7,557"
"614","[P]","    CSDN.NET Sites","5,536","5,228","4,765","5,020","3,804","3,833","2,448","4,335","4,240","4,507","5,062","5,252","5,492","6,389","7,548"
"615","[P]","    GAMETOP.COM","5,940","5,769","5,563","5,369","5,707","6,532","5,438","4,298","4,918","5,003","7,639","7,028","5,237","4,577","7,540"
"616","[P]","    Fuji Television Network","8,140","8,418","8,375","7,578","7,035","7,349","6,364","7,339","7,131","7,057","6,745","7,005","7,773","7,197","7,508"
"617","[P]","    Take 2 Interactive","4,961","4,630","4,999","4,463","4,488","4,753","4,056","4,251","4,352","4,813","4,910","4,989","5,229","5,271","7,485"
"618","[P]","    CITY-DATA.COM","8,111","7,248","7,108","6,594","6,295","6,844","6,085","6,882","6,487","7,078","7,051","7,134","7,219","7,049","7,469"
"619","[P]","    Hyves","8,922","8,696","8,953","9,013","9,777","8,474","8,200","8,344","8,010","8,321","8,105","7,836","7,793","7,608","7,465"
"620","[C]","    ZAPPOS.COM","6,324","6,021","6,312","7,195","11,577","7,443","4,933","5,598","5,016","5,269","5,594","8,131","6,636","6,600","7,460"
"621","[P](U)","    Channel4","9,090","8,990","9,199","9,074","8,794","9,609","8,166","7,724","6,838","7,212","7,524","7,210","7,376","7,492","7,425"
"622","[P]","    Activision Blizzard","7,716","11,092","7,747","9,713","6,638","8,231","6,886","4,737","3,806","7,596","7,294","8,085","5,995","5,869","7,421"
"623","[P]","    Lotte Group","6,249","6,167","5,815","5,086","6,243","6,202","5,187","5,398","5,161","6,090","5,559","6,260","6,625","6,603","7,404"
"624","[P]","    Art.com Sites","5,736","5,907","5,591","5,838","6,133","6,036","5,900","6,559","6,002","6,536","7,063","6,599","7,159","7,765","7,391"
"625","[P]","    Eniro Sites","10,658","10,239","10,155","10,108","9,707","10,114","9,186","10,011","9,306","10,117","9,803","9,309","9,431","8,223","7,383"
"626","[P]","    Walgreen Co.","6,512","5,926","6,409","6,982","7,989","5,996","5,438","5,128","4,998","5,892","6,163","6,389","7,412","6,439","7,362"
"627","[P]","    PokerStars","11,151","11,896","12,494","10,734","10,985","10,606","9,644","9,214","8,290","8,385","7,387","7,145","6,147","6,847","7,361"
"628","[P]","    Systemax Inc.","7,008","6,645","6,503","8,556","8,158","6,616","6,045","6,051","5,342","5,380","5,897","6,257","6,933","6,754","7,316"
"629","[P]","    Hutchison Whampoa","7,596","7,361","7,667","7,475","6,971","6,220","5,611","5,885","5,792","6,217","6,320","6,391","7,187","7,512","7,305"
"630","[P]","    52PK.COM","5,578","5,048","3,717","3,996","3,388","4,367","5,008","4,913","5,439","5,489","7,059","7,414","6,789","7,438","7,302"
"631","[P]","    GAMEZER.COM","15,139","15,130","14,449","13,566","12,346","11,207","10,476","9,858","9,380","9,114","9,572","9,233","9,025","8,074","7,289"
"632","[P]","    Match.com Sites","6,871","6,669","6,432","5,982","6,632","7,702","6,572","6,832","6,653","6,736","6,320","7,446","6,753","6,851","7,286"
"633","[P]","    ZHAOPIN.COM","6,957","6,979","5,894","6,045","4,115","3,863","5,936","6,761","5,579","6,071","5,187","6,535","5,652","7,068","7,283"
"634","[P]","    TGBUS.COM","6,721","5,893","5,567","4,842","5,186","6,369","5,142","4,341","4,464","5,037","5,102","6,091","6,096","6,095","7,277"
"635","[P]","    UK.COM","N/A","6,128","5,988","6,331","5,432","5,824","5,709","5,802","5,113","5,697","6,205","6,353","6,075","5,915","7,270"
"636","[P]","    News Interactive Pty Limited","5,429","5,122","5,689","5,969","5,924","6,844","6,351","9,680","7,404","9,067","8,199","7,523","6,993","6,744","7,261"
"637","[P]","    NIC.IN","7,189","6,879","6,328","6,328","6,221","7,305","7,168","7,130","7,112","11,432","10,541","9,022","8,718","7,959","7,232"
"638","[P]","    HC International Inc.","6,884","6,566","6,078","5,350","5,001","4,717","3,788","5,804","5,455","6,393","4,901","5,643","5,911","7,051","7,232"
"639","[P]","    Bauer Consumer Media","6,527","6,186","6,566","6,808","6,983","6,963","6,172","6,086","6,136","6,486","6,464","6,727","6,642","6,264","7,191"
"640","[M](u)","    SODAHEAD.COM","8,249","8,312","7,972","8,004","7,673","7,622","5,652","5,917","7,558","6,808","6,119","6,346","6,738","6,068","7,187"
"641","[P]","    GYYX.CN","1,421","1,059","2,237","3,924","5,550","6,548","7,473","4,191","3,780","3,595","4,032","6,241","6,196","5,192","7,183"
"642","[P]","    114LA.COM","10,135","14,473","6,075","5,861","6,136","7,522","7,535","7,119","6,409","6,954","6,982","7,469","7,903","7,480","7,181"
"643","[P]","    Spiegel Verlag","6,621","6,843","6,881","7,078","6,433","6,566","6,207","7,854","6,027","7,426","7,020","6,413","6,451","6,467","7,124"
"644","[P]","    ITV Sites","4,289","5,307","6,552","7,509","6,988","5,667","5,347","5,229","5,025","5,482","4,477","4,036","4,053","6,311","7,114"
"645","[P]","    YAM.COM","6,040","5,992","5,816","5,770","5,624","6,162","5,470","5,794","5,419","5,686","5,968","6,103","5,978","6,457","7,109"
"646","[P](U)","    PLENTYOFFISH.COM","6,321","6,332","6,374","6,516","6,835","7,004","6,082","6,173","6,125","6,903","6,316","6,635","7,735","8,013","7,101"
"647","[P]","    ARABSEYES.COM","7,739","8,634","9,400","8,378","8,091","7,724","6,887","7,220","6,389","6,780","5,724","5,403","6,444","6,777","7,098"
"648","[P]","    EUROPA.EU","5,233","6,288","6,062","6,145","4,876","6,453","6,019","6,401","5,458","6,603","5,730","5,152","4,979","6,277","7,093"
"649","[M]","    DANTRI.COM.VN","3,857","3,718","3,757","3,754","3,736","3,719","3,602","4,023","3,779","3,856","3,945","4,078","6,812","6,984","7,087"
"650","[P]","    SONGS.PK","6,416","6,601","6,684","6,229","6,133","6,518","6,005","6,170","6,126","6,802","7,257","7,083","6,654","7,643","7,035"
"651","[P](u)","    Getty Images, Inc","7,455","7,976","8,421","8,599","8,056","8,155","7,925","8,412","6,031","6,544","9,488","8,368","6,720","7,517","7,006"
"652","[P]","    YOKA.COM","6,066","6,533","4,379","5,255","5,339","5,265","5,370","5,525","4,318","5,528","6,127","6,591","6,922","7,627","7,000"
"653","[M]","    O2.PL","6,329","6,501","6,611","6,618","6,962","6,940","6,549","9,704","8,216","7,317","6,935","8,635","6,640","6,652","6,968"
"654","[P]","    COOKPAD.COM","6,279","6,526","6,671","6,424","6,114","6,273","6,433","5,596","5,568","6,885","6,091","5,769","6,097","6,418","6,961"
"655","[P]","    TBS Group","5,197","5,854","5,403","5,330","4,717","5,050","4,172","5,487","5,262","4,991","5,091","5,456","5,975","6,744","6,946"
"656","[P]","    China Telecom Sites","20,450","18,140","13,718","15,179","12,898","9,079","7,672","6,797","6,081","5,770","6,260","7,841","6,102","5,892","6,931"
"657","[M]","    MAPION.CO.JP","8,764","8,453","8,135","7,415","6,064","6,647","6,464","7,796","6,930","7,552","6,961","7,543","7,747","7,509","6,913"
"658","[P]","    Gruppo Fiat","5,692","5,986","6,431","6,593","5,731","5,912","5,694","5,668","5,697","6,231","5,970","5,997","5,657","6,260","6,898"
"659","[P]","    Kiabi","3,669","4,203","5,175","5,488","5,182","7,744","5,972","5,550","4,371","5,305","5,941","6,542","6,278","5,955","6,865"
"660","[P]","    Delta Airlines","6,818","6,308","6,387","5,691","6,277","6,714","5,816","5,907","5,258","5,951","6,673","6,601","6,840","5,925","6,825"
"661","[P]","    EasyGroup","6,789","6,923","6,375","6,083","5,463","7,865","6,335","7,636","6,633","7,741","7,398","7,772","7,132","7,257","6,820"
"662","[M]","    19LOU.COM","4,536","4,761","4,472","3,446","3,268","3,757","2,998","4,406","3,711","5,030","5,018","5,271","5,728","6,095","6,803"
"663","[P]","    Directv Sites","6,882","6,640","6,604","8,380","8,752","6,999","6,002","5,735","5,344","5,998","5,370","5,534","7,211","7,027","6,774"
"664","[P]","    Gruppo Editoriale Espresso","4,887","5,743","6,033","6,192","5,898","6,030","5,969","6,227","5,674","6,227","6,133","5,655","5,382","6,195","6,772"
"665","[P]","    Marriott","7,706","6,851","6,791","6,080","5,235","6,877","6,262","6,696","5,940","6,497","6,853","7,351","6,848","6,881","6,764"
"666","[P]","    Miarroba Networks","6,698","6,940","7,202","8,268","7,860","8,524","8,039","8,160","7,720","7,266","6,932","6,650","7,266","6,914","6,762"
"667","[M]","    BWIN.COM","4,957","5,779","5,404","5,920","4,465","4,335","4,589","4,803","5,442","6,113","4,706","5,143","5,928","6,958","6,751"
"668","[P]","    Accor","6,353","5,639","5,753","5,471","4,977","6,122","5,371","6,060","5,876","7,064","7,550","7,388","6,626","7,004","6,724"
"669","[P]","    Gurunavi","7,127","6,924","6,711","7,373","7,285","7,114","5,821","5,382","5,585","6,105","5,889","6,448","7,112","6,786","6,673"
"670","[P]","    OYUNLAR1.COM","10,665","9,614","9,128","9,291","9,549","9,576","8,846","8,488","8,468","8,555","9,207","9,876","9,589","7,943","6,670"
"671","[M]","    EDMUNDS.COM*","6,430","6,126","5,577","5,127","4,848","5,605","5,043","5,294","4,799","5,054","4,967","6,103","6,547","6,182","6,663"
"672","[P]","    Hilton Hotels","8,540","7,242","6,219","5,483","5,432","7,353","6,488","6,870","6,206","6,839","7,693","7,721","7,293","6,429","6,603"
"673","[P]","    Oricon","7,819","8,125","7,998","7,179","7,447","6,426","5,885","5,861","5,554","7,076","8,160","6,947","6,438","6,844","6,600"
"674","[P]","    Live Nation Network","8,023","6,553","5,670","6,109","6,311","6,326","6,348","6,951","6,435","6,550","7,739","7,763","7,481","6,144","6,599"
"675","[P]","    VATGIA.COM","2,861","2,850","3,046","3,052","3,065","3,138","3,098","3,342","2,884","3,080","3,301","3,558","5,831","6,211","6,575"
"676","[M]","    NHS.UK","5,146","5,273","5,155","5,124","4,335","5,920","5,688","5,956","5,336","6,020","5,905","5,450","5,818","5,858","6,554"
"677","[P]","    IBM","9,266","9,953","8,714","8,117","7,385","6,880","5,999","7,131","4,854","5,968","7,770","7,582","6,695","7,201","6,552"
"678","[P]","    Rue du Commerce","5,944","5,747","5,653","6,471","7,060","6,757","4,638","5,109","4,706","4,987","5,026","4,761","5,556","5,123","6,499"
