"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: October 2010 - December 2011","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 1/20/2012","","","","","",""

"","","","Oct-2010","Nov-2010","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011"
"340","[P]","    Intuit","12,304","10,848","11,050","23,360","24,764","20,213","19,565","11,635","10,862","10,667","11,315","11,237","12,970","11,995","12,954"
"341","[P]","    TALEO.NET","12,923","11,693","11,514","13,858","12,053","12,715","12,304","13,821","14,936","15,875","16,163","16,796","16,464","15,069","12,953"
"342","[P]","    Aljazeera","6,531","6,063","5,674","10,513","16,480","12,237","8,429","9,665","7,077","6,862","9,586","8,652","9,837","14,330","12,949"
"343","[P](u)","    Postmedia Network","14,296","14,579","14,255","14,258","13,346","14,672","12,019","12,730","14,007","11,421","11,590","12,016","12,103","12,006","12,944"
"344","[P](u)","    Weblogs SL Sites","7,925","7,748","7,471","7,089","6,526","7,156","6,780","7,373","7,246","7,137","7,714","8,233","9,514","10,408","12,908"
"345","[P]","    FrostWire","12,168","21,330","25,437","26,249","24,298","24,565","23,461","22,540","20,578","18,778","16,575","15,038","14,238","13,328","12,883"
"346","[P]","    Onlinedown Sites","8,426","7,718","8,511","6,886","7,224","8,621","7,027","9,415","8,324","10,152","8,644","9,731","11,734","11,173","12,837"
"347","[P]","    Gap, Inc.","10,125","12,734","12,244","9,006","7,130","8,283","7,809","7,488","8,657","8,642","10,378","9,807","10,235","14,200","12,822"
"348","[P]","    KDDI Corporation","12,767","12,349","11,307","13,006","12,775","12,570","11,853","12,598","12,197","13,069","12,925","13,728","15,303","12,715","12,790"
"349","[P]","    Travelocity","16,265","15,276","14,433","18,870","17,569","17,256","14,269","15,491","16,749","19,035","18,408","15,101","14,523","13,658","12,634"
"350","[P]","    Experian Interactive","16,878","14,758","14,882","15,411","14,339","14,714","13,360","13,747","13,622","13,862","14,040","14,819","15,663","13,079","12,609"
"351","[P]","    BearShare (App)","7,796","11,718","13,212","12,824","11,532","11,877","12,207","12,460","12,133","12,502","12,402","12,583","12,718","11,972","12,562"
"352","[P]","    Acer Inc.","12,075","12,454","13,167","12,807","12,113","11,676","10,741","11,027","11,035","11,132","11,941","11,308","12,711","12,158","12,514"
"353","[P]","    Ctrip.com International","7,306","6,666","7,022","7,652","7,390","7,448","7,831","9,375","8,796","11,874","11,109","12,645","12,650","10,987","12,424"
"354","[P]","    Mainichi Shimbun","11,098","11,266","11,253","10,507","9,310","13,735","10,420","10,195","9,058","11,688","12,074","12,645","12,238","12,267","12,379"
"355","[P](U)","    MyLife.com Sites","15,018","14,306","15,395","16,227","13,385","13,452","12,508","14,190","15,500","18,595","19,205","16,979","14,731","12,253","12,321"
"356","[P]","    Maeil Business Newspaper","6,447","6,238","7,456","9,255","8,047","8,967","9,519","10,517","9,945","10,632","11,280","11,749","12,478","12,000","12,259"
"357","[P]","    6.CN","9,911","8,740","9,448","10,046","10,723","9,976","10,039","10,314","12,890","12,786","11,326","10,497","10,981","11,383","12,227"
"358","[P]","    FUNSHION.COM","14,642","13,829","15,141","17,618","17,685","16,121","15,757","20,117","21,812","25,750","26,569","26,353","26,249","27,121","12,170"
"359","[P](u)","    Move, Inc. Real Estate Sites","11,802","11,674","12,330","13,126","11,841","14,664","14,241","15,597","15,373","16,549","15,770","14,257","12,471","13,138","12,169"
"360","[P]","    RAYLI.COM.CN","3,473","3,133","2,422","2,744","3,455","4,057","3,325","3,287","3,066","2,578","3,319","3,865","6,467","12,339","12,141"
"361","[P]","    L'Oreal Sites","11,264","10,528","9,032","9,529","9,849","11,702","12,287","12,612","10,626","13,291","10,857","11,390","12,908","12,179","12,038"
"362","[P](u)","    KONGREGATE.COM","7,587","8,758","10,258","8,945","8,282","8,433","8,909","9,589","9,958","10,769","11,176","9,903","10,657","11,144","12,032"
"363","[P]","    Kayak.com Network","9,393","9,218","8,997","10,902","9,650","10,945","11,051","11,868","12,434","13,457","12,188","12,340","12,404","11,235","12,012"
"364","[P]","    USAFIS.ORG","8,995","4,249","5,611","6,717","6,415","7,759","9,080","11,175","10,008","12,828","10,493","7,523","10,033","10,008","11,933"
"365","[P]","    Coca-Cola Company","8,296","7,264","9,745","5,619","5,450","4,842","6,088","7,648","6,736","8,327","8,456","8,452","9,174","8,968","11,900"
"366","[P]","    KOOORA.COM","12,908","13,960","12,362","12,706","10,997","11,386","11,778","11,260","9,129","9,805","9,963","11,076","11,148","11,529","11,899"
"367","[P]","    Virgin Group","10,674","10,394","10,432","11,523","10,878","10,569","9,760","11,506","10,976","11,680","11,891","11,628","11,798","11,978","11,845"
"368","[P]","    ARD Sites","11,555","11,995","12,661","12,666","11,680","13,392","10,895","12,799","11,695","11,732","12,026","12,613","12,882","12,386","11,841"
"369","[P](u)","    Toshiba Corp","6,613","6,671","6,547","7,818","7,802","8,268","7,789","7,107","7,200","8,689","8,924","9,134","10,485","10,582","11,785"
"370","[P]","    VEOH.COM","13,621","12,752","13,060","13,056","11,647","11,479","10,856","12,764","12,452","13,543","13,526","12,887","13,275","11,994","11,757"
"371","[P]","    Agricultural Bank of China","6,333","7,242","6,278","6,696","5,563","6,917","6,414","7,387","7,981","8,338","9,130","9,945","10,998","10,996","11,726"
"372","[P]","    La Poste","8,316","9,217","10,322","9,752","8,795","8,705","8,889","9,521","9,045","9,968","10,614","10,467","12,183","13,322","11,726"
"373","[P]","    CHINA.COM.CN","7,662","6,575","5,343","5,309","5,985","7,515","7,004","7,687","8,299","9,106","9,004","9,057","10,206","11,200","11,693"
"374","[P]","    120ASK.COM","8,181","6,772","5,671","6,857","6,320","7,354","7,852","9,561","9,193","9,740","9,294","11,639","12,414","12,595","11,692"
"375","[P]","    TORRENTREACTOR.NET","13,943","11,574","11,241","10,822","10,737","11,468","11,467","13,139","11,433","10,995","9,174","10,808","12,480","11,240","11,671"
"376","[P]","    BAIXING.COM","3,359","3,398","2,999","4,886","4,339","4,996","6,478","8,817","11,309","13,670","14,298","15,512","13,239","10,602","11,660"
"377","[P]","    Grupo Santander","9,246","9,354","10,032","9,927","9,130","9,464","9,110","9,400","9,020","9,843","10,176","10,483","11,864","10,851","11,650"
"378","[P]","    Chinabyte Technology Co.","9,752","8,641","6,316","6,586","5,572","6,491","5,879","6,331","8,587","9,839","8,811","9,647","10,285","10,966","11,609"
"379","[P]","    Zazzle","8,795","8,660","8,789","7,569","6,781","6,971","6,986","7,511","7,318","7,436","7,293","7,602","9,390","9,840","11,523"
"380","[P]","    Groupe Auchan","8,286","8,851","9,380","8,718","6,133","7,239","6,806","7,195","7,321","6,789","7,081","7,003","7,977","10,261","11,483"
"381","[P]","    Sanoma Group","11,632","11,607","11,577","12,212","11,394","11,426","11,052","11,662","13,208","11,192","11,049","10,612","10,951","11,173","11,398"
"382","[P]","    Impress Group","8,729","8,443","8,951","8,570","7,687","8,500","7,881","8,488","8,943","10,373","10,237","11,592","12,579","11,526","11,383"
"383","[P]","    Reed Elsevier Group","11,392","11,026","8,562","10,818","9,759","10,973","11,144","12,284","11,735","11,318","10,787","12,412","13,557","12,927","11,339"
"384","[P]","    World of Warcraft (App)","11,885","10,966","12,094","12,072","11,016","10,040","9,490","9,755","10,149","11,312","10,325","10,279","10,870","10,864","11,322"
"385","[P]","    Lojas Americanas","10,764","10,553","10,935","10,762","9,313","9,611","9,258","9,901","9,412","9,529","9,556","9,574","10,219","10,635","11,297"
"386","[P]","    DUOTE.COM","6,434","6,246","6,249","6,151","5,614","6,737","4,680","5,931","6,295","7,120","8,032","7,842","9,712","10,455","11,257"
"387","[P]","    National Lampoon Humor Network","7,330","7,117","8,548","9,350","7,541","7,542","8,566","7,244","7,923","9,796","9,378","7,995","8,325","8,367","11,248"
"388","[P](U)","    Ziff Davis","4,210","6,665","6,457","6,266","7,396","7,870","7,651","8,853","8,996","8,543","9,615","9,836","11,169","11,718","11,210"
"389","[P]","    Staples.com Sites","7,098","9,015","8,753","8,747","6,831","8,437","7,242","7,421","7,844","9,140","11,120","9,283","9,337","11,759","11,193"
"390","[P]","    LIVESCORE.COM","9,600","9,778","9,275","9,038","9,741","9,674","9,939","9,362","4,669","5,565","9,399","11,427","11,382","10,601","11,114"
"391","[P]","    Credit Agricole","11,321","11,772","11,581","13,857","12,392","12,253","11,928","12,351","11,285","11,595","11,855","11,732","12,023","11,308","11,099"
"392","[P]","    TQ Digital Entertainment","6,839","5,911","6,201","6,774","6,454","6,856","8,035","8,414","9,482","10,472","10,579","9,814","11,268","10,393","11,085"
"393","[P]","    Big Fish Games Sites","10,594","10,534","11,379","12,162","11,137","10,797","10,298","11,466","11,468","11,351","10,627","10,355","10,230","10,391","11,019"
"394","[P]","    freenet AG","14,854","11,492","10,689","10,938","9,294","9,595","10,074","9,973","10,172","9,571","12,637","12,808","12,366","11,341","11,000"
"395","[P]","    Vuze Sites","11,375","11,697","11,515","11,365","10,352","10,689","10,293","10,923","10,958","11,484","11,043","10,804","11,319","10,863","10,997"
"396","[P]","    Seoul Newspaper","9,402","7,934","8,697","9,491","8,546","9,442","9,095","9,650","9,815","9,213","9,977","10,878","12,085","11,126","10,987"
"397","[P](u)","    Groupe Amaury","8,748","8,609","8,590","10,278","9,276","9,348","8,429","10,345","9,145","9,791","9,696","10,546","10,934","10,777","10,903"
"398","[P]","    Intelius","12,809","10,188","11,299","12,436","10,180","10,304","10,791","11,197","10,920","11,263","11,611","11,807","11,095","10,371","10,846"
"399","[P]","    Midasplayer.com Ltd.","7,610","7,904","8,317","8,629","8,046","7,434","9,323","7,411","7,244","8,283","8,377","7,343","7,795","10,207","10,832"
"400","[P](U)","    PBS","9,639","10,446","8,722","11,375","11,143","12,297","12,201","11,484","8,027","6,801","8,389","12,304","12,997","12,624","10,813"
"401","[P]","    Korea Economic Daily","8,667","7,472","7,620","8,894","7,552","7,624","8,531","9,530","10,109","9,406","10,316","10,330","11,214","9,939","10,798"
"402","[P]","    PriceGrabber","10,339","11,642","13,021","11,364","8,913","9,779","8,762","8,679","8,681","8,937","9,800","9,077","10,558","11,002","10,750"
"403","[P]","    51.COM","10,890","10,347","6,486","5,212","4,044","7,053","6,368","8,493","8,851","11,976","15,772","8,560","8,278","8,468","10,719"
"404","[P]","    Tesco Stores","7,625","9,502","9,217","8,111","7,396","7,292","7,942","7,827","6,790","7,156","7,771","7,985","8,944","11,013","10,710"
"405","[P]","    Nestle","11,448","11,264","11,127","8,586","7,213","7,733","8,186","9,301","9,428","8,483","9,226","9,302","9,994","10,675","10,707"
"406","[P](u)","    ROGERS","7,931","7,924","9,716","10,433","10,008","10,843","9,659","9,700","9,496","9,064","10,356","10,078","10,701","10,686","10,705"
"407","[P]","    Rising Corp. Limited","4,660","5,793","5,341","7,114","9,061","10,243","11,238","12,795","8,443","9,350","9,654","10,676","11,833","11,797","10,689"
"408","[P](u)","    Hollywood.com Sites","10,029","10,050","9,431","9,412","8,259","8,860","10,446","10,450","9,229","10,931","9,494","9,635","8,984","10,321","10,676"
"409","[P]","    McDonald's","12,684","10,572","8,791","9,130","8,540","9,912","10,518","11,400","9,924","9,724","9,033","11,535","17,283","13,491","10,642"
"410","[P]","    Asahi Shimbun","9,679","9,414","9,873","8,134","6,982","14,646","9,433","10,156","9,006","11,890","11,567","12,620","12,499","12,589","10,629"
"411","[P](U)","    Classified Ventures","9,308","9,275","9,057","12,703","11,841","12,623","12,669","11,922","12,839","13,694","13,173","12,206","11,737","11,474","10,618"
"412","[P](U)","    Dominion Enterprises","10,009","9,260","8,931","11,951","11,406","13,324","13,417","13,302","13,436","14,079","13,735","12,234","11,754","10,582","10,566"
"413","[P]","    HI5.COM","28,601","26,296","25,379","24,438","21,321","21,731","18,018","17,463","15,764","14,992","14,377","14,165","13,573","11,558","10,546"
"414","[P](u)","    General Mills","2,309","2,412","8,922","7,685","6,589","6,104","6,444","5,558","6,070","6,125","6,706","7,769","9,366","10,255","10,493"
"415","[P](U)","    LEGACY.COM*","8,974","8,957","8,819","10,567","9,304","10,000","9,951","9,302","9,960","10,164","10,891","10,491","10,757","10,539","10,474"
"416","[P]","    Grupo Carso","9,598","10,090","10,416","9,944","9,215","10,046","9,986","9,962","9,858","10,025","10,528","10,392","11,290","10,077","10,458"
"417","[P]","    LOWES.COM","8,349","10,034","10,318","10,135","8,073","9,441","9,857","10,404","10,280","10,397","10,090","10,086","10,414","11,565","10,426"
"418","[P]","    Amadeus Global Travel Distribution","12,047","11,686","11,022","14,912","13,338","12,784","11,889","13,598","14,979","13,793","12,898","11,668","11,376","11,012","10,417"
"419","[P]","    The Royal Bank Of Scotland","11,330","11,602","10,993","11,709","11,322","11,616","10,486","10,588","9,854","9,637","10,196","10,188","11,063","10,131","10,386"
"420","[P]","    Groupe SNCF","10,489","9,090","9,495","9,466","8,360","10,309","9,863","10,297","10,681","11,507","10,872","10,419","11,786","10,328","10,376"
"421","[P]","    Stateless Systems","5,495","6,258","6,923","5,272","4,852","5,236","5,209","5,897","6,411","6,806","7,097","6,834","8,127","9,547","10,367"
"422","[P]","    FILEHIPPO.COM","8,508","8,413","7,465","7,742","7,103","8,218","7,488","8,262","8,906","8,473","8,904","9,369","11,433","9,675","10,336"
"423","[P](u)","    Dogan Online","8,348","8,070","8,585","8,806","8,622","9,260","8,930","8,473","8,248","7,993","8,745","9,070","10,250","10,108","10,336"
"424","[P]","    ARCHIVE.ORG","6,364","6,098","5,562","5,707","5,518","5,817","5,426","7,508","6,314","6,040","8,000","7,948","7,742","9,133","10,331"
"425","[P]","    Indian Railways","8,733","8,827","8,428","8,664","8,019","8,499","8,591","9,896","8,864","8,940","9,232","8,997","9,852","9,683","10,328"
"426","[P]","    Hyundai Motors Inc.","7,670","7,825","7,814","9,154","8,920","10,332","8,467","8,934","8,659","8,860","9,062","11,167","11,962","10,418","10,314"
"427","[P]","    NHK Group","7,505","8,245","7,355","7,814","6,441","15,707","10,213","7,775","7,206","8,403","9,506","10,512","9,611","9,671","10,312"
"428","[P]","    CSDN.NET Sites","4,765","5,020","3,804","3,833","2,448","4,335","4,240","4,507","5,062","5,252","5,492","6,389","7,548","8,955","10,289"
"429","[P]","    Nexon Corporation","6,115","6,776","7,683","7,671","6,632","5,757","5,492","6,345","6,260","8,581","9,240","8,558","8,570","8,932","10,250"
"430","[P](U)","    24H.COM.VN","3,391","3,598","3,663","3,722","3,740","4,186","3,750","5,821","6,394","6,730","6,812","9,609","9,956","10,105","10,246"
"431","[P]","    Hankook Ilbo","8,299","7,737","7,999","8,320","8,058","9,324","9,255","10,254","9,125","9,719","10,138","10,174","11,108","9,888","10,245"
"432","[P]","    Vector Inc.","8,230","8,095","9,037","8,130","7,022","7,613","7,924","8,441","7,892","8,941","10,847","10,478","10,469","11,522","10,215"
"433","[P]","    Softissimo","8,939","9,466","7,928","8,430","7,227","8,059","7,932","8,523","7,433","6,343","7,207","9,632","11,038","10,886","10,215"
"434","[P]","    M5ZN.COM","13,821","12,265","10,856","11,712","11,495","11,085","10,112","10,778","10,320","9,391","10,242","9,618","9,754","9,713","10,141"
"435","[P]","    BMW","7,791","7,034","7,116","6,786","6,015","7,369","7,173","8,052","8,223","7,292","7,666","9,161","10,924","10,568","10,129"
"436","[P]","    Le Monde Sites","8,351","8,055","7,711","9,542","8,102","9,236","8,156","10,336","8,220","8,540","8,040","8,966","10,753","10,624","10,109"
"437","[P]","    Japan Post Group","6,929","7,863","10,526","8,773","6,754","6,788","6,125","6,005","5,665","6,001","5,861","6,321","6,375","7,081","10,083"
"438","[P]","    Costco Wholesale Corporation","7,493","8,707","9,502","7,383","6,178","6,748","6,222","7,121","7,014","7,499","7,973","7,479","7,876","9,808","10,069"
"439","[P]","    Jabbar Internet Group","9,974","9,057","9,215","9,226","9,006","9,231","8,706","8,779","7,882","7,918","7,180","7,946","9,208","9,857","10,027"
"440","[P]","    WIKIMAPIA.ORG","12,390","11,193","11,364","12,370","10,900","12,064","10,826","12,665","12,818","12,757","12,324","12,833","10,641","8,531","10,021"
"441","[P]","    Viva street Classifieds","9,273","8,912","8,207","10,363","9,213","9,744","8,850","10,200","9,790","9,924","10,887","10,145","10,434","10,910","9,952"
"442","[P](U)","    CollegeHumor Media","29,491","30,727","34,147","28,942","27,608","30,394","9,569","9,784","9,366","8,348","8,430","8,693","9,220","8,835","9,921"
"443","[P](U)","    HealthGrades","13,334","13,945","12,488","14,769","13,250","14,022","12,344","11,600","11,121","11,006","13,666","11,290","10,550","9,779","9,916"
"444","[P]","    PANDORA.TV","11,769","11,803","12,897","15,746","15,284","15,475","11,544","9,752","9,479","9,403","9,802","9,629","9,860","9,948","9,911"
"445","[P]","    DEEZER.COM","8,110","8,461","9,168","8,342","8,407","8,106","8,444","8,494","8,172","7,861","9,914","10,218","11,650","10,120","9,907"
"446","[P]","    Lloyds Banking Group plc","8,569","8,668","8,503","8,885","9,029","8,989","8,920","9,495","9,406","9,658","9,368","9,417","10,051","9,757","9,904"
"447","[P](u)","    CBC-Radio Canada Sites","10,966","11,194","9,769","10,981","9,438","11,465","10,880","11,472","10,992","9,104","10,153","10,782","10,906","10,393","9,843"
"448","[P]","    Nissan","10,168","8,517","7,778","9,160","8,750","8,272","6,532","7,555","7,508","8,518","8,997","11,529","11,945","10,716","9,832"
"449","[P]","    AmericanGreetings Property","15,435","16,000","19,718","15,811","15,563","14,119","10,680","9,577","8,799","8,114","7,975","8,238","8,790","7,841","9,770"
"450","[P]","    QIDIAN.COM","6,852","5,537","5,958","5,925","6,998","6,636","6,342","8,432","9,913","9,994","9,704","8,643","10,275","9,552","9,769"
"451","[P]","    IDT Corporation","11,680","11,482","11,794","11,586","10,008","10,434","10,306","11,186","10,944","10,960","11,203","11,539","11,113","10,538","9,756"
"452","[P]","    Yellow Pages Group","11,236","11,124","10,924","11,259","10,342","11,416","11,036","11,151","11,142","11,360","10,481","10,891","10,990","11,016","9,738"
"453","[P]","    Sankei Shimbun","13,342","12,306","10,560","10,657","10,150","13,197","10,633","11,294","10,490","10,404","11,158","11,618","11,075","10,507","9,728"
"454","[P]","    123GREETINGS.COM","4,800","6,937","10,065","6,660","6,376","4,131","4,244","4,715","4,336","3,675","4,893","4,209","5,133","4,811","9,727"
"455","[P]","    39.NET","10,227","9,418","8,439","9,255","8,344","10,053","8,614","10,423","10,074","10,361","10,049","12,098","12,038","11,510","9,706"
"456","[P]","    Honda","10,634","9,652","8,300","9,110","10,392","10,925","8,406","9,007","9,396","9,615","9,652","10,611","11,719","9,786","9,686"
"457","[P]","    Internet Initiative Japan","9,997","9,654","9,134","8,822","8,014","9,144","7,939","8,832","8,482","9,266","10,372","9,938","10,644","10,333","9,663"
"458","[P]","    Domino's Pizza, Inc.","6,586","6,284","7,688","8,167","6,665","6,255","6,531","6,682","7,032","7,266","7,113","7,784","8,561","8,326","9,620"
"459","[P]","    CANALBLOG.COM*","8,511","8,384","7,814","7,728","7,476","7,625","7,690","8,263","7,811","7,083","8,249","8,740","10,199","10,266","9,597"
"460","[P]","    Cisco Systems, Inc.","8,863","8,037","7,766","8,526","7,777","8,265","7,739","7,330","8,364","7,766","8,006","9,140","10,121","9,556","9,590"
"461","[P](u)","    Source Interlink Companies","14,448","14,439","13,188","14,357","13,612","13,812","12,570","11,991","11,439","11,269","11,393","11,058","10,420","9,650","9,577"
"462","[P]","    SNDA Sites","11,012","10,661","11,315","11,360","12,369","11,975","11,946","13,869","17,419","8,977","7,340","10,983","12,104","12,904","9,530"
"463","[P]","    Unister GmbH","16,271","17,896","15,148","17,236","19,022","17,569","15,674","9,526","9,533","10,422","9,852","9,177","9,389","9,241","9,520"
"464","[P]","    Dong-A Ilbo","6,689","6,608","6,522","6,975","6,469","7,752","7,737","8,667","8,154","8,686","8,918","9,179","10,471","9,254","9,516"
"465","[P]","    Kuaiche.com Sites","6,609","6,307","5,885","5,802","5,009","4,895","4,715","4,735","8,033","10,351","9,921","9,317","10,126","9,018","9,513"
"466","[P]","    Intel","7,123","8,210","7,866","5,999","4,988","7,204","7,812","5,687","9,190","7,470","6,227","9,559","8,010","8,674","9,465"
"467","[P]","    Trovit Sites","13,221","15,196","12,253","15,736","12,894","13,061","10,929","12,530","11,701","11,486","11,554","11,066","11,348","10,716","9,463"
"468","[P]","    Panasonic Group","7,958","8,674","7,855","7,373","6,397","6,710","6,029","6,558","7,052","7,197","7,007","8,343","7,902","8,057","9,400"
"469","[P](u)","    Match.com Sites","6,432","5,982","6,632","7,702","6,572","6,832","6,653","6,736","6,320","7,446","6,753","6,851","7,286","6,835","9,398"
"470","[P]","    CENTERBLOG.NET","7,074","7,694","7,606","7,909","7,060","6,245","6,585","7,336","7,344","6,670","6,631","7,050","8,293","8,645","9,350"
"471","[P]","    MULTIPLY.COM","11,470","11,596","10,312","10,592","9,402","10,034","9,517","9,705","9,544","9,313","9,856","10,204","10,521","10,283","9,288"
"472","[P](U)","    TV Guide Online Network","10,022","9,446","9,748","10,224","9,214","9,840","10,072","9,798","8,386","8,380","8,977","11,203","9,478","8,748","9,271"
"473","[P]","    News International","10,348","9,872","9,047","9,782","8,103","8,828","9,025","10,933","10,900","10,136","11,113","9,656","10,368","9,842","9,223"
"474","[P]","    Arcandor AG","10,089","9,489","8,481","9,504","9,408","10,407","11,027","11,840","14,205","10,593","9,674","9,442","8,963","9,392","9,204"
"475","[P]","    Gruppo Mediaset","8,957","8,709","7,793","9,902","9,942","9,940","8,561","9,157","8,093","8,077","7,690","8,304","9,589","9,739","9,176"
"476","[P]","    OPENDNS.COM","8,972","9,275","9,294","9,189","8,551","9,326","8,507","10,080","9,912","9,685","10,166","10,480","10,069","9,770","9,168"
"477","[P](u)","    Fairfax Media","10,917","11,252","9,933","10,718","10,118","11,139","9,275","10,688","10,153","9,626","9,886","9,942","10,613","9,739","9,108"
"478","[P]","    News World Communications, Inc.","5,739","4,703","5,260","5,627","5,102","6,109","5,689","6,727","6,525","7,211","8,106","8,326","9,161","8,177","9,083"
"479","[P]","    Societe Generale","7,384","8,018","7,838","8,679","7,881","8,365","7,618","8,714","9,171","8,792","9,299","9,244","9,531","9,088","9,036"
"480","[P]","    Infospace Network","18,432","16,346","15,948","17,148","13,983","12,845","11,602","11,536","9,920","12,031","11,001","10,627","11,494","10,765","8,981"
"481","[P]","    Groupe Spir Communication","10,427","10,376","9,216","9,708","9,565","10,147","8,954","10,091","9,339","9,127","9,378","9,344","9,803","9,825","8,974"
"482","[P]","    Systemax Inc.","6,503","8,556","8,158","6,616","6,045","6,051","5,342","5,380","5,897","6,257","6,933","6,754","7,316","8,815","8,928"
"483","[P]","    France Televisions Interactive","8,126","7,839","7,440","7,953","7,761","8,390","7,627","8,448","8,054","8,087","7,520","8,753","9,032","8,906","8,901"
"484","[P]","    CJ Group","10,315","9,591","10,670","10,369","9,814","9,069","9,071","9,240","7,394","8,740","9,148","9,582","9,089","9,637","8,835"
"485","[P]","    Berkshire Hathaway Inc.","8,105","7,795","7,931","8,447","7,372","7,604","6,847","7,826","7,472","8,727","8,929","8,356","8,833","9,330","8,820"
"486","[P]","    NERO.COM","6,732","6,120","6,521","6,602","5,728","5,128","5,635","6,085","5,085","5,127","5,563","5,754","7,842","7,212","8,794"
"487","[P]","    TIMEANDDATE.COM","7,987","7,285","7,650","7,956","6,343","8,015","6,706","7,628","7,759","7,538","8,425","8,385","9,913","9,472","8,765"
"488","[P]","    KaiserGames GmbH","7,323","7,820","7,818","8,538","7,853","7,600","7,541","7,323","8,122","8,410","8,489","7,735","8,173","8,612","8,666"
"489","[P]","    Sparkassen-Finanzgruppe","8,552","8,331","8,367","8,364","8,577","8,567","8,000","8,237","7,830","8,251","8,310","8,337","8,781","9,008","8,632"
"490","[P](u)","    Batanga","11,715","10,768","10,052","9,645","8,720","8,886","9,127","7,459","7,008","7,089","7,785","7,261","7,862","8,690","8,543"
"491","[P]","    Rue du Commerce","5,653","6,471","7,060","6,757","4,638","5,109","4,706","4,987","5,026","4,761","5,556","5,123","6,499","6,996","8,538"
"492","[P]","    DIPAN.COM","1,520","668","2,838","4,332","4,774","3,633","3,339","1,123","1,793","3,312","11,992","12,735","11,026","10,321","8,509"
"493","[P]","    NIC.IN","6,328","6,328","6,221","7,305","7,168","7,130","7,112","11,432","10,541","9,022","8,718","7,959","7,232","8,385","8,491"
"494","[P]","    Yomiuri Group","9,804","9,275","7,753","8,413","7,512","10,739","8,295","8,564","8,058","8,226","8,949","8,681","9,039","8,053","8,478"
"495","[P]","    Barclays Bank","7,023","7,233","7,185","7,418","8,659","7,975","7,628","7,624","7,769","7,873","7,955","7,830","8,632","9,138","8,473"
"496","[P](U)","    The Weather Network Meteomedia","7,144","8,565","9,434","9,533","9,913","9,515","9,326","9,920","9,977","10,182","10,423","9,303","8,462","8,474","8,465"
"497","[P]","    Gurunavi","6,711","7,373","7,285","7,114","5,821","5,382","5,585","6,105","5,889","6,448","7,112","6,786","6,673","7,358","8,460"
"498","[P]","    21CN Corporation Limited","4,569","5,859","4,752","6,774","4,199","5,997","4,903","5,034","5,254","6,214","5,569","6,489","6,213","7,653","8,460"
"499","[P]","    NIKKEI","9,004","8,575","7,622","8,895","7,799","11,249","8,193","8,489","7,903","7,736","7,551","9,433","9,518","8,556","8,440"
"500","[P]","    XE.COM","7,286","6,760","6,547","7,210","6,144","6,966","6,629","7,877","7,453","7,657","8,384","8,834","8,456","8,404","8,425"
"501","[P]","    Walgreen Co.","6,409","6,982","7,989","5,996","5,438","5,128","4,998","5,892","6,163","6,389","7,412","6,439","7,362","7,484","8,417"
"502","[P](u)","    Naukri","5,579","5,360","5,403","5,927","5,921","6,182","6,141","7,318","7,581","9,154","8,111","8,269","7,777","8,797","8,414"
"503","[P]","    KIEV.UA","5,314","5,650","5,652","5,889","5,635","5,942","5,613","6,031","5,798","6,214","6,234","6,926","7,778","8,088","8,409"
"504","[P](u)","    Virgin Media","9,877","9,814","9,016","10,490","8,712","8,126","7,776","8,929","7,836","7,699","8,002","8,157","8,021","8,536","8,379"
"505","[P]","    MADE-IN-CHINA.COM","6,439","6,422","5,181","5,282","5,097","5,633","5,446","6,793","6,677","6,217","6,998","7,003","8,197","8,973","8,374"
"506","[P]","    HC International Inc.","6,078","5,350","5,001","4,717","3,788","5,804","5,455","6,393","4,901","5,643","5,911","7,051","7,232","8,641","8,359"
"507","[P]","    GAMETOP.COM","5,563","5,369","5,707","6,532","5,438","4,298","4,918","5,003","7,639","7,028","5,237","4,577","7,540","7,781","8,356"
"508","[P]","    TUI Group","7,846","7,210","6,586","11,584","9,335","9,640","9,213","10,077","11,911","12,531","10,944","8,836","9,140","8,341","8,288"
"509","[P]","    XICI.NET","11,189","10,739","9,326","8,146","7,737","8,003","6,479","6,378","6,982","6,624","8,261","3,304","4,132","4,214","8,276"
"510","[P](u)","    Department of Commerce","9,741","8,855","9,775","11,310","10,177","10,532","8,842","9,685","8,998","8,533","12,899","10,443","9,448","8,949","8,273"
"511","[P]","    Eniro Sites","10,155","10,108","9,707","10,114","9,186","10,011","9,306","10,117","9,803","9,309","9,431","8,223","7,383","6,888","8,252"
"512","[P]","    Roularta Media Group","6,585","6,619","5,941","7,554","7,254","7,743","6,808","9,109","8,952","7,511","7,113","8,053","8,870","8,681","8,188"
