"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2014 comScore, Inc"
"","","","Time Period :: February 2013 - April 2014","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/1/2014","","","","","",""

"","","","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013","Nov-2013","Dec-2013","Jan-2014","Feb-2014","Mar-2014","Apr-2014"
"340","[P]","    Travelocity","15,191","16,097","15,523","16,258","16,074","18,023","18,343","14,780","14,181","11,969","10,222","13,202","12,383","13,258","12,117"
"341","[P]","    WeatherBug Property","12,534","12,545","11,955","12,131","12,038","12,247","11,489","11,306","13,332","14,774","15,581","15,082","13,727","13,591","12,064"
"342","[P](U)","    HealthGrades","13,269","14,204","14,592","13,810","12,932","13,980","13,578","12,013","13,601","11,416","11,314","12,279","10,910","12,003","12,002"
"343","[M](U)","    HURRIYET.COM.TR","12,873","12,441","13,135","13,587","15,249","13,640","13,043","13,036","12,947","13,393","13,943","12,670","11,058","13,646","11,896"
"344","[P]","    MUSICA.COM","13,568","15,262","15,406","15,761","14,607","15,054","15,283","14,526","14,850","14,486","12,986","12,289","11,717","12,590","11,835"
"345","[P]","    Yum! Brands Inc.","12,916","15,623","13,066","13,224","14,555","13,706","14,507","13,263","12,831","15,041","14,685","13,052","13,112","15,609","11,795"
"346","[P](u)","    Weblogs SL Sites","12,745","13,865","13,604","13,797","12,813","11,829","11,835","12,583","13,746","13,265","11,676","11,676","11,293","12,016","11,751"
"347","[P](U)","    CBC-Radio Canada Sites","12,047","12,330","14,286","12,959","12,340","12,618","11,446","11,496","11,626","12,036","11,471","11,961","14,426","13,216","11,721"
"348","[P]","    Softissimo","11,483","12,591","11,902","11,895","10,514","10,247","9,845","11,932","13,986","13,583","12,475","13,563","12,473","12,521","11,701"
"349","[P](U)","    Metacafe","14,638","15,565","14,806","14,750","15,182","15,080","15,807","15,066","14,404","14,304","15,268","15,160","12,883","12,029","11,664"
"350","[P]","    Groupe Amaury","10,066","10,384","10,413","10,851","10,600","12,247","10,535","11,868","11,521","11,644","11,669","13,555","11,318","12,602","11,641"
"351","[P]","    Verlagsgruppe Georg von Holtzbrinck","12,028","12,980","12,256","12,141","11,090","11,208","11,183","13,345","12,791","13,131","12,377","13,719","12,332","12,360","11,627"
"352","[M](u)","    KONGREGATE.COM","11,337","11,218","11,116","11,590","11,208","12,656","13,506","11,151","11,176","12,695","12,074","12,128","11,598","12,445","11,430"
"353","[M]","    INTERIA.PL","9,629","9,910","9,580","10,207","10,816","11,157","12,635","11,749","11,614","11,792","11,354","12,335","11,193","11,732","11,420"
"354","[P]","    Asahi Shimbun","8,261","8,365","6,959","10,830","11,776","12,869","12,123","10,987","12,829","11,514","10,931","12,661","10,911","10,730","11,406"
"355","[P]","    Carrefour Group","9,077","10,207","10,174","11,173","10,171","11,583","11,369","12,967","13,903","13,502","13,620","13,470","10,828","12,228","11,396"
"356","[P]","    Grupo Carso","9,993","10,124","11,948","12,662","11,180","12,260","13,228","12,124","12,533","12,850","12,040","11,717","10,923","12,399","11,393"
"357","[M]","    OKWAVE.JP*","18,408","19,063","17,891","18,020","17,048","17,719","16,677","17,219","17,553","14,107","13,341","14,905","11,948","12,382","11,332"
"358","[P]","    LOWES.COM","10,502","14,047","13,781","15,087","12,664","13,523","13,055","11,065","10,283","12,765","10,068","9,355","9,167","10,618","11,280"
"359","[P]","    Nestle","8,915","10,913","10,221","11,034","10,468","10,286","10,111","11,892","14,090","13,802","13,505","11,577","10,615","13,201","11,244"
"360","[P]","    INFO.COM*","6,361","6,545","5,583","4,407","4,815","4,351","6,051","5,859","8,115","10,662","9,865","12,220","10,287","11,714","11,222"
"361","[P]","    Groupe Credit Agricole","11,564","11,836","11,406","11,354","11,196","12,199","11,530","12,385","12,933","12,108","11,906","12,312","11,469","11,991","11,203"
"362","[P](u)","    TotallyHer - Kids","4,133","4,526","4,066","3,917","3,312","4,178","4,137","3,831","4,302","3,984","4,308","14,248","12,412","12,906","11,170"
"363","[P]","    McDonald's","11,752","13,915","13,132","12,569","16,006","14,250","13,374","11,453","11,565","11,911","10,114","11,894","10,200","11,130","11,144"
"364","[P](u)","    Toshiba Corp","11,118","12,184","11,252","11,072","11,927","11,022","11,387","11,592","11,471","12,551","13,963","12,380","11,296","11,761","11,122"
"365","[P](u)","    Viva street Classifieds","14,589","14,049","13,112","13,573","14,142","15,306","14,531","13,669","14,233","14,359","11,980","14,278","13,130","12,960","11,116"
"366","[P]","    8684.CN","5,177","6,901","10,609","10,925","9,933","11,693","12,299","12,390","10,687","9,485","9,498","8,980","7,761","10,654","11,102"
"367","[P]","    ARCHIVE.ORG","10,617","11,441","11,811","11,677","11,728","11,905","11,344","11,130","11,506","11,528","11,618","12,220","11,305","12,069","11,056"
"368","[P]","    SCRIBD.COM","16,539","18,830","30,161","31,593","27,099","22,916","25,055","28,092","15,262","13,486","10,146","11,083","11,855","12,618","11,030"
"369","[P]","    Sparkassen-Finanzgruppe","9,988","10,259","10,120","10,519","10,320","8,945","7,568","10,621","11,791","11,409","11,093","11,172","10,693","11,457","11,027"
"370","[P]","    Gruppo Editoriale Espresso","6,879","6,911","6,756","6,820","6,340","10,392","9,715","10,153","10,889","10,708","10,257","11,382","11,190","11,071","11,019"
"371","[P]","    LG Group","8,603","10,609","9,734","11,284","10,225","10,167","11,437","13,206","14,404","13,525","13,700","12,100","10,540","11,303","10,999"
"372","[P]","    La Poste","10,147","10,650","10,183","10,719","10,438","11,791","10,583","11,641","11,922","11,768","12,579","11,840","10,511","10,745","10,988"
"373","[P](u)","    Groupe SNCF","12,527","10,926","13,085","12,519","12,774","13,234","11,659","12,469","13,051","11,133","10,226","11,027","10,428","11,522","10,974"
"374","[P]","    Groupe Casino","10,373","12,526","10,831","10,940","11,933","13,490","12,416","11,763","13,014","13,285","14,706","13,943","11,405","12,050","10,937"
"375","[P]","    Unister GmbH","12,987","13,268","12,405","13,729","13,974","15,099","15,212","12,836","12,328","11,158","11,438","14,282","12,038","11,393","10,916"
"376","[P](u)","    Source Interlink Companies","10,266","11,129","11,092","11,011","11,805","13,531","16,377","16,103","17,585","12,069","11,339","11,911","12,112","12,552","10,882"
"377","[P]","    Le Monde Sites","9,444","9,919","9,999","9,578","9,292","9,882","9,569","10,321","10,200","10,774","11,319","11,040","10,562","12,415","10,853"
"378","[P](U)","    Dominion Enterprises","13,361","14,563","14,193","13,603","12,353","13,390","12,736","11,042","10,545","8,894","8,165","10,009","8,889","10,928","10,819"
"379","[P](U)","    Pelmorex Media Inc Weather","12,980","13,350","13,196","12,980","12,381","11,581","11,079","10,467","9,837","9,936","11,073","12,376","10,698","11,381","10,798"
"380","[P]","    Deutsche Post AG Sites","9,252","10,536","10,244","10,609","9,789","10,942","10,626","11,343","11,451","11,336","13,084","11,941","10,230","11,312","10,741"
"381","[P]","    Telecom Italia","20,879","10,031","9,801","10,594","10,161","12,204","11,143","11,311","12,370","11,491","12,152","11,738","11,564","11,033","10,725"
"382","[P](U)","    Postmedia Network","10,792","11,225","12,283","11,419","11,864","11,261","9,961","10,540","10,634","11,089","10,060","10,564","9,612","11,068","10,619"
"383","[P](u)","    NFL Internet Group","16,941","12,303","14,919","10,334","9,392","11,511","22,439","30,965","25,675","23,819","25,946","22,250","13,296","11,661","10,619"
"384","[P]","    WIKIMAPIA.ORG","12,664","14,483","13,757","13,651","13,283","14,315","14,972","13,100","13,076","13,191","12,535","13,144","11,216","11,209","10,588"
"385","[P]","    Cisco Systems, Inc.","10,619","11,934","12,348","11,639","11,400","10,977","10,746","10,636","11,483","10,367","9,662","11,007","9,627","10,331","10,543"
"386","[P]","    Orbitz Worldwide","14,573","16,747","14,209","14,035","14,002","14,847","12,780","11,394","11,389","9,767","9,406","12,240","11,112","11,634","10,537"
"387","[P]","    The Royal Bank Of Scotland","10,688","11,685","10,873","10,597","11,107","11,315","11,268","11,758","11,718","11,313","11,051","11,526","9,973","11,005","10,429"
"388","[P]","    CSDN.NET Sites","4,859","6,974","9,707","10,910","10,064","10,099","9,794","9,332","9,102","9,672","9,538","7,412","7,508","10,760","10,412"
"389","[P]","    URBANDICTIONARY.COM","14,227","16,382","15,735","15,660","14,774","15,595","14,701","14,221","15,433","15,305","12,864","12,509","10,735","11,263","10,397"
"390","[M]","    LETITBIT.NET","21,968","23,213","20,007","19,323","17,736","17,108","16,710","16,004","15,496","14,926","14,272","13,514","12,644","12,277","10,365"
"391","[P](u)","    DMGT (exc Mail Online)","9,910","11,417","12,389","11,344","9,132","8,888","9,116","10,227","11,466","12,014","10,127","12,307","12,817","12,640","10,352"
"392","[P]","    Roularta Media Group","9,221","9,634","8,970","9,884","10,009","9,799","9,048","11,229","10,613","11,255","10,397","10,727","10,282","12,520","10,336"
"393","[M]","    YOKA.COM* (w/ history)","4,303","6,333","12,581","10,412","9,633","12,472","12,600","10,673","7,182","7,439","5,930","4,356","4,305","6,366","10,283"
"394","[M]","    VNEXPRESS.NET","8,895","10,079","10,173","10,030","10,214","11,959","11,554","11,357","11,501","11,333","10,925","10,878","10,179","10,827","10,254"
"395","[P](U)","    Gruppo Mediaset","6,944","7,033","10,141","10,542","8,809","9,741","8,507","9,872","11,089","10,982","9,978","10,721","10,472","10,560","10,199"
"396","[P](U)","    Classified Ventures","11,907","12,215","11,913","11,545","10,780","11,570","11,250","10,069","10,016","8,874","8,185","9,700","9,273","10,783","10,176"
"397","[P]","    Y8.COM","15,635","17,628","16,377","28,618","20,853","12,404","11,317","9,105","8,819","9,516","9,744","8,843","8,113","10,001","10,075"
"398","[M](U)","    MediaNews Group","13,413","13,016","14,069","12,933","12,110","12,465","11,522","11,766","12,023","10,490","9,949","11,225","9,580","11,481","10,036"
"399","[P]","    Toysrus Sites","7,975","9,746","8,519","9,078","8,795","9,689","10,178","10,117","12,754","19,667","21,818","9,191","7,703","9,218","10,025"
"400","[P]","    France Televisions Interactive","8,049","10,607","8,952","9,332","10,066","11,060","9,373","10,593","10,153","10,973","9,990","11,844","10,959","12,687","9,997"
"401","[M]","    1TING.COM","6,018","7,348","11,628","12,752","11,112","10,726","10,927","9,952","8,956","8,742","9,206","9,476","7,054","10,177","9,978"
"402","[P]","    FILEHIPPO.COM","9,955","11,107","10,229","10,360","10,540","10,375","10,688","10,647","10,639","10,218","10,521","11,193","10,057","10,540","9,963"
"403","[P](u)","    Naukri","10,353","10,497","10,591","11,399","11,681","11,951","11,541","10,884","10,197","9,911","10,347","10,440","9,869","10,083","9,957"
"404","[M]","    IMVU (w/ history)","11,873","13,845","14,356","14,646","13,385","14,497","14,084","12,579","11,451","11,909","11,587","11,699","11,283","11,030","9,928"
"405","[P]","    Ryanair","7,430","8,304","8,773","9,627","9,650","11,028","10,562","9,360","8,897","7,824","6,785","9,124","7,965","8,767","9,891"
"406","[P]","    Tesco Stores","9,432","10,631","10,408","11,015","10,999","10,772","10,896","10,341","11,009","12,304","12,400","10,363","9,062","9,195","9,849"
"407","[P]","    52PK.COM","6,835","6,904","9,056","8,877","8,889","10,219","9,084","7,147","6,865","6,582","7,738","8,460","7,553","10,117","9,736"
"408","[P]","    Berkshire Hathaway Inc.","8,577","9,789","9,748","9,245","8,986","10,040","9,713","9,207","10,453","9,699","8,853","9,837","8,917","9,587","9,675"
"409","[P](u)","    Reader's Digest Digital Network","11,093","12,348","10,869","10,547","10,390","10,660","8,765","10,250","11,957","11,561","10,967","10,391","8,981","10,187","9,583"
"410","[P](u)","    CityGrid Media","18,103","20,282","18,312","16,804","15,863","16,571","16,787","15,026","15,238","14,172","11,489","9,488","8,906","10,139","9,561"
"411","[P]","    Kingfisher","8,431","8,823","9,741","10,153","9,114","9,822","9,236","8,841","9,638","9,412","7,494","9,046","8,041","9,697","9,557"
"412","[P]","    TIMEANDDATE.COM","8,821","11,531","10,224","10,374","9,974","10,124","10,499","10,208","12,004","10,788","9,180","10,630","8,893","9,642","9,525"
"413","[P]","    Kayak.com Network","13,739","14,849","13,264","12,439","11,311","13,901","11,980","9,688","9,529","8,306","7,715","9,602","8,905","9,837","9,465"
"414","[P](u)","    XE.COM","9,661","9,847","9,615","9,637","9,919","9,844","10,103","9,662","10,256","9,871","9,329","10,223","8,969","9,882","9,432"
"415","[P](u)","    Fairfax Media","9,566","9,986","9,295","9,600","9,474","9,497","9,946","9,741","9,514","9,234","8,945","9,399","7,892","9,679","9,356"
"416","[P]","    News UK Sites","13,439","14,463","14,896","15,814","15,458","16,443","9,617","6,990","5,562","5,423","12,407","13,485","10,869","10,512","9,284"
"417","[P]","    BNP Paribas","8,306","8,768","8,804","8,842","8,792","8,633","8,095","9,380","9,989","9,771","9,407","9,970","9,067","10,014","9,280"
"418","[P]","    SOFTPEDIA.COM","16,490","18,871","16,229","15,786","15,489","15,554","14,357","13,244","12,062","11,391","10,830","12,043","9,999","9,828","9,207"
"419","[P]","    News Interactive Pty Limited","6,965","7,508","9,092","8,492","8,101","8,469","8,881","7,728","7,919","7,737","7,379","8,056","6,933","8,236","9,171"
"420","[P]","    JCPenney Sites","10,746","11,514","10,571","10,414","9,918","9,971","10,963","9,348","10,723","13,111","14,302","9,540","8,849","9,720","9,155"
"421","[P]","    Hyundai Kia Automotive Group","8,715","11,044","10,351","8,696","9,198","10,118","8,551","8,906","9,658","10,949","8,927","9,246","8,685","9,368","9,154"
"422","[P]","    Domino's Pizza, Inc.","7,598","9,439","8,278","10,058","9,995","9,809","9,818","9,762","9,741","10,170","11,287","11,248","9,559","9,886","9,056"
"423","[P]","    TUI Group","9,660","10,090","9,328","9,926","10,688","12,619","11,043","9,292","9,131","7,849","7,990","12,699","9,732","9,387","9,039"
"424","[P](U)","    Skyrock","12,816","13,725","12,834","13,206","11,753","10,908","10,907","10,569","11,128","9,966","7,602","7,403","7,148","8,277","9,011"
"425","[P]","    Amadeus Global Travel Distribution","7,425","8,099","8,494","9,268","9,471","9,711","9,424","9,210","9,613","8,637","8,492","9,069","8,501","8,677","8,969"
"426","[P]","    ARD Sites","10,833","11,362","10,680","10,768","11,793","10,023","10,313","11,262","11,142","10,800","10,842","10,770","10,030","10,057","8,964"
"427","[P]","    Sprint Nextel Corporation","9,283","10,929","9,456","9,970","10,461","10,135","10,674","10,597","9,090","10,679","10,407","8,313","9,448","9,342","8,898"
"428","[P]","    Southwest Airlines Co.","11,176","11,385","10,747","10,581","10,765","9,797","9,665","9,582","9,440","7,467","6,919","9,015","8,068","8,476","8,873"
"429","[P](U)","    Grupo Televisa","9,016","9,135","9,529","9,737","8,704","8,274","7,926","7,455","9,165","8,970","7,304","7,564","7,690","8,355","8,869"
"430","[P]","    Lloyds Banking Group plc","10,327","10,630","11,309","11,168","11,157","10,891","10,634","10,718","9,934","9,995","9,476","9,799","8,741","8,967","8,850"
"431","[P]","    Unilever","5,217","7,416","8,167","7,197","7,030","9,742","8,865","7,685","7,883","7,665","6,781","5,869","6,414","7,637","8,817"
"432","[P]","    MONOGRAFIAS.COM","6,705","7,688","8,895","8,775","7,211","5,268","7,000","8,972","10,347","9,909","5,343","6,524","8,734","9,744","8,798"
"433","[M]","    ATWIKI.JP","13,840","14,359","13,408","13,734","12,729","13,273","13,879","13,793","14,016","13,167","11,853","11,452","10,842","10,039","8,795"
"434","[P]","    LIVESCORE.COM","8,025","8,538","9,092","7,985","5,878","4,539","7,432","8,537","8,762","8,743","8,240","8,021","7,792","8,521","8,732"
"435","[P]","    Groupe Spir Communication","9,034","9,443","9,154","8,714","8,518","9,252","8,746","8,631","8,431","7,817","7,504","8,548","8,449","8,534","8,704"
"436","[P]","    Kohls Corporation","9,221","11,148","9,407","9,220","9,748","9,656","10,782","10,101","11,376","16,855","18,346","9,963","9,108","9,866","8,649"
"437","[P]","    Societe Generale","7,666","7,947","8,039","8,717","8,591","8,570","7,190","9,334","9,698","9,273","8,815","8,990","7,751","8,180","8,628"
"438","[P]","    Groupe Auchan","8,382","9,325","9,027","8,588","8,696","10,017","9,391","9,669","10,006","11,864","13,061","11,337","9,245","8,966","8,606"
"439","[P]","    freenet AG","8,754","9,591","9,213","8,443","8,376","9,925","10,021","9,337","10,156","8,504","8,402","9,272","8,385","8,259","8,594"
"440","[P](U)","    MANTA.COM","16,363","16,481","16,580","14,582","12,921","13,327","13,632","12,112","11,609","9,958","9,573","11,078","10,122","11,315","8,542"
"441","[M]","    Groupe PriceMinister","9,300","9,571","8,979","8,895","8,720","10,323","9,812","9,371","9,747","10,171","10,771","9,879","9,148","8,885","8,529"
"442","[P](u)","    NHL Network","4,667","8,748","8,966","9,711","7,678","4,856","3,463","6,144","8,947","7,842","7,518","7,208","5,295","7,272","8,502"
"443","[P]","    Home Retail Group","8,808","10,274","9,858","10,103","10,215","11,114","10,618","10,163","11,192","12,929","13,252","10,668","8,439","8,715","8,490"
"444","[M]","    NHS.UK","8,314","8,893","9,033","8,980","9,100","9,304","9,091","8,670","9,659","9,379","7,757","9,439","9,173","9,513","8,430"
"445","[P]","    Avon Products Inc.","7,968","8,545","8,090","8,171","8,241","7,582","7,895","8,593","8,998","9,939","10,067","8,203","7,771","8,008","8,423"
"446","[P](U)","    Healthline","4,068","4,424","3,616","3,520","3,899","4,550","8,356","6,162","7,434","7,934","8,472","8,075","7,989","8,467","8,417"
"447","[P]","    Barclays Bank","7,445","8,636","8,779","8,463","9,031","8,563","8,593","8,695","9,173","8,873","8,614","8,653","8,280","8,690","8,400"
"448","[P]","    PalTalk","5,672","6,365","6,001","6,161","5,911","5,676","5,500","5,612","5,510","5,460","6,547","8,056","8,675","9,687","8,374"
"449","[P]","    Costco Wholesale Corporation","7,942","9,573","8,932","9,497","9,392","10,138","9,643","9,125","9,126","10,914","11,445","8,637","7,738","8,595","8,372"
"450","[P]","    KDDI Corporation","10,560","12,016","10,654","10,889","11,001","11,226","10,780","10,809","10,211","9,290","9,631","9,367","8,946","9,883","8,368"
"451","[P]","    Yomiuri Group","10,349","10,848","10,734","10,393","10,715","11,875","11,296","10,333","10,551","9,217","9,100","10,295","8,998","9,418","8,348"
"452","[P]","    KOOORA.COM","7,852","8,717","8,302","7,911","7,978","6,640","7,598","7,912","7,905","8,083","7,842","7,999","7,754","8,525","8,309"
"453","[P](u)","    Cite Media Holding Group","7,329","8,830","11,053","11,463","10,802","11,042","10,793","10,632","10,237","10,403","9,885","8,516","8,029","9,526","8,290"
"454","[P]","    Twenga","7,419","8,116","8,139","7,475","6,888","8,607","9,659","9,676","8,590","9,350","8,058","8,541","7,388","8,114","8,267"
"455","[P]","    Coupons, Inc.","6,655","7,981","7,433","7,678","9,241","14,883","9,877","13,672","9,609","11,398","10,808","9,717","9,469","9,368","8,261"
"456","[P]","    Mainichi Shimbun","8,237","9,060","8,427","8,418","8,482","8,553","8,281","8,910","8,913","8,494","7,713","8,121","7,877","7,903","8,208"
"457","[P]","    BMW AG","7,156","9,187","10,073","9,183","9,879","9,832","10,931","14,327","10,661","11,073","10,927","8,292","8,089","9,744","8,207"
"458","[P]","    Department of Commerce","10,367","10,326","10,127","9,964","9,711","9,292","8,798","9,095","9,343","8,425","8,562","9,673","9,589","8,934","8,158"
"459","[P]","    Discover Financial Services","6,644","7,639","7,730","7,427","7,469","7,149","7,070","7,224","7,126","7,672","8,252","7,852","7,090","8,070","8,143"
"460","[P]","    Hispavista Sites","11,949","13,320","13,066","12,307","11,662","11,394","13,453","13,193","12,882","11,952","10,114","10,059","9,334","10,038","8,065"
"461","[P]","    CA.GOV","8,339","8,854","8,971","8,325","7,819","8,331","8,584","8,072","8,055","7,408","7,101","8,171","7,729","8,532","8,060"
"462","[P]","    Virgin Group","9,505","10,223","10,392","10,257","9,614","10,029","9,956","9,268","9,112","8,909","8,170","10,008","7,751","8,380","8,012"
"463","[M]","    ARMORGAMES.COM (w/ history)","11,054","11,959","11,059","11,790","11,684","12,941","12,171","9,869","9,528","10,474","10,755","9,708","8,973","9,095","7,963"
"464","[P]","    British Telecommunications","6,495","7,371","6,378","7,635","7,108","7,462","9,110","7,388","8,362","8,406","8,588","9,368","8,510","8,051","7,921"
"465","[P]","    Nintendo Co.","8,498","11,258","9,367","8,835","11,315","10,308","10,720","10,635","14,292","12,905","13,431","9,644","7,887","7,236","7,880"
"466","[P]","    IncrediMail Ltd","38,818","34,374","31,165","21,594","19,722","17,167","14,801","24,274","19,581","11,919","9,608","9,518","7,477","6,920","7,866"
"467","[P](U)","    LEGACY.COM*","11,023","11,678","10,881","11,092","9,485","9,205","9,507","9,635","9,868","9,035","8,815","9,665","8,825","9,076","7,807"
"468","[P]","    InnoGames GmbH","10,106","11,102","11,875","9,577","8,997","8,456","9,697","8,801","7,601","6,864","8,443","6,737","7,337","6,947","7,803"
"469","[P]","    CANALBLOG.COM*","6,916","7,561","6,900","7,167","6,422","7,909","6,914","7,871","8,056","7,965","8,147","8,069","8,063","7,918","7,772"
"470","[P]","    EUROPA.EU","7,111","7,440","7,351","7,595","6,729","6,361","6,073","7,755","9,167","8,425","6,941","8,349","7,878","8,800","7,768"
"471","[P]","    METEOFRANCE.COM","6,523","7,541","7,200","8,381","8,245","8,348","7,838","7,779","6,802","6,475","5,172","5,570","6,686","6,077","7,732"
"472","[P]","    Air France-KLM Group","5,744","6,244","6,373","6,314","6,773","6,552","6,453","7,609","8,775","6,498","6,765","7,297","6,704","7,107","7,717"
"473","[P]","    TD Bank Financial Group","8,353","8,476","8,657","8,380","8,106","8,389","8,156","8,042","8,250","7,623","7,923","8,019","7,254","7,723","7,663"
"474","[P]","    VistaPrint Sites","11,169","11,628","10,899","10,825","9,819","12,072","10,038","9,795","9,676","11,008","12,496","9,731","8,287","8,563","7,628"
"475","[P](u)","    Yellow Pages Group","8,745","9,773","9,309","9,493","9,413","9,730","9,336","8,236","8,211","7,693","7,667","8,021","7,180","7,570","7,626"
"476","[P](u)","    Dogan Online","7,899","8,105","7,814","7,900","7,561","6,791","6,371","6,314","6,849","6,962","7,679","8,197","8,057","8,707","7,567"
"477","[P](u)","    Rogers Digital Media","8,665","8,870","8,948","8,548","7,695","7,714","7,841","8,000","8,175","8,445","7,959","8,208","7,390","7,893","7,560"
"478","[P]","    Impress Group","8,955","9,699","8,724","9,083","8,382","8,619","8,905","9,078","8,935","8,239","8,778","8,268","7,501","8,056","7,557"
"479","[P]","    Ubisoft Entertainment","8,230","12,381","10,291","7,194","8,627","10,960","14,270","12,616","12,429","11,183","9,862","7,571","6,659","7,184","7,555"
"480","[P]","    DEPOSITFILES.COM","35,535","25,501","21,566","20,203","16,181","12,755","13,766","12,252","11,793","10,487","10,113","10,048","8,582","8,488","7,546"
"481","[M](u)","    UNIVISION.COM*","8,247","9,469","9,928","9,277","8,714","9,017","9,205","7,698","8,214","8,273","8,052","8,636","7,471","7,708","7,520"
"482","[P](U)","    Interactive One (w/ history)","6,321","6,312","6,082","7,369","7,496","9,258","8,883","7,610","8,108","8,175","8,047","9,085","8,857","7,084","7,510"
"483","[P]","    Citrix Systems, Inc.","7,430","8,187","7,400","7,403","7,084","6,068","6,440","6,991","7,804","7,755","6,430","7,247","7,255","7,519","7,505"
"484","[M]","    DANTRI.COM.VN","6,831","8,031","8,215","8,122","7,998","7,719","8,541","8,493","8,510","8,148","7,902","7,782","7,137","7,923","7,503"
"485","[P]","    NERO.COM","5,572","7,302","6,119","7,703","7,382","7,377","7,391","7,812","7,667","7,425","7,547","7,727","6,406","8,044","7,494"
"486","[P]","    Nikkei","8,568","8,565","8,016","8,625","8,208","8,404","7,563","8,633","7,796","7,290","7,703","8,490","7,236","7,857","7,461"
"487","[P]","    Portugal Telecom","7,863","9,181","10,012","9,527","8,415","7,869","8,016","8,257","9,869","8,725","7,342","7,323","7,406","8,129","7,437"
"488","[P](U)","    World Wrestling Entertainment (WWE)","5,645","5,863","7,825","5,477","5,410","5,769","5,966","5,013","5,593","5,194","5,527","5,746","5,417","5,426","7,411"
"489","[M](U)","    TOPIX.COM (w/ history)","11,318","11,589","11,243","11,297","10,143","11,583","10,907","9,410","9,575","8,906","8,424","9,046","7,871","7,970","7,402"
"490","[C](U)","    WUNDERGROUND.COM","11,004","10,999","10,680","10,741","10,484","10,414","9,320","8,990","8,818","8,763","9,941","10,908","9,476","8,338","7,354"
"491","[P](U)","    Nextag.com Sites","16,616","16,839","14,834","13,609","12,046","11,965","12,144","11,842","13,409","15,333","15,178","11,256","7,388","7,572","7,331"
"492","[P]","    CQVIP.COM","2,754","4,986","7,677","8,223","7,019","6,504","5,677","5,597","5,743","6,383","5,966","4,111","4,262","7,109","7,330"
"493","[P]","    SENDSPACE.COM","11,414","13,566","11,762","12,143","11,741","12,080","11,597","9,659","9,841","9,652","9,569","9,486","8,578","8,063","7,296"
"494","[P]","    Match.com Sites","8,412","8,170","8,246","8,333","8,435","9,081","8,419","8,263","7,540","7,137","6,912","7,544","6,876","6,830","7,259"
"495","[P]","    ED.GOV","8,467","8,676","8,629","7,469","6,299","7,008","7,118","4,829","4,062","4,689","4,383","7,422","7,219","6,986","7,194"
"496","[P](u)","    Bauer Consumer Media","7,831","9,730","8,877","7,877","7,266","7,281","6,672","6,091","6,988","6,536","6,968","7,890","6,896","8,164","7,161"
"497","[P](u)","    E.W. Scripps","9,936","9,931","8,547","9,997","8,318","10,175","9,009","8,586","9,405","8,885","8,309","10,202","8,162","7,862","7,157"
"498","[M]","    OVERSTOCK.COM","10,199","9,923","9,319","8,626","9,283","9,203","9,295","8,577","8,997","12,254","12,418","9,138","7,954","7,739","7,141"
"499","[M]","    BIGMIR.NET (w/ history)","5,598","6,753","5,852","5,605","4,944","4,817","5,227","5,283","5,746","5,283","5,851","5,972","6,827","7,067","7,139"
"500","[P]","    Bigpoint","12,390","14,875","11,577","10,353","9,010","7,909","7,817","6,717","5,066","5,134","5,308","4,970","5,745","5,873","7,096"
"501","[M](u)","    BLOGCU.COM","7,663","8,445","8,115","7,500","6,078","6,257","5,601","6,253","7,235","7,287","8,040","6,979","5,835","6,693","7,088"
"502","[P]","    EasyGroup","6,309","6,798","7,010","6,794","6,904","7,418","7,233","7,227","7,390","6,158","5,540","8,396","6,994","7,132","7,062"
"503","[P]","    Barnes & Noble","8,560","9,370","8,227","9,046","8,348","9,672","11,057","9,352","8,560","9,202","10,718","9,632","7,920","7,208","7,030"
"504","[P]","    CRSKY.COM","4,305","5,567","7,241","7,817","6,143","6,312","6,146","5,406","4,980","5,286","5,433","4,946","4,551","7,247","7,023"
"505","[P]","    Arcandor AG","6,229","7,798","7,398","7,576","7,174","8,149","7,989","8,528","8,564","9,351","7,911","7,850","7,655","7,602","7,019"
"506","[P](u)","    YAM.COM","8,218","8,962","8,108","7,906","7,937","7,809","7,842","8,080","8,826","8,657","9,066","8,542","7,979","7,166","7,018"
"507","[P]","    Virgin Media","7,344","8,620","8,024","7,935","7,412","8,224","7,387","6,824","6,883","7,504","7,342","7,497","6,678","6,705","6,994"
"508","[P]","    Spiegel Verlag","8,783","9,128","8,633","8,796","8,664","7,873","7,837","8,574","7,699","7,204","7,629","8,245","7,346","8,138","6,954"
"509","[P]","    114LA.COM","3,768","4,660","6,568","6,703","6,604","8,322","8,696","8,561","9,965","9,023","9,126","8,335","5,364","7,394","6,935"
"510","[P]","    Take 2 Interactive","5,954","6,928","7,322","7,721","7,181","9,393","10,062","15,004","17,522","11,069","10,129","9,798","7,426","7,811","6,932"
"511","[M](U)","    ABC.COM","9,355","9,875","8,053","8,312","5,792","5,427","5,006","7,969","8,974","8,253","6,560","8,124","6,051","9,894","6,895"
