"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: May 2011 - July 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 8/20/2012","","","","","",""

"","","","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012"
"341","[P]","    LOWES.COM","10,404","10,280","10,397","10,090","10,086","10,414","11,565","10,426","9,771","10,015","11,494","12,055","13,063","12,364","11,756"
"342","[P](u)","    Naukri","7,318","7,581","9,154","8,111","8,269","7,777","8,797","8,414","8,898","8,754","9,431","9,822","11,118","11,700","11,752"
"343","[P]","    UUU9.COM","4,587","5,085","5,930","5,725","4,971","5,920","5,212","6,273","6,911","6,594","7,124","6,684","5,458","6,029","11,735"
"344","[P](U)","    HealthGrades","11,600","11,121","11,006","13,666","11,290","10,550","9,779","9,916","11,839","11,907","12,533","11,705","13,009","12,052","11,729"
"345","[P]","    Canon Inc.","7,670","8,831","8,165","9,471","10,464","11,719","12,386","15,752","10,564","10,090","11,531","12,871","11,442","13,096","11,688"
"346","[P]","    Nintendo Co.","7,797","9,644","10,205","9,929","9,290","11,030","14,045","14,792","11,050","11,306","11,855","11,501","10,009","11,720","11,673"
"347","[P](u)","    National Geographic Sites","14,925","12,820","10,498","11,558","13,464","14,815","14,650","13,976","15,717","15,830","17,137","15,748","15,640","12,211","11,667"
"348","[P]","    SENDSPACE.COM","8,286","8,156","8,471","8,259","8,714","8,850","8,542","8,108","9,058","10,532","11,405","11,504","11,523","11,356","11,650"
"349","[P]","    Grupo Santander","9,400","9,020","9,843","10,176","10,483","11,864","10,851","11,650","11,501","10,816","11,979","11,277","11,879","11,475","11,636"
"350","[P](u)","    Postmedia Network","12,730","14,007","11,421","11,590","12,016","12,103","12,006","12,944","13,782","12,921","13,252","12,424","12,353","13,081","11,618"
"351","[P]","    Verlagsgruppe Georg von Holtzbrinck","22,899","21,280","19,380","19,862","21,416","22,634","22,381","20,480","21,753","21,486","21,552","20,637","21,265","18,441","11,519"
"352","[P]","    DUOTE.COM","5,931","6,295","7,120","8,032","7,842","9,712","10,455","11,257","9,140","11,662","12,140","9,982","8,323","8,974","11,504"
"353","[P]","    Infospace Network","11,536","9,920","12,031","11,001","10,627","11,494","10,765","8,981","9,370","8,877","11,048","10,186","8,717","9,962","11,475"
"354","[P](U)","    Ziff Davis","8,853","8,996","8,543","9,615","9,836","11,169","11,718","11,210","10,438","10,512","11,143","10,232","9,972","11,121","11,400"
"355","[P](u)","    XE.COM","7,877","7,453","7,657","8,384","8,834","8,456","8,404","8,425","9,111","8,485","8,528","7,732","9,113","11,590","11,397"
"356","[P]","    Mainichi Shimbun","10,195","9,058","11,688","12,074","12,645","12,238","12,267","12,379","11,659","10,690","12,058","11,374","12,155","11,688","11,351"
"357","[P]","    Internet Initiative Japan","8,832","8,482","9,266","10,372","9,938","10,644","10,333","9,663","10,553","9,887","10,524","10,082","10,624","11,088","11,279"
"358","[P]","    JCPenney Sites","10,455","11,199","12,467","12,950","13,077","14,693","20,113","18,907","13,147","13,322","12,873","10,823","11,252","10,469","11,249"
"359","[P]","    Honda","9,007","9,396","9,615","9,652","10,611","11,719","9,786","9,686","11,030","12,248","12,528","11,670","12,265","11,921","11,217"
"360","[P]","    Groupe Amaury","10,345","9,145","9,791","9,696","10,546","10,934","10,777","10,903","12,841","11,273","11,419","11,470","12,751","12,341","11,173"
"361","[P]","    Cisco Systems, Inc.","7,330","8,364","7,766","8,006","9,140","10,121","9,556","9,590","10,309","10,445","10,551","10,193","10,652","11,303","11,157"
"362","[P](U)","    24H.COM.VN","5,821","6,394","6,730","6,812","9,609","9,956","10,105","10,246","10,798","10,926","12,183","11,373","10,737","12,175","11,111"
"363","[P]","    FILEHIPPO.COM","8,262","8,906","8,473","8,904","9,369","11,433","9,675","10,336","10,900","9,974","10,530","9,489","11,362","10,522","11,109"
"364","[P]","    Impress Group","8,488","8,943","10,373","10,237","11,592","12,579","11,526","11,383","12,097","11,091","12,144","10,752","12,189","11,080","11,099"
"365","[P]","    Sanoma Group","11,662","13,208","11,192","11,049","10,612","10,951","11,173","11,398","11,069","11,421","11,583","11,477","11,572","11,297","11,082"
"366","[P]","    Zazzle","7,511","7,318","7,436","7,293","7,602","9,390","9,840","11,523","9,831","10,523","10,407","10,335","11,271","10,301","11,040"
"367","[P]","    NHK Group","7,775","7,206","8,403","9,506","10,512","9,611","9,671","10,312","9,992","8,858","8,737","9,762","9,852","10,769","11,007"
"368","[P]","    Groupe Casino","12,092","12,265","11,428","12,409","11,440","12,476","13,798","15,462","15,740","12,760","12,479","12,040","10,681","9,790","10,991"
"369","[P]","    Oracle Corporation","12,481","12,351","10,471","11,429","13,909","15,908","15,129","13,400","13,785","13,766","12,751","12,098","13,301","11,751","10,964"
"370","[P]","    PriceGrabber","8,679","8,681","8,937","9,800","9,077","10,558","11,002","10,750","10,746","9,783","8,905","9,758","10,108","9,294","10,913"
"371","[P]","    LVMH Sites","9,940","9,797","10,102","9,678","10,720","11,834","12,303","14,719","12,153","10,814","12,749","12,232","12,857","11,951","10,896"
"372","[P]","    Sprint Nextel Corporation","12,395","14,410","13,428","12,199","11,186","14,222","13,052","14,847","12,060","11,673","13,140","9,836","11,138","14,670","10,888"
"373","[P]","    TGBUS.COM","5,037","5,102","6,091","6,096","6,095","7,277","6,949","7,327","10,553","11,620","11,263","9,676","9,675","9,935","10,878"
"374","[P]","    Staples.com Sites","7,421","7,844","9,140","11,120","9,283","9,337","11,759","11,193","11,010","9,908","9,187","8,705","9,422","9,041","10,861"
"375","[P]","    The Royal Bank Of Scotland","10,588","9,854","9,637","10,196","10,188","11,063","10,131","10,386","10,254","10,433","10,819","10,419","10,549","11,222","10,857"
"376","[P]","    ARD Sites","12,799","11,695","11,732","12,026","12,613","12,882","12,386","11,841","12,832","11,069","10,445","10,008","10,960","11,856","10,832"
"377","[P]","    WIKIMAPIA.ORG","12,665","12,818","12,757","12,324","12,833","10,641","8,531","10,021","11,220","9,985","11,197","10,941","11,988","11,102","10,828"
"378","[P]","    Vuze Sites","10,923","10,958","11,484","11,043","10,804","11,319","10,863","10,997","11,462","11,624","11,442","11,182","11,305","10,940","10,795"
"379","[P]","    World of Warcraft (App)","9,755","10,149","11,312","10,325","10,279","10,870","10,864","11,322","11,483","10,498","11,535","12,115","11,022","10,566","10,742"
"380","[P]","    News International","10,933","10,900","10,136","11,113","9,656","10,368","9,842","9,223","10,492","10,155","10,090","10,178","10,803","11,393","10,670"
"381","[P](U)","    CollegeHumor Media","9,784","9,366","8,348","8,430","8,693","9,220","8,835","9,921","8,270","8,687","10,377","9,973","10,925","9,519","10,627"
"382","[P]","    Sankei Shimbun","11,294","10,490","10,404","11,158","11,618","11,075","10,507","9,728","9,545","8,943","9,755","9,258","9,644","9,748","10,597"
"383","[P]","    Southwest Airlines Co.","8,797","9,661","9,849","8,677","8,483","8,985","9,196","7,798","8,599","9,391","10,980","8,615","9,096","9,730","10,501"
"384","[P]","    RAPIDLIBRARY.COM","3,228","3,479","3,591","3,595","3,805","4,502","5,219","6,870","9,252","11,639","10,622","12,638","14,838","13,043","10,491"
"385","[P]","    Nestle","9,301","9,428","8,483","9,226","9,302","9,994","10,675","10,707","8,225","8,405","8,519","9,211","10,307","10,298","10,425"
"386","[P]","    Asahi Shimbun","10,156","9,006","11,890","11,567","12,620","12,499","12,589","10,629","9,931","8,450","9,232","9,976","9,000","9,514","10,418"
"387","[P]","    Kohls Corporation","7,566","7,720","8,282","9,627","9,824","10,201","16,628","15,999","9,177","9,440","9,901","9,526","9,372","9,169","10,376"
"388","[P]","    Lloyds Banking Group plc","9,495","9,406","9,658","9,368","9,417","10,051","9,757","9,904","10,051","9,668","10,000","10,213","10,050","10,006","10,370"
"389","[P]","    Gap, Inc.","7,488","8,657","8,642","10,378","9,807","10,235","14,200","12,822","9,135","9,403","10,060","9,305","10,328","10,164","10,358"
"390","[P]","    Fairfax Media","10,688","10,153","9,626","9,886","9,942","10,613","9,739","9,108","10,498","10,185","10,655","10,306","10,959","10,390","10,346"
"391","[P]","    freenet AG","9,973","10,172","9,571","12,637","12,808","12,366","11,341","11,000","13,507","12,503","12,156","11,226","11,348","10,385","10,330"
"392","[P]","    Kingfisher","13,433","13,613","13,970","13,635","14,598","15,365","18,653","19,070","17,424","9,335","10,076","9,978","10,625","9,335","10,306"
"393","[P]","    Experian Interactive","13,747","13,622","13,862","14,040","14,819","15,663","13,079","12,609","18,165","11,972","11,917","11,464","10,426","9,410","10,243"
"394","[P](U)","    Source Interlink Companies","11,991","11,439","11,269","11,393","11,058","10,420","9,650","9,577","11,303","11,248","11,795","11,699","11,593","10,369","10,214"
"395","[P]","    Lojas Americanas","9,901","9,412","9,529","9,556","9,574","10,219","10,635","11,297","10,846","9,474","10,232","9,900","10,472","9,781","10,177"
"396","[P]","    QIDIAN.COM","8,432","9,913","9,994","9,704","8,643","10,275","9,552","9,769","10,844","11,158","10,579","9,459","10,338","8,888","10,157"
"397","[P](U)","    Ancestry.com, Inc.","7,182","7,469","7,743","7,730","8,353","8,206","7,939","7,663","8,367","8,096","7,872","8,228","8,643","10,425","10,137"
"398","[P]","    Ryanair","8,858","9,212","9,603","9,403","8,544","8,164","7,669","6,616","8,911","7,999","8,700","9,271","9,296","9,968","10,133"
"399","[P](u)","    Dogan Online","8,473","8,248","7,993","8,745","9,070","10,250","10,108","10,336","9,912","9,150","9,232","10,078","10,795","9,906","10,091"
"400","[P](u)","    NFL Internet Group","8,305","6,884","11,771","22,738","30,393","29,048","29,145","28,927","27,955","15,864","12,157","14,510","9,700","8,293","10,069"
"401","[P]","    Toysrus Sites","8,045","8,658","9,961","9,817","10,966","13,633","23,373","23,975","10,573","9,049","9,720","9,383","9,081","9,158","10,031"
"402","[P]","    Nexon Corporation","6,345","6,260","8,581","9,240","8,558","8,570","8,932","10,250","9,481","8,186","9,482","8,253","8,154","7,984","10,030"
"403","[P]","    Acer Inc.","11,027","11,035","11,132","11,941","11,308","12,711","12,158","12,514","11,846","10,589","10,948","10,314","9,954","8,845","10,028"
"404","[P]","    Yellow Pages Group","11,151","11,142","11,360","10,481","10,891","10,990","11,016","9,738","9,466","9,014","9,524","9,646","10,129","9,704","10,022"
"405","[P]","    Department of Commerce","9,685","8,998","8,533","12,899","10,443","9,448","8,949","8,273","10,019","10,018","10,295","10,060","9,510","9,971","10,018"
"406","[P]","    France Televisions Interactive","8,448","8,054","8,087","7,520","8,753","9,032","8,906","8,901","9,851","10,698","9,595","10,664","10,602","10,292","9,981"
"407","[P]","    Home Retail Group","8,292","8,493","8,986","9,339","9,174","10,264","11,801","13,037","10,104","8,515","8,858","8,913","9,432","9,279","9,962"
"408","[P]","    VEOH.COM","12,764","12,452","13,543","13,526","12,887","13,275","11,994","11,757","11,814","11,609","12,062","10,352","10,003","10,294","9,924"
"409","[P]","    51.COM","8,493","8,851","11,976","15,772","8,560","8,278","8,468","10,719","8,016","8,237","8,447","4,426","4,737","5,533","9,918"
"410","[P]","    Match.com Sites","6,736","6,320","7,446","6,753","6,851","7,286","6,835","9,398","11,483","10,781","10,469","10,034","9,572","9,710","9,909"
"411","[P](U)","    E.W. Scripps","6,639","8,118","8,359","9,102","8,344","8,098","8,165","7,923","8,653","8,591","9,141","8,756","9,995","10,113","9,864"
"412","[P](u)","    News Interactive Pty Limited","9,067","8,199","7,523","6,993","6,744","7,261","6,186","5,954","7,599","7,724","10,219","10,136","10,422","9,692","9,861"
"413","[P]","    Sparkassen-Finanzgruppe","8,237","7,830","8,251","8,310","8,337","8,781","9,008","8,632","9,018","8,546","9,132","9,097","9,344","9,398","9,839"
"414","[P]","    VistaPrint Sites","9,116","9,242","9,155","9,531","10,325","11,319","13,109","13,519","11,812","10,770","10,633","10,107","10,620","10,005","9,808"
"415","[P]","    HC International Inc.","6,393","4,901","5,643","5,911","7,051","7,232","8,641","8,359","9,815","9,978","11,146","8,300","8,121","7,473","9,657"
"416","[P](U)","    CBC-Radio Canada Sites","11,472","10,992","9,104","10,153","10,782","10,906","10,393","9,843","11,197","11,109","11,414","10,410","10,252","10,933","9,653"
"417","[P]","    2SHARED.COM","5,102","4,944","5,110","5,188","5,659","6,172","6,083","6,593","7,450","7,451","8,034","9,494","10,462","9,630","9,642"
"418","[P]","    Travian Games","11,387","11,904","10,846","7,049","7,992","8,687","7,676","17,089","10,434","6,318","5,978","6,226","5,622","6,311","9,635"
"419","[P]","    Big Lead Sports By FSV","26,910","26,707","27,624","29,981","31,063","31,496","28,966","27,174","29,463","8,976","9,922","9,809","9,834","8,683","9,564"
"420","[P](u)","    Grupo Televisa","9,138","8,244","8,266","8,688","8,824","9,614","8,914","7,910","8,952","8,233","9,605","8,608","9,688","10,077","9,555"
"421","[P]","    Vector Inc.","8,441","7,892","8,941","10,847","10,478","10,469","11,522","10,215","11,436","11,021","10,591","9,691","10,329","10,247","9,457"
"422","[P]","    Chinabyte Technology Co.","6,331","8,587","9,839","8,811","9,647","10,285","10,966","11,609","10,739","12,180","11,495","9,939","7,399","7,687","9,421"
"423","[P]","    Groupe Spir Communication","10,091","9,339","9,127","9,378","9,344","9,803","9,825","8,974","10,214","9,715","10,388","9,810","10,126","8,868","9,414"
"424","[P]","    Intelius","11,197","10,920","11,263","11,611","11,807","11,095","10,371","10,846","11,487","11,030","11,039","9,579","10,338","9,730","9,411"
"425","[P]","    CRI Online Sites","4,862","5,184","5,588","5,590","5,798","6,359","6,802","7,238","7,827","8,167","9,505","7,810","8,986","8,051","9,409"
"426","[P]","    CITY-DATA.COM","7,078","7,051","7,134","7,219","7,049","7,469","6,673","6,886","8,046","7,836","8,266","8,307","8,764","8,936","9,407"
"427","[P]","    Coca-Cola Company","7,648","6,736","8,327","8,456","8,452","9,174","8,968","11,900","6,974","7,064","8,222","8,139","10,131","10,982","9,378"
"428","[P]","    Yomiuri Group","8,564","8,058","8,226","8,949","8,681","9,039","8,053","8,478","8,864","7,934","8,239","8,124","8,980","8,964","9,318"
"429","[P](U)","    The Weather Network Meteomedia","9,920","9,977","10,182","10,423","9,303","8,462","8,474","8,465","10,479","9,263","9,883","8,900","9,581","10,445","9,295"
"430","[P](u)","    Reader's Digest Digital Network","24,198","23,747","25,644","26,548","27,905","31,026","34,443","38,488","31,247","29,816","29,779","7,814","8,611","8,006","9,281"
"431","[P]","    Barnes & Noble","7,196","7,622","9,216","10,757","9,013","8,712","11,461","15,183","13,129","10,892","10,823","10,518","11,205","9,749","9,280"
"432","[P]","    TIMEANDDATE.COM","7,628","7,759","7,538","8,425","8,385","9,913","9,472","8,765","9,842","8,418","9,926","8,674","9,711","9,286","9,272"
"433","[P]","    Roularta Media Group","9,109","8,952","7,511","7,113","8,053","8,870","8,681","8,188","9,913","8,921","10,057","9,833","11,430","11,725","9,244"
"434","[P]","    InnoGames GmbH","10,598","8,140","8,472","7,951","8,587","8,443","7,846","7,520","8,573","8,869","8,048","7,536","6,957","7,011","9,186"
"435","[P]","    Limitedbrands","8,712","9,525","8,654","8,498","8,688","9,176","13,476","15,200","11,969","9,969","9,464","8,892","9,326","10,300","9,175"
"436","[P]","    BMW AG","8,052","8,223","7,292","7,666","9,161","10,924","10,568","10,129","8,415","10,291","10,871","9,428","10,000","10,172","9,169"
"437","[P]","    Berkshire Hathaway Inc.","7,826","7,472","8,727","8,929","8,356","8,833","9,330","8,820","9,501","8,605","8,272","8,291","8,494","8,118","9,166"
"438","[P]","    METEOFRANCE.COM","7,242","8,184","8,260","8,383","6,883","5,860","5,731","6,101","6,326","9,026","5,858","7,675","9,000","8,731","9,143"
"439","[P]","    51JOB.COM","7,427","6,970","7,726","7,498","7,250","8,191","9,298","8,012","6,567","14,349","12,700","8,859","9,426","8,706","9,134"
"440","[P]","    Hyundai Kia Automotive Group","8,934","8,659","8,860","9,062","11,167","11,962","10,418","10,314","11,446","10,663","11,301","10,583","10,666","9,655","9,085"
"441","[P]","    Virgin Group","11,506","10,976","11,680","11,891","11,628","11,798","11,978","11,845","13,431","12,175","13,002","11,304","8,637","9,508","9,075"
"442","[P](u)","    ROGERS","9,700","9,496","9,064","10,356","10,078","10,701","10,686","10,705","10,578","10,997","11,081","10,827","10,205","9,552","9,073"
"443","[P]","    Tesco Stores","7,827","6,790","7,156","7,771","7,985","8,944","11,013","10,710","8,465","7,756","8,098","9,015","9,679","9,117","9,037"
"444","[P](U)","    YAM.COM","5,686","5,968","6,103","5,978","6,457","7,109","6,836","6,574","6,819","6,390","7,254","9,006","9,597","9,391","8,991"
"445","[P]","    DIRECT.GOV.UK","7,669","7,545","7,799","9,080","8,304","9,094","8,514","6,637","9,501","8,979","9,131","8,390","8,967","8,708","8,965"
"446","[P]","    NIKKEI","8,489","7,903","7,736","7,551","9,433","9,518","8,556","8,440","8,992","8,547","8,853","8,329","9,298","8,495","8,928"
"447","[P]","    DEEZER.COM","8,494","8,172","7,861","9,914","10,218","11,650","10,120","9,907","8,964","8,434","8,561","8,614","9,152","8,943","8,887"
"448","[P]","    Softissimo","8,523","7,433","6,343","7,207","9,632","11,038","10,886","10,215","11,505","11,328","11,707","10,987","11,739","10,158","8,837"
"449","[P](u)","    Lee Enterprises, Incorporated","4,752","4,745","6,156","6,182","6,799","7,627","7,410","7,080","7,520","8,868","9,906","7,684","7,561","7,885","8,808"
"450","[P](u)","    Batanga","7,459","7,008","7,089","7,785","7,261","7,862","8,690","8,543","8,794","8,244","8,387","8,224","8,812","5,671","8,751"
"451","[P]","    Barclays Bank","7,624","7,769","7,873","7,955","7,830","8,632","9,138","8,473","9,409","9,982","10,180","8,462","8,422","8,460","8,728"
"452","[P](u)","    Live Nation Network","6,550","7,739","7,763","7,481","6,144","6,599","7,346","6,545","7,309","8,970","10,518","9,636","9,114","9,071","8,726"
"453","[P]","    Le Monde Sites","10,336","8,220","8,540","8,040","8,966","10,753","10,624","10,109","10,966","8,753","10,231","9,316","11,320","10,597","8,720"
"454","[P](u)","    Hollywood.com Sites","10,450","9,229","10,931","9,494","9,635","8,984","10,321","10,676","8,708","8,913","8,665","7,508","7,418","7,597","8,714"
"455","[P]","    Maeil Business Newspaper","10,517","9,945","10,632","11,280","11,749","12,478","12,000","12,259","11,833","10,009","8,598","8,643","8,717","7,883","8,701"
"456","[P]","    Jabbar Internet Group","8,779","7,882","7,918","7,180","7,946","9,208","9,857","10,027","9,767","9,017","9,268","9,358","9,623","9,496","8,631"
"457","[P](u)","    Virgin Media","8,929","7,836","7,699","8,002","8,157","8,021","8,536","8,379","9,215","8,000","8,169","8,736","9,705","8,945","8,580"
"458","[P]","    KOOORA.COM","11,260","9,129","9,805","9,963","11,076","11,148","11,529","11,899","12,475","11,471","11,473","11,647","10,482","10,941","8,575"
"459","[P]","    BearShare (App)","12,460","12,133","12,502","12,402","12,583","12,718","11,972","12,562","11,373","10,481","10,222","9,898","9,751","9,070","8,574"
"460","[P](U)","    PBS","11,484","8,027","6,801","8,389","12,304","12,997","12,624","10,813","12,952","13,941","12,975","12,165","12,704","9,302","8,570"
"461","[P]","    Costco Wholesale Corporation","7,121","7,014","7,499","7,973","7,479","7,876","9,808","10,069","8,562","8,154","8,002","8,229","8,461","8,625","8,557"
"462","[P]","    PSA Peugeot Citroën","8,880","8,564","8,145","7,079","9,950","8,763","9,215","7,708","8,344","9,202","10,270","9,681","9,719","10,128","8,533"
"463","[P]","    IKM Internet Kaufmarkt","8,863","8,499","8,177","8,289","7,672","7,985","7,706","6,901","8,178","8,209","7,885","7,299","8,638","8,107","8,521"
"464","[P]","    Domino's Pizza, Inc.","6,682","7,032","7,266","7,113","7,784","8,561","8,326","9,620","8,820","8,951","8,308","8,215","8,359","9,125","8,518"
"465","[P]","    52PK.COM","5,489","7,059","7,414","6,789","7,438","7,302","7,944","7,866","8,552","8,361","7,808","7,742","6,001","6,744","8,516"
"466","[P]","    CANALBLOG.COM*","8,263","7,811","7,083","8,249","8,740","10,199","10,266","9,597","9,386","9,653","9,625","9,555","10,392","9,398","8,449"
"467","[P]","    PIPI.CN","6,597","5,714","5,307","5,294","4,590","4,706","4,932","3,855","4,401","4,173","5,411","5,592","4,288","5,352","8,421"
"468","[P]","    Societe Generale","8,714","9,171","8,792","9,299","9,244","9,531","9,088","9,036","9,473","8,929","8,714","7,975","8,621","8,808","8,398"
"469","[P]","    National Lampoon Humor Network","7,244","7,923","9,796","9,378","7,995","8,325","8,367","11,248","10,218","9,519","9,095","8,347","8,028","7,950","8,339"
"470","[P]","    ZHAOPIN.COM","6,071","5,187","6,535","5,652","7,068","7,283","8,323","6,853","7,062","13,263","12,438","8,348","9,522","7,588","8,333"
"471","[P]","    NERO.COM","6,085","5,085","5,127","5,563","5,754","7,842","7,212","8,794","8,141","7,343","7,591","7,232","7,745","7,348","8,304"
"472","[P]","    PANET.CO.IL","5,310","4,937","5,096","5,902","6,235","5,671","5,500","5,847","6,450","6,269","7,142","7,254","7,254","7,182","8,299"
"473","[P]","    ARCHIVE.ORG","7,508","6,314","6,040","8,000","7,948","7,742","9,133","10,331","11,491","10,531","8,243","7,502","8,583","7,476","8,247"
"474","[P]","    MULTIPLY.COM","9,705","9,544","9,313","9,856","10,204","10,521","10,283","9,288","9,516","8,934","9,186","8,617","8,639","7,987","8,238"
"475","[P]","    Groupe Auchan","7,195","7,321","6,789","7,081","7,003","7,977","10,261","11,483","10,269","9,702","9,688","8,682","7,991","7,587","8,182"
"476","[P]","    XICI.NET","6,378","6,982","6,624","8,261","3,304","4,132","4,214","8,276","9,842","12,069","8,542","7,321","6,749","6,934","8,173"
"477","[P]","    GAMETOP.COM","5,003","7,639","7,028","5,237","4,577","7,540","7,781","8,356","9,575","8,836","9,528","8,707","9,089","7,989","8,172"
"478","[P]","    BNP Paribas","7,130","7,382","7,197","8,098","7,221","7,981","7,822","7,800","8,913","8,125","8,617","8,658","7,932","7,984","8,134"
"479","[P]","    Deutsche Bahn","6,760","7,197","7,813","7,664","7,262","7,678","6,896","7,222","6,887","6,572","6,971","7,265","7,300","7,206","8,108"
"480","[P]","    CENTERBLOG.NET","7,336","7,344","6,670","6,631","7,050","8,293","8,645","9,350","9,244","8,554","8,970","9,435","9,313","8,895","8,045"
"481","[P]","    TD Bank Financial Group","7,328","7,473","8,008","8,403","8,005","8,343","7,899","7,914","8,150","8,075","8,093","8,125","8,088","7,984","8,038"
"482","[P](U)","    TV Guide Online Network","9,798","8,386","8,380","8,977","11,203","9,478","8,748","9,271","9,621","9,159","8,668","8,219","8,725","8,217","8,014"
"483","[P]","    ForumCommunity","7,783","6,952","6,633","7,086","7,520","8,334","7,971","7,432","8,187","8,447","8,700","8,567","8,572","7,954","7,995"
"484","[P]","    KIEV.UA*","6,031","5,798","6,214","6,234","6,926","7,778","8,088","8,409","8,942","9,064","9,789","9,207","9,191","8,705","7,991"
"485","[P]","    PANDORA.TV","9,752","9,479","9,403","9,802","9,629","9,860","9,948","9,911","9,747","9,227","8,964","8,393","8,411","8,303","7,949"
"486","[P]","    KaiserGames GmbH","7,323","8,122","8,410","8,489","7,735","8,173","8,612","8,666","9,060","8,489","8,007","7,591","7,441","8,011","7,942"
"487","[P]","    InterContinental Hotels Group","5,900","6,592","7,084","6,279","6,066","6,301","5,902","5,777","6,263","6,491","7,142","6,558","6,826","7,753","7,912"
"488","[P]","    FrostWire","22,540","20,578","18,778","16,575","15,038","14,238","13,328","12,883","11,956","10,706","10,068","9,159","8,737","8,378","7,876"
"489","[P]","    Twenga","10,643","9,590","7,843","8,023","7,643","8,198","8,097","6,299","5,928","6,479","7,544","7,639","9,005","8,137","7,862"
"490","[P]","    Marriott","6,497","6,853","7,351","6,848","6,881","6,764","6,248","5,770","6,957","7,122","7,485","7,310","7,706","7,544","7,839"
"491","[P]","    DOMAINTOOLS.COM","6,173","6,154","6,311","6,641","7,938","8,465","8,860","8,095","8,502","7,457","7,072","6,497","6,061","6,621","7,779"
"492","[P]","    KPN","7,062","7,139","7,068","7,676","7,031","7,693","7,536","7,288","7,511","7,685","8,626","7,748","8,378","8,258","7,775"
"493","[P]","    INFO.COM*","4,841","5,058","5,554","5,814","6,845","7,657","7,618","7,523","9,901","8,935","9,683","8,996","8,323","8,148","7,762"
"494","[P]","    Hilton Hotels","6,839","7,693","7,721","7,293","6,429","6,603","6,407","6,687","7,957","6,826","6,972","6,647","7,587","7,637","7,760"
"495","[P]","    Telegraaf Media Groep","4,659","4,494","4,429","4,377","4,333","4,476","4,473","6,116","6,301","8,827","8,948","8,821","8,763","8,319","7,753"
"496","[P]","    CA.GOV","6,538","6,698","8,004","8,131","7,398","7,569","7,165","6,681","8,158","8,034","7,960","7,970","7,480","7,643","7,743"
"497","[P](u)","    ED.GOV","7,583","7,657","8,021","8,612","6,573","6,322","5,595","5,726","9,758","9,910","9,420","8,836","8,107","7,499","7,711"
"498","[P]","    Systemax Inc.","5,380","5,897","6,257","6,933","6,754","7,316","8,815","8,928","7,389","7,332","6,687","6,772","7,018","7,125","7,710"
"499","[P]","    Portugal Telecom","7,872","7,884","7,959","8,339","8,235","8,266","7,854","6,893","7,456","9,277","9,976","10,357","10,653","8,939","7,680"
"500","[P]","    CSDN.NET Sites","4,507","5,062","5,252","5,492","6,389","7,548","8,955","10,289","8,473","9,484","7,995","5,871","6,542","6,305","7,676"
"501","[P]","    Korea Economic Daily","9,530","10,109","9,406","10,316","10,330","11,214","9,939","10,798","10,393","8,381","7,533","7,748","8,206","7,969","7,648"
"502","[P](u)","    Aljazeera","9,665","7,077","6,862","9,586","8,652","9,837","14,330","12,949","11,427","9,821","7,586","7,972","7,000","8,258","7,536"
"503","[P]","    Arcandor AG","11,840","14,205","10,593","9,674","9,442","8,963","9,392","9,204","8,959","7,774","8,242","8,102","8,060","7,000","7,525"
"504","[P]","    2CH.NET","5,936","5,657","6,248","7,723","7,333","7,919","7,536","7,205","7,696","7,699","8,032","7,269","7,245","7,161","7,489"
"505","[P]","    Unilever","6,869","7,723","6,543","5,955","6,867","6,272","5,949","5,598","5,068","5,898","5,745","6,520","6,388","7,725","7,488"
"506","[P]","    M5ZN.COM","10,778","10,320","9,391","10,242","9,618","9,754","9,713","10,141","10,184","9,476","8,143","9,025","9,557","8,419","7,467"
"507","[P]","    SONGS.PK","6,802","7,257","7,083","6,654","7,643","7,035","7,208","6,678","6,891","7,089","6,877","7,747","7,146","7,339","7,454"
"508","[P]","    WebMediaBrands Inc.","8,210","6,539","6,328","6,157","7,027","8,492","8,370","7,386","8,130","8,293","8,562","8,069","8,272","7,477","7,417"
"509","[P]","    EasyGroup","7,741","7,398","7,772","7,132","7,257","6,820","6,232","5,573","7,726","6,825","7,662","7,132","7,256","7,005","7,352"
"510","[P]","    Delta Airlines","5,951","6,673","6,601","6,840","5,925","6,825","6,128","5,614","6,566","6,358","6,935","6,295","6,576","6,965","7,289"
"511","[P]","    Fuji Television Network","7,057","6,745","7,005","7,773","7,197","7,508","7,069","6,930","7,309","6,405","7,960","7,499","7,213","6,992","7,263"
"512","[P](U)","    Interactive One","5,162","4,982","5,275","5,707","6,324","5,750","5,646","5,885","6,595","8,127","7,870","6,463","6,254","6,671","7,260"
"513","[P]","    CJ Group","9,240","7,394","8,740","9,148","9,582","9,089","9,637","8,835","8,527","7,650","6,728","6,533","6,597","6,582","7,252"
