"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: August 2012 - October 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 11/22/2013","","","","","",""

"","","","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013"
"341","[P]","    Research In Motion Limited","16,214","14,472","10,744","10,529","11,666","11,411","11,081","12,789","11,595","12,014","10,095","9,365","9,624","8,911","10,917"
"342","[P]","    Gruppo Editoriale Espresso","5,706","6,231","6,477","6,273","6,221","6,438","6,879","6,911","6,756","6,820","6,340","10,392","9,715","10,153","10,889"
"343","[P]","    PSA Peugeot Citroën","7,620","9,219","9,652","9,652","7,745","6,739","8,044","11,653","11,317","11,489","10,665","9,923","9,090","10,491","10,755"
"344","[P]","    JCPenney Sites","11,980","10,688","11,514","16,859","18,331","10,414","10,746","11,514","10,571","10,414","9,918","9,971","10,963","9,348","10,723"
"345","[P]","    8684.CN","6,010","6,580","6,210","6,085","6,646","7,662","5,177","6,901","10,609","10,925","9,933","11,693","12,299","12,390","10,687"
"346","[P]","    BMW AG","10,216","8,749","9,706","8,896","8,866","7,498","7,156","9,187","10,073","9,183","9,879","9,832","10,931","14,327","10,661"
"347","[P]","    FILEHIPPO.COM","10,956","10,396","10,111","10,306","10,383","10,979","9,955","11,107","10,229","10,360","10,540","10,375","10,688","10,647","10,639"
"348","[P](U)","    Postmedia Network","11,780","11,252","14,574","11,892","11,385","11,818","10,792","11,225","12,283","11,419","11,864","11,261","9,961","10,540","10,634"
"349","[P]","    Roularta Media Group","8,281","9,639","10,371","9,995","8,759","9,465","9,221","9,634","8,970","9,884","10,009","9,799","9,048","11,229","10,613"
"350","[P]","    Yomiuri Group","9,392","12,911","12,235","11,593","12,161","12,263","10,349","10,848","10,734","10,393","10,715","11,875","11,296","10,333","10,551"
"351","[P](U)","    Dominion Enterprises","15,558","13,243","12,502","10,771","10,560","14,226","13,361","14,563","14,193","13,603","12,353","13,390","12,736","11,042","10,545"
"352","[P]","    Berkshire Hathaway Inc.","8,640","8,834","8,893","8,566","9,267","9,684","8,577","9,789","9,748","9,245","8,986","10,040","9,713","9,207","10,453"
"353","[P]","    RapidShare AG","39,646","36,502","35,292","33,536","28,872","25,056","20,425","20,741","17,968","16,778","14,688","11,431","10,738","10,412","10,446"
"354","[P]","    1616.NET","1,973","1,678","1,740","2,134","2,033","1,762","1,186","9,570","13,205","15,484","14,164","12,321","14,979","13,725","10,367"
"355","[P]","    Gap, Inc.","10,953","10,540","10,966","13,989","13,212","9,464","8,336","10,197","9,223","10,560","9,557","11,755","11,581","10,754","10,349"
"356","[P]","    MONOGRAFIAS.COM","7,867","9,395","10,106","9,649","5,436","5,541","6,705","7,688","8,895","8,775","7,211","5,268","7,000","8,972","10,347"
"357","[P]","    SNDA Sites","20,217","17,973","13,005","13,823","15,024","12,991","9,772","10,877","12,773","13,225","12,230","14,269","13,233","13,003","10,339"
"358","[P]","    MAPBAR.COM","7,704","8,643","9,002","8,709","8,367","8,007","5,971","8,265","12,578","12,533","11,474","13,385","13,031","11,701","10,335"
"359","[P]","    LOWES.COM","11,724","11,718","11,016","13,674","12,159","11,485","10,502","14,047","13,781","15,087","12,664","13,523","13,055","11,065","10,283"
"360","[P](U)","    XE.COM","11,172","10,507","10,892","10,585","9,468","10,480","9,661","9,847","9,615","9,637","9,919","9,844","10,103","9,662","10,256"
"361","[P]","    Cite Media Holding Group","15,050","8,364","8,508","8,433","8,423","8,539","7,329","8,830","11,053","11,463","10,802","11,042","10,793","10,632","10,237"
"362","[P]","    KDDI Corporation","11,825","12,927","13,377","11,621","11,346","11,314","10,560","12,016","10,654","10,889","11,001","11,226","10,780","10,809","10,211"
"363","[P]","    Le Monde Sites","8,542","8,855","9,557","9,296","9,131","9,706","9,444","9,919","9,999","9,578","9,292","9,882","9,569","10,321","10,200"
"364","[P](u)","    Naukri","11,413","10,912","11,211","9,947","10,404","10,974","10,353","10,497","10,591","11,399","11,681","11,951","11,541","10,884","10,197"
"365","[P]","    KIEV.UA*","8,444","8,425","9,230","9,503","9,786","9,829","9,094","9,861","9,272","8,933","8,853","9,204","9,275","9,712","10,159"
"366","[P]","    freenet AG","11,028","9,961","10,398","10,137","9,734","9,645","8,754","9,591","9,213","8,443","8,376","9,925","10,021","9,337","10,156"
"367","[P]","    France Televisions Interactive","8,848","7,568","8,209","8,133","7,599","8,608","8,049","10,607","8,952","9,332","10,066","11,060","9,373","10,593","10,153"
"368","[P](U)","    Classified Ventures","14,361","13,072","13,149","11,974","11,292","13,101","11,907","12,215","11,913","11,545","10,780","11,570","11,250","10,069","10,016"
"369","[P]","    Groupe Auchan","7,474","7,883","8,051","9,588","11,119","9,778","8,382","9,325","9,027","8,588","8,696","10,017","9,391","9,669","10,006"
"370","[P]","    BNP Paribas","7,786","7,894","7,967","7,762","8,165","8,650","8,306","8,768","8,804","8,842","8,792","8,633","8,095","9,380","9,989"
"371","[P]","    114LA.COM","6,413","6,552","6,539","6,196","6,358","4,825","3,768","4,660","6,568","6,703","6,604","8,322","8,696","8,561","9,965"
"372","[P]","    Lloyds Banking Group plc","9,383","10,484","10,987","10,711","11,156","11,168","10,327","10,630","11,309","11,168","11,157","10,891","10,634","10,718","9,934"
"373","[P]","    Reed Business Information","15,897","16,253","16,974","13,972","11,323","12,808","11,521","12,683","10,613","9,618","8,646","9,110","9,394","9,078","9,916"
"374","[P]","    Portugal Telecom","7,811","7,169","7,270","7,131","6,334","6,525","7,863","9,181","10,012","9,527","8,415","7,869","8,016","8,257","9,869"
"375","[P](U)","    LEGACY.COM*","12,342","11,687","11,918","10,904","10,657","12,406","11,023","11,678","10,881","11,092","9,485","9,205","9,507","9,635","9,868"
"376","[P]","    SENDSPACE.COM","11,401","11,462","11,386","11,041","11,950","11,941","11,414","13,566","11,762","12,143","11,741","12,080","11,597","9,659","9,841"
"377","[P](U)","    Pelmorex Media Inc Weather","9,238","8,186","8,988","7,647","8,982","8,807","12,980","13,350","13,196","12,980","12,381","11,581","11,079","10,467","9,837"
"378","[P]","    Domino's Pizza, Inc.","7,941","8,620","8,167","8,011","9,898","9,125","7,598","9,439","8,278","10,058","9,995","9,809","9,818","9,762","9,741"
"379","[P]","    Societe Generale","8,454","8,792","8,643","8,549","8,161","8,590","7,666","7,947","8,039","8,717","8,591","8,570","7,190","9,334","9,698"
"380","[P]","    VistaPrint Sites","10,182","10,922","11,735","14,526","15,139","13,144","11,169","11,628","10,899","10,825","9,819","12,072","10,038","9,795","9,676"
"381","[P]","    Hyundai Kia Automotive Group","8,081","9,797","8,697","9,681","10,942","8,076","8,715","11,044","10,351","8,696","9,198","10,118","8,551","8,906","9,658"
"382","[P]","    Kingfisher","10,091","9,867","10,585","9,675","8,747","8,436","8,431","8,823","9,741","10,153","9,114","9,822","9,236","8,841","9,638"
"383","[P]","    Amadeus Global Travel Distribution","9,044","8,145","7,901","6,972","7,153","9,125","7,425","8,099","8,494","9,268","9,471","9,711","9,424","9,210","9,613"
"384","[P]","    Coupons, Inc.","6,663","7,084","7,415","7,947","7,745","7,621","6,655","7,981","7,433","7,678","9,241","14,883","9,877","13,672","9,609"
"385","[P]","    Kayak.com Network","14,584","12,734","12,219","11,440","10,858","14,581","13,739","14,849","13,264","12,439","11,311","13,901","11,980","9,688","9,529"
"386","[P]","    Fairfax Media","11,307","10,764","10,174","10,324","9,907","11,000","9,566","9,986","9,295","9,600","9,474","9,497","9,946","9,741","9,514"
"387","[P]","    Southwest Airlines Co.","10,959","9,514","10,471","9,796","9,130","10,438","11,176","11,385","10,747","10,581","10,765","9,797","9,665","9,582","9,440"
"388","[P]","    BAIXING.COM","12,656","12,116","12,730","12,490","10,710","8,918","7,510","10,025","12,978","12,488","11,077","11,361","9,721","9,247","9,426"
"389","[P](U)","    E.W. Scripps","10,289","9,949","11,032","11,513","9,332","10,162","9,936","9,931","8,547","9,997","8,318","10,175","9,009","8,586","9,405"
"390","[P]","    HomeAway","11,296","8,588","8,035","7,241","7,217","10,736","9,749","10,765","10,078","10,159","11,561","13,830","12,198","9,694","9,352"
"391","[P]","    Department of Commerce","12,815","10,176","15,036","10,343","9,952","10,194","10,367","10,326","10,127","9,964","9,711","9,292","8,798","9,095","9,343"
"392","[P](U)","    Lee Enterprises, Incorporated","9,364","8,429","8,599","8,554","8,375","9,161","8,351","8,875","8,689","7,949","7,497","8,106","9,001","8,255","9,213"
"393","[P]","    Barclays Bank","9,304","9,706","10,306","10,352","10,439","10,312","7,445","8,636","8,779","8,463","9,031","8,563","8,593","8,695","9,173"
"394","[P]","    EUROPA.EU","5,097","6,602","7,684","7,281","6,335","7,326","7,111","7,440","7,351","7,595","6,729","6,361","6,073","7,755","9,167"
"395","[P](U)","    Grupo Televisa","10,605","9,758","10,387","10,211","9,102","9,107","9,016","9,135","9,529","9,737","8,704","8,274","7,926","7,455","9,165"
"396","[P]","    TUI Group","10,497","9,053","8,424","7,446","7,405","12,269","9,660","10,090","9,328","9,926","10,688","12,619","11,043","9,292","9,131"
"397","[P]","    Costco Wholesale Corporation","9,473","9,309","9,484","11,537","12,104","9,193","7,942","9,573","8,932","9,497","9,392","10,138","9,643","9,125","9,126"
"398","[P]","    Virgin Group","9,272","9,455","9,133","9,310","9,173","10,154","9,505","10,223","10,392","10,257","9,614","10,029","9,956","9,268","9,112"
"399","[P]","    CSDN.NET Sites","6,988","6,477","6,916","7,371","7,554","6,818","4,859","6,974","9,707","10,910","10,064","10,099","9,794","9,332","9,102"
"400","[P]","    Sprint Nextel Corporation","10,671","11,643","10,371","15,897","11,464","9,837","9,283","10,929","9,456","9,970","10,461","10,135","10,674","10,597","9,090"
"401","[P](u)","    General Mills","6,913","8,260","9,241","9,756","10,334","7,869","6,909","7,565","6,524","6,807","5,213","6,882","7,133","8,116","9,037"
"402","[P]","    Avon Products Inc.","7,131","7,526","8,407","8,627","8,171","8,130","7,968","8,545","8,090","8,171","8,241","7,582","7,895","8,593","8,998"
"403","[P](U)","    NHL Network","1,580","1,674","1,548","1,338","1,281","4,623","4,667","8,748","8,966","9,711","7,678","4,856","3,463","6,144","8,947"
"404","[P](U)","    CollegeHumor Media","8,891","7,450","9,179","9,610","11,204","10,179","9,081","9,756","9,124","7,773","8,086","7,711","12,206","8,286","8,945"
"405","[P]","    Impress Group","10,592","11,991","11,197","11,261","10,742","10,515","8,955","9,699","8,724","9,083","8,382","8,619","8,905","9,078","8,935"
"406","[P]","    Mainichi Shimbun","11,477","10,565","9,938","9,933","10,310","10,145","8,237","9,060","8,427","8,418","8,482","8,553","8,281","8,910","8,913"
"407","[P]","    SH.CN","6,477","5,275","5,496","6,688","6,813","6,194","4,383","5,862","9,691","9,987","7,750","7,659","7,627","7,941","8,898"
"408","[P]","    Ryanair","9,235","8,601","8,260","7,048","6,385","8,426","7,430","8,304","8,773","9,627","9,650","11,028","10,562","9,360","8,897"
"409","[P]","    Rising Corp. Limited","5,505","5,826","5,416","6,738","13,692","15,340","10,784","10,952","11,619","10,339","8,750","7,818","7,742","7,822","8,839"
"410","[P](u)","    YAM.COM","9,577","9,194","8,918","8,614","8,926","8,785","8,218","8,962","8,108","7,906","7,937","7,809","7,842","8,080","8,826"
"411","[P]","    Y8.COM","27,007","24,780","26,880","22,395","18,558","17,995","15,635","17,628","16,377","28,618","20,853","12,404","11,317","9,105","8,819"
"412","[P]","    Air France-KLM Group","5,778","7,392","6,369","5,556","5,243","6,847","5,744","6,244","6,373","6,314","6,773","6,552","6,453","7,609","8,775"
"413","[P]","    LIVESCORE.COM","7,838","9,962","9,932","9,454","7,982","7,264","8,025","8,538","9,092","7,985","5,878","4,539","7,432","8,537","8,762"
"414","[P]","    Twenga","6,077","6,897","6,703","8,061","9,976","9,697","7,419","8,116","8,139","7,475","6,888","8,607","9,659","9,676","8,590"
"415","[P]","    Arcandor AG","6,489","7,503","8,128","7,785","7,514","7,650","6,229","7,798","7,398","7,576","7,174","8,149","7,989","8,528","8,564"
"416","[P]","    Barnes & Noble","11,141","10,601","9,540","10,248","13,825","12,274","8,560","9,370","8,227","9,046","8,348","9,672","11,057","9,352","8,560"
"417","[P]","    PANDORA.TV","9,466","9,006","7,501","8,701","8,177","8,803","6,962","6,852","6,642","6,639","6,073","5,327","6,233","8,234","8,484"
"418","[P]","    51.COM","16,218","17,439","10,798","10,966","7,355","8,168","5,512","7,512","11,972","11,547","9,892","11,069","9,940","7,380","8,453"
"419","[P]","    Groupe Spir Communication","8,896","9,879","9,730","9,133","8,232","9,188","9,034","9,443","9,154","8,714","8,518","9,252","8,746","8,631","8,431"
"420","[P]","    British Telecommunications","6,854","6,778","6,969","6,746","6,480","7,273","6,495","7,371","6,378","7,635","7,108","7,462","9,110","7,388","8,362"
"421","[P]","    Hutchison Whampoa","7,020","7,528","7,207","7,761","8,142","6,956","6,618","7,281","6,788","7,463","7,605","7,654","7,996","8,124","8,292"
"422","[P]","    Coca-Cola Company","8,965","7,833","7,675","7,150","8,093","5,228","5,447","6,724","6,968","8,584","8,591","8,250","9,199","7,799","8,286"
"423","[P]","    TD Bank Financial Group","8,428","8,775","8,648","8,289","8,597","9,048","8,353","8,476","8,657","8,380","8,106","8,389","8,156","8,042","8,250"
"424","[P]","    Yellow Pages Group","10,382","9,754","9,967","9,817","9,793","9,675","8,745","9,773","9,309","9,493","9,413","9,730","9,336","8,236","8,211"
"425","[P](u)","    Rogers Digital Media","9,208","9,534","10,390","10,074","9,865","9,477","8,665","8,870","8,948","8,548","7,695","7,714","7,841","8,000","8,175"
"426","[P]","    Al Jazeera Media Network","7,534","7,034","6,178","7,471","7,760","6,861","5,311","5,918","6,699","5,831","6,614","8,909","9,596","7,909","8,119"
"427","[P]","    INFO.COM*","7,173","7,728","6,765","5,897","5,359","7,551","6,361","6,545","5,583","4,407","4,815","4,351","6,051","5,859","8,115"
"428","[P]","    CANALBLOG.COM*","8,166","7,807","8,319","8,463","8,946","8,044","6,916","7,561","6,900","7,167","6,422","7,909","6,914","7,871","8,056"
"429","[P]","    CA.GOV","8,152","8,053","8,693","8,008","7,541","8,723","8,339","8,854","8,971","8,325","7,819","8,331","8,584","8,072","8,055"
"430","[P]","    Zazzle","10,894","11,138","11,134","12,022","14,350","11,360","9,073","9,801","8,547","8,836","7,678","8,105","8,982","7,440","8,002"
"431","[P]","    News Interactive Pty Limited","8,453","7,689","7,739","7,725","8,172","8,089","6,965","7,508","9,092","8,492","8,101","8,469","8,881","7,728","7,919"
"432","[P](U)","    Belo","7,607","7,060","7,392","6,936","7,360","8,934","7,878","7,680","8,744","9,583","7,678","8,322","7,825","7,362","7,906"
"433","[P]","    KOOORA.COM","9,184","9,115","9,024","8,936","8,318","8,786","7,852","8,717","8,302","7,911","7,978","6,640","7,598","7,912","7,905"
"434","[P]","    NHK Group","11,110","11,098","9,352","8,945","11,742","9,972","8,364","7,710","7,630","7,031","7,344","8,152","7,964","8,028","7,888"
"435","[P]","    Unilever","7,240","6,384","6,995","7,202","5,707","4,806","5,217","7,416","8,167","7,197","7,030","9,742","8,865","7,685","7,883"
"436","[P]","    Getty Images, Inc","6,866","7,510","8,150","8,031","7,424","8,850","8,255","8,418","6,510","5,689","5,453","6,040","6,544","8,606","7,876"
"437","[P]","    Activision Blizzard","6,391","5,365","5,754","9,523","5,818","5,617","4,797","4,538","5,307","7,556","5,587","7,195","7,963","9,035","7,866"
"438","[P]","    Citrix Systems, Inc.","7,342","7,323","7,311","7,167","6,785","8,275","7,430","8,187","7,400","7,403","7,084","6,068","6,440","6,991","7,804"
"439","[P]","    NIKKEI","9,161","10,942","10,084","10,519","10,112","10,845","8,568","8,565","8,016","8,625","8,208","8,404","7,563","8,633","7,796"
"440","[P]","    Spiegel Verlag","6,949","7,344","7,748","7,474","7,295","8,656","8,783","9,128","8,633","8,796","8,664","7,873","7,837","8,574","7,699"
"441","[P]","    NERO.COM","8,133","9,288","6,354","6,201","6,874","6,394","5,572","7,302","6,119","7,703","7,382","7,377","7,391","7,812","7,667"
"442","[P]","    InnoGames GmbH","9,640","11,011","10,210","9,009","8,491","9,105","10,106","11,102","11,875","9,577","8,997","8,456","9,697","8,801","7,601"
"443","[P]","    Match.com Sites","10,163","9,553","9,115","8,210","8,423","9,290","8,412","8,170","8,246","8,333","8,435","9,081","8,419","8,263","7,540"
"444","[P]","    Deutsche Bahn","8,297","7,839","7,855","7,110","7,715","7,346","6,819","7,495","7,236","7,360","7,529","8,035","7,929","7,180","7,512"
"445","[P]","    Eniro Group","7,705","7,693","7,787","7,647","7,487","7,788","7,086","7,478","7,537","7,294","7,348","7,448","7,545","7,270","7,440"
"446","[P](u)","    Healthline","17,083","13,386","13,929","15,035","6,957","5,559","4,068","4,424","3,616","3,520","3,899","4,550","8,356","6,162","7,434"
"447","[P]","    KPN","7,169","8,219","8,382","7,545","7,795","7,689","7,234","7,080","6,443","6,607","6,475","5,924","6,854","7,282","7,413"
"448","[P]","    Big Fish Games Sites","10,292","9,130","8,727","8,514","8,819","9,301","8,455","9,589","8,763","8,886","8,304","8,602","7,866","6,750","7,398"
"449","[P]","    EasyGroup","6,445","7,180","6,956","6,490","5,191","8,090","6,309","6,798","7,010","6,794","6,904","7,418","7,233","7,227","7,390"
"450","[P]","    Intel","9,478","15,202","8,716","8,820","11,827","6,795","5,881","8,264","7,240","7,763","20,425","7,334","6,182","11,139","7,377"
"451","[P]","    NK.PL","11,825","11,595","11,232","10,909","10,991","10,676","9,792","9,781","9,309","8,883","8,524","8,493","8,373","7,771","7,360"
"452","[P]","    Walgreen Co.","7,586","7,998","7,837","8,281","10,494","8,432","7,095","8,421","7,888","8,352","8,239","8,127","7,568","6,970","7,342"
"453","[P]","    CITY-DATA.COM","8,144","7,844","8,161","7,233","6,859","8,554","7,863","8,169","8,409","7,990","8,114","8,666","7,936","7,130","7,240"
"454","[P]","    WILEY.COM","4,084","5,149","6,102","6,056","4,974","5,542","5,722","6,808","6,396","5,980","4,878","4,979","4,640","5,907","7,222"
"455","[P]","    TORRENTREACTOR.NET","14,954","14,190","15,504","16,197","14,416","13,095","10,657","11,314","8,709","7,055","7,318","7,497","8,423","7,244","7,151"
"456","[P]","    Discover Financial Services","7,181","6,818","7,547","6,671","7,906","8,376","6,644","7,639","7,730","7,427","7,469","7,149","7,070","7,224","7,126"
"457","[P]","    COOKPAD.COM","6,793","7,105","7,075","7,093","7,171","7,120","6,993","7,183","6,926","7,158","6,827","6,921","6,799","7,010","7,064"
"458","[P]","    Marriott","8,297","8,101","7,667","7,094","6,471","7,389","7,223","8,430","7,952","8,243","7,574","8,327","7,519","7,001","7,052"
"459","[P]","    Sankei Shimbun","10,744","10,138","9,295","8,853","9,735","8,795","7,948","8,789","7,772","7,653","7,576","7,044","7,750","7,519","7,040"
"460","[P]","    Limitedbrands","8,697","7,857","8,143","11,408","13,423","9,658","8,366","8,731","8,409","8,298","8,507","7,890","7,670","6,611","7,017"
"461","[P](u)","    Bauer Consumer Media","6,889","9,044","9,267","9,748","9,910","9,580","7,831","9,730","8,877","7,877","7,266","7,281","6,672","6,091","6,988"
"462","[P]","    Nexon Corporation","9,258","7,749","7,060","7,766","8,456","8,765","6,442","6,540","5,797","6,601","5,966","5,628","6,121","5,086","6,975"
"463","[P]","    Moneysupermarket.com Financial Group","4,222","3,861","3,666","3,303","2,980","8,204","7,081","7,338","7,523","7,685","7,553","7,640","7,770","6,755","6,969"
"464","[P]","    WebMediaBrands Inc.","7,524","8,337","8,041","7,477","6,960","7,847","6,581","7,803","7,619","7,210","7,434","6,997","6,517","6,327","6,929"
"465","[P](U)","    Channel4","6,682","7,271","8,301","8,229","7,972","8,307","7,234","7,444","7,112","6,711","6,511","6,373","6,082","5,954","6,900"
"466","[P]","    Virgin Media","8,068","8,028","8,247","8,573","7,865","8,929","7,344","8,620","8,024","7,935","7,412","8,224","7,387","6,824","6,883"
"467","[P]","    DIRECT.GOV.UK","8,632","9,222","7,786","5,154","5,053","6,434","6,199","7,144","7,445","7,529","7,383","6,408","6,794","7,195","6,876"
"468","[P]","    52PK.COM","7,448","6,501","6,619","6,273","7,033","7,627","6,835","6,904","9,056","8,877","8,889","10,219","9,084","7,147","6,865"
"469","[P]","    Dogan Online","9,979","10,271","9,841","9,533","10,460","10,331","7,899","8,105","7,814","7,900","7,561","6,791","6,371","6,314","6,849"
"470","[P]","    ForumCommunity","7,614","8,114","8,042","8,242","10,322","7,647","6,499","7,018","6,470","6,288","5,495","6,894","6,412","6,558","6,802"
"471","[P]","    METEOFRANCE.COM","7,495","6,542","6,354","5,341","6,637","8,464","6,523","7,541","7,200","8,381","8,245","8,348","7,838","7,779","6,802"
"472","[P](u)","    Telegraaf Media Groep","7,662","7,451","7,358","7,178","7,212","7,229","6,858","7,245","6,897","6,822","6,665","6,263","6,287","6,481","6,784"
"473","[P]","    Panasonic Group","7,317","6,631","7,196","7,719","8,376","7,720","6,163","8,168","6,792","6,887","7,040","6,426","6,196","6,985","6,781"
"474","[P]","    Superpages.com Network","14,316","13,153","13,325","12,537","12,182","13,214","11,890","12,108","9,492","8,819","8,885","8,766","7,969","6,284","6,769"
"475","[P]","    IBM","6,595","8,059","7,508","9,158","9,760","7,646","6,735","8,877","7,641","9,822","6,528","5,841","7,234","6,872","6,766"
"476","[P]","    MIXI, Inc.","12,619","12,081","11,285","11,246","11,183","10,653","9,780","10,576","8,929","8,416","7,854","7,414","7,505","7,252","6,736"
"477","[P]","    InterContinental Hotels Group","7,443","6,634","7,025","5,961","6,383","6,335","5,980","7,040","6,620","6,779","6,224","7,104","7,183","6,635","6,736"
"478","[P]","    Acer Inc.","9,001","8,434","7,984","9,889","9,248","8,391","7,916","8,221","7,427","8,133","7,651","7,232","7,559","7,527","6,731"
"479","[P]","    Hilton Worldwide","8,271","6,835","6,842","6,590","6,145","7,822","7,297","7,957","7,907","7,755","7,440","8,083","7,912","6,574","6,701"
"480","[P](u)","    ITV Sites","6,099","7,093","8,262","7,737","6,716","6,917","6,052","6,948","6,859","6,890","5,646","5,063","4,638","5,958","6,644"
"481","[P]","    Vuze Sites","10,324","9,959","9,355","10,522","9,179","8,833","8,107","8,562","7,818","7,741","7,468","7,202","7,159","6,622","6,640"
"482","[P]","    IKM Internet Kaufmarkt","8,359","8,976","9,459","9,060","7,936","8,548","7,822","8,063","7,356","6,626","6,197","6,235","6,218","6,391","6,621"
"483","[P]","    Publieke Omroep","6,158","6,553","6,106","6,244","5,910","5,997","5,678","5,827","5,681","5,621","5,205","4,833","5,633","6,160","6,590"
"484","[P]","    MADE-IN-CHINA.COM","6,723","6,762","7,356","7,248","6,844","7,565","5,881","7,470","7,982","7,738","6,869","6,590","6,120","6,299","6,570"
"485","[P]","    Rue du Commerce","6,021","5,464","6,236","7,036","8,810","8,042","6,108","6,264","5,759","6,131","6,289","7,555","6,417","6,317","6,564"
"486","[P]","    Fuji Television Network","7,041","7,277","7,437","6,314","6,378","6,498","5,171","6,254","6,732","5,989","6,392","6,493","6,351","5,824","6,561"
"487","[P](u)","    United Business Media","5,563","5,844","6,593","6,452","5,515","6,237","5,826","6,874","6,152","5,754","6,142","5,971","6,219","7,221","6,517"
"488","[P]","    Delta Airlines","7,711","6,922","7,167","6,681","6,699","7,599","6,940","7,606","7,284","7,470","7,353","7,308","6,686","6,407","6,514"
"489","[P]","    Gurunavi","7,284","6,831","6,607","7,668","8,271","7,297","6,829","7,368","6,587","6,912","6,472","7,017","7,579","6,989","6,508"
"490","[P]","    Altice","4,755","5,264","5,989","5,389","5,625","6,223","5,815","6,169","5,463","5,697","5,324","5,223","5,665","6,545","6,425"
"491","[P](u)","    GiantRealm","12,558","12,299","11,861","10,501","10,626","10,597","8,225","8,692","8,298","7,428","7,185","7,287","7,901","6,402","6,396"
"492","[P]","    eMule (App)","12,147","10,978","10,442","9,925","9,606","8,865","7,677","8,024","7,787","7,581","6,926","6,927","6,806","6,500","6,364"
"493","[P](U)","    ABC OTV","5,136","5,267","7,379","6,064","5,775","6,903","6,703","6,055","6,791","6,816","6,398","5,969","5,454","5,304","6,335"
"494","[P]","    Office Depot","7,424","6,942","6,006","6,952","7,159","7,155","6,254","6,779","6,043","5,854","5,461","6,700","7,847","6,416","6,296"
"495","[P]","    Accor","5,937","5,529","5,798","5,277","4,483","5,490","5,273","6,266","6,205","6,435","6,948","7,588","7,526","6,871","6,290"
"496","[P]","    KBB.COM","6,067","5,626","5,686","5,086","4,522","5,471","5,361","5,910","5,699","5,657","5,510","6,918","7,076","5,688","6,240"
"497","[P](u)","    Hollywood.com Sites","9,110","6,925","8,908","7,733","9,217","8,305","6,958","7,371","7,685","8,613","7,732","9,046","8,214","6,074","6,224"
"498","[P]","    Directv Sites","6,678","7,315","7,046","5,884","6,044","5,823","5,520","5,868","5,057","5,102","5,163","5,159","6,274","6,671","6,169"
"499","[P]","    Tchibo","4,409","4,984","5,594","6,654","7,167","6,063","5,416","6,098","5,399","5,643","5,795","5,245","5,292","6,010","6,145"
"500","[P]","    VEOH.COM","9,908","8,625","8,272","8,345","8,909","8,584","7,890","8,401","8,239","8,054","7,579","7,160","7,082","6,443","6,107"
"501","[P](u)","    Live Nation Network","8,033","7,059","7,462","7,946","6,663","7,113","8,120","8,950","9,661","8,583","9,092","9,259","7,711","6,395","6,090"
"502","[P](U)","    Trader Media Group","7,149","7,388","7,161","6,597","5,745","7,122","6,747","7,107","6,857","6,703","6,254","6,129","6,257","6,452","6,074"
"503","[P]","    Intelius","8,722","7,825","7,948","7,646","8,255","8,547","6,974","7,566","6,895","6,420","6,174","6,757","6,568","6,202","6,065"
"504","[P](u)","    Transcontinental Digital (TC Media)","5,802","6,020","6,753","6,223","6,322","6,514","5,883","6,167","5,959","5,897","5,533","5,439","5,481","5,345","6,055"
"505","[P](u)","    News World Communications, Inc.","8,177","6,797","7,381","7,474","6,205","6,929","4,698","5,247","5,567","4,492","4,821","4,452","4,153","5,287","6,007"
"506","[P]","    CT10000.COM","6,973","6,658","6,653","7,267","9,407","5,622","3,888","5,105","7,162","6,649","6,446","6,400","6,272","6,379","5,933"
"507","[P]","    NHACCUATUI.COM","4,458","4,642","4,850","4,680","4,763","4,875","5,339","6,297","6,222","6,139","6,049","5,598","5,895","5,801","5,881"
"508","[P]","    Japan Post Group","5,850","6,071","6,041","6,712","9,599","7,439","6,069","6,752","5,979","6,132","5,655","5,834","5,690","5,859","5,867"
"509","[P]","    Vector Inc.","7,569","7,608","6,970","6,578","7,151","7,387","6,674","7,111","6,698","6,921","6,918","7,268","7,010","6,070","5,828"
"510","[P]","    American Airlines","6,536","6,271","6,504","6,390","5,974","6,996","6,354","7,184","6,488","6,510","6,348","6,419","5,881","6,127","5,820"
"511","[P]","    KaiserGames GmbH","7,697","6,509","6,553","6,106","6,872","7,294","6,646","7,489","6,684","6,744","7,018","7,489","7,361","5,857","5,806"
"512","[P]","    CafePress","6,510","6,064","6,325","7,071","7,983","6,034","5,393","5,497","5,528","5,379","4,990","5,133","5,183","5,133","5,792"
"513","[P]","    SkyCN","10,920","10,604","11,061","11,574","9,858","9,886","8,088","11,007","12,033","13,163","12,320","8,283","6,935","6,165","5,788"
"514","[P]","    Systemax Inc.","8,031","7,576","7,465","9,439","8,524","7,390","5,855","6,599","5,963","5,638","5,441","5,799","6,077","5,691","5,765"
