"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: May 2012 - July 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 8/20/2013","","","","","",""

"","","","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013"
"341","[P]","    The Royal Bank Of Scotland","10,549","11,222","10,857","10,042","10,717","11,276","10,830","10,836","11,205","10,688","11,685","10,873","10,597","11,107","11,315"
"342","[P](U)","    Postmedia Network","12,353","13,081","11,618","11,780","11,252","14,574","11,892","11,385","11,818","10,792","11,225","12,283","11,419","11,864","11,261"
"343","[P]","    KDDI Corporation","12,863","12,386","12,327","11,825","12,927","13,377","11,621","11,346","11,314","10,560","12,016","10,654","10,889","11,001","11,226"
"344","[P]","    Verlagsgruppe Georg von Holtzbrinck","21,265","18,441","11,519","11,030","12,460","13,086","12,863","11,773","13,242","12,028","12,980","12,256","12,141","11,090","11,208"
"345","[P]","    Home Retail Group","9,432","9,279","9,962","10,545","9,444","10,323","11,716","13,793","10,828","8,808","10,274","9,858","10,103","10,215","11,114"
"346","[P]","    51.COM","4,737","5,533","9,918","16,218","17,439","10,798","10,966","7,355","8,168","5,512","7,512","11,972","11,547","9,892","11,069"
"347","[P]","    France Televisions Interactive","10,602","10,292","9,981","8,848","7,568","8,209","8,133","7,599","8,608","8,049","10,607","8,952","9,332","10,066","11,060"
"348","[P]","    Cite Media Holding Group","14,098","14,743","14,471","15,050","8,364","8,508","8,433","8,423","8,539","7,329","8,830","11,053","11,463","10,802","11,042"
"349","[P]","    Ryanair","9,296","9,968","10,133","9,235","8,601","8,260","7,048","6,385","8,426","7,430","8,304","8,773","9,627","9,650","11,028"
"350","[P](u)","    Toshiba Corp","11,545","12,349","13,123","12,088","12,556","12,511","11,380","11,441","13,503","11,118","12,184","11,252","11,072","11,927","11,022"
"351","[P]","    Cisco Systems, Inc.","10,652","11,303","11,157","10,589","10,854","11,402","10,915","11,026","12,981","10,619","11,934","12,348","11,639","11,400","10,977"
"352","[P]","    Ubisoft Entertainment","11,096","12,440","14,235","8,387","6,017","8,936","10,583","11,081","8,200","8,230","12,381","10,291","7,194","8,627","10,960"
"353","[P]","    Deutsche Post AG Sites","11,535","11,667","12,059","11,223","12,119","13,480","13,799","12,240","11,440","9,252","10,536","10,244","10,609","9,789","10,942"
"354","[P](U)","    Skyrock","16,883","16,857","16,162","13,608","14,571","15,342","15,269","14,746","14,796","12,816","13,725","12,834","13,206","11,753","10,908"
"355","[P]","    Staples.com Sites","9,422","9,041","10,861","12,336","10,988","10,844","13,129","13,390","12,933","11,028","11,113","10,574","9,855","10,038","10,892"
"356","[P]","    Lloyds Banking Group plc","10,050","10,006","10,370","9,383","10,484","10,987","10,711","11,156","11,168","10,327","10,630","11,309","11,168","11,157","10,891"
"357","[P]","    WANMEI.COM","1,843","3,933","3,745","2,776","6,157","7,163","3,286","3,330","3,059","2,074","2,294","3,064","4,892","4,994","10,835"
"358","[P]","    Tesco Stores","9,679","9,117","9,037","9,853","9,414","10,225","11,446","12,932","10,742","9,432","10,631","10,408","11,015","10,999","10,772"
"359","[P](u)","    Reader's Digest Digital Network","8,611","8,006","9,281","9,859","9,788","12,788","12,926","13,971","11,854","11,093","12,348","10,869","10,547","10,390","10,660"
"360","[P](U)","    PBS","12,704","9,302","8,570","9,152","11,309","14,570","13,362","11,965","17,351","16,551","14,965","15,458","14,896","10,910","10,438"
"361","[P]","    Gruppo Editoriale Espresso","6,830","6,209","5,758","5,706","6,231","6,477","6,273","6,221","6,438","6,879","6,911","6,756","6,820","6,340","10,392"
"362","[P]","    FILEHIPPO.COM","11,362","10,522","11,109","10,956","10,396","10,111","10,306","10,383","10,979","9,955","11,107","10,229","10,360","10,540","10,375"
"363","[P](u)","    Pearson Education","20,704","16,058","13,285","16,791","23,075","24,098","22,894","19,349","21,325","20,858","20,890","20,752","19,887","11,814","10,321"
"364","[P]","    Nintendo Co.","10,009","11,720","11,673","11,326","9,588","9,981","13,075","13,152","10,224","8,498","11,258","9,367","8,835","11,315","10,308"
"365","[P]","    Nestle","10,307","10,298","10,425","9,861","9,842","10,111","11,172","12,305","9,877","8,915","10,913","10,221","11,034","10,468","10,286"
"366","[P]","    Softissimo","11,739","10,158","8,837","8,687","10,935","12,082","12,216","11,476","11,976","11,483","12,591","11,902","11,895","10,514","10,247"
"367","[P]","    52PK.COM","6,001","6,744","8,516","7,448","6,501","6,619","6,273","7,033","7,627","6,835","6,904","9,056","8,877","8,889","10,219"
"368","[P](U)","    E.W. Scripps","9,995","10,113","9,864","10,289","9,949","11,032","11,513","9,332","10,162","9,936","9,931","8,547","9,997","8,318","10,175"
"369","[P]","    LG Group","12,975","12,544","12,936","12,239","12,465","12,306","13,659","13,972","12,491","8,603","10,609","9,734","11,284","10,225","10,167"
"370","[P]","    Costco Wholesale Corporation","8,461","8,625","8,557","9,473","9,309","9,484","11,537","12,104","9,193","7,942","9,573","8,932","9,497","9,392","10,138"
"371","[P]","    Sprint Nextel Corporation","11,138","14,670","10,888","10,671","11,643","10,371","15,897","11,464","9,837","9,283","10,929","9,456","9,970","10,461","10,135"
"372","[P]","    TIMEANDDATE.COM","9,711","9,286","9,272","10,408","9,640","10,957","9,802","9,657","10,005","8,821","11,531","10,224","10,374","9,974","10,124"
"373","[P]","    Hyundai Kia Automotive Group","10,666","9,655","9,085","8,081","9,797","8,697","9,681","10,942","8,076","8,715","11,044","10,351","8,696","9,198","10,118"
"374","[P]","    CSDN.NET Sites","6,542","6,305","7,676","6,988","6,477","6,916","7,371","7,554","6,818","4,859","6,974","9,707","10,910","10,064","10,099"
"375","[P]","    Berkshire Hathaway Inc.","8,494","8,118","9,166","8,640","8,834","8,893","8,566","9,267","9,684","8,577","9,789","9,748","9,245","8,986","10,040"
"376","[P]","    Virgin Group","8,637","9,508","9,075","9,272","9,455","9,133","9,310","9,173","10,154","9,505","10,223","10,392","10,257","9,614","10,029"
"377","[P]","    ARD Sites","10,960","11,856","10,832","11,676","10,846","10,797","10,534","10,583","11,379","10,833","11,362","10,680","10,768","11,793","10,023"
"378","[P]","    Groupe Auchan","7,991","7,587","8,182","7,474","7,883","8,051","9,588","11,119","9,778","8,382","9,325","9,027","8,588","8,696","10,017"
"379","[P]","    JCPenney Sites","11,252","10,469","11,249","11,980","10,688","11,514","16,859","18,331","10,414","10,746","11,514","10,571","10,414","9,918","9,971"
"380","[P]","    freenet AG","11,348","10,385","10,330","11,028","9,961","10,398","10,137","9,734","9,645","8,754","9,591","9,213","8,443","8,376","9,925"
"381","[P]","    PSA Peugeot Citroën","9,719","10,128","8,533","7,620","9,219","9,652","9,652","7,745","6,739","8,044","11,653","11,317","11,489","10,665","9,923"
"382","[P]","    Le Monde Sites","11,320","10,597","8,720","8,542","8,855","9,557","9,296","9,131","9,706","9,444","9,919","9,999","9,578","9,292","9,882"
"383","[P](u)","    XE.COM","9,113","11,590","11,397","11,172","10,507","10,892","10,585","9,468","10,480","9,661","9,847","9,615","9,637","9,919","9,844"
"384","[P]","    BMW AG","10,000","10,172","9,169","10,216","8,749","9,706","8,896","8,866","7,498","7,156","9,187","10,073","9,183","9,879","9,832"
"385","[P]","    Kingfisher","10,625","9,335","10,306","10,091","9,867","10,585","9,675","8,747","8,436","8,431","8,823","9,741","10,153","9,114","9,822"
"386","[P]","    Domino's Pizza, Inc.","8,359","9,125","8,518","7,941","8,620","8,167","8,011","9,898","9,125","7,598","9,439","8,278","10,058","9,995","9,809"
"387","[P]","    Roularta Media Group","11,430","11,725","9,244","8,281","9,639","10,371","9,995","8,759","9,465","9,221","9,634","8,970","9,884","10,009","9,799"
"388","[P]","    Southwest Airlines Co.","9,096","9,730","10,501","10,959","9,514","10,471","9,796","9,130","10,438","11,176","11,385","10,747","10,581","10,765","9,797"
"389","[P]","    Unilever","6,388","7,725","7,488","7,240","6,384","6,995","7,202","5,707","4,806","5,217","7,416","8,167","7,197","7,030","9,742"
"390","[P](U)","    Gruppo Mediaset","6,273","4,989","4,311","3,937","5,134","5,619","5,594","6,219","6,765","6,944","7,033","10,141","10,542","8,809","9,741"
"391","[P]","    Yellow Pages Group","10,129","9,704","10,022","10,382","9,754","9,967","9,817","9,793","9,675","8,745","9,773","9,309","9,493","9,413","9,730"
"392","[P]","    Amadeus Global Travel Distribution","13,309","13,995","15,569","9,044","8,145","7,901","6,972","7,153","9,125","7,425","8,099","8,494","9,268","9,471","9,711"
"393","[P]","    Toysrus Sites","9,081","9,158","10,031","10,789","11,572","13,454","20,649","22,724","9,935","7,975","9,746","8,519","9,078","8,795","9,689"
"394","[P]","    Barnes & Noble","11,205","9,749","9,280","11,141","10,601","9,540","10,248","13,825","12,274","8,560","9,370","8,227","9,046","8,348","9,672"
"395","[P]","    Kohls Corporation","9,372","9,169","10,376","11,517","11,690","11,190","17,202","16,027","10,321","9,221","11,148","9,407","9,220","9,748","9,656"
"396","[P]","    Fairfax Media","10,959","10,390","10,346","11,307","10,764","10,174","10,324","9,907","11,000","9,566","9,986","9,295","9,600","9,474","9,497"
"397","[P]","    Take 2 Interactive","7,314","7,248","6,626","7,184","5,814","6,516","7,557","6,802","7,057","5,954","6,928","7,322","7,721","7,181","9,393"
"398","[P]","    Research In Motion Limited","18,311","16,814","16,829","16,214","14,472","10,744","10,529","11,666","11,411","11,081","12,789","11,595","12,014","10,095","9,365"
"399","[P]","    Department of Commerce","9,510","9,971","10,018","12,815","10,176","15,036","10,343","9,952","10,194","10,367","10,326","10,127","9,964","9,711","9,292"
"400","[P](u)","    Live Nation Network","9,114","9,071","8,726","8,033","7,059","7,462","7,946","6,663","7,113","8,120","8,950","9,661","8,583","9,092","9,259"
"401","[P](U)","    Interactive One","6,254","6,671","7,260","10,293","6,940","9,075","7,815","8,868","7,885","6,321","6,312","6,082","7,369","7,496","9,258"
"402","[P]","    Groupe Spir Communication","10,126","8,868","9,414","8,896","9,879","9,730","9,133","8,232","9,188","9,034","9,443","9,154","8,714","8,518","9,252"
"403","[P](U)","    LEGACY.COM*","11,047","11,115","11,828","12,342","11,687","11,918","10,904","10,657","12,406","11,023","11,678","10,881","11,092","9,485","9,205"
"404","[P]","    KIEV.UA*","9,191","8,705","7,991","8,444","8,425","9,230","9,503","9,786","9,829","9,094","9,861","9,272","8,933","8,853","9,204"
"405","[P]","    Reed Business Information","18,281","17,003","16,159","15,897","16,253","16,974","13,972","11,323","12,808","11,521","12,683","10,613","9,618","8,646","9,110"
"406","[P]","    Match.com Sites","9,572","9,710","9,909","10,163","9,553","9,115","8,210","8,423","9,290","8,412","8,170","8,246","8,333","8,435","9,081"
"407","[P](u)","    Hollywood.com Sites","7,418","7,597","8,714","9,110","6,925","8,908","7,733","9,217","8,305","6,958","7,371","7,685","8,613","7,732","9,046"
"408","[P]","    IP138.COM","3,889","4,091","5,553","6,503","5,510","6,144","6,457","6,035","5,599","3,956","4,648","6,835","7,195","6,430","8,956"
"409","[P]","    Sparkassen-Finanzgruppe","9,344","9,398","9,839","9,571","9,840","10,590","10,688","10,571","10,079","9,988","10,259","10,120","10,519","10,320","8,945"
"410","[P]","    Aljazeera","7,000","8,258","7,536","7,534","7,034","6,178","7,471","7,760","6,861","5,311","5,918","6,699","5,831","6,614","8,909"
"411","[P]","    DMGT (exc Mail Online)","12,842","12,870","12,947","13,758","13,412","12,159","11,947","9,187","11,422","9,910","11,417","12,389","11,344","9,132","8,888"
"412","[P]","    Superpages.com Network","16,420","14,673","13,967","14,316","13,153","13,325","12,537","12,182","13,214","11,890","12,108","9,492","8,819","8,885","8,766"
"413","[P]","    CITY-DATA.COM","8,764","8,936","9,407","8,144","7,844","8,161","7,233","6,859","8,554","7,863","8,169","8,409","7,990","8,114","8,666"
"414","[P]","    BNP Paribas","7,932","7,984","8,134","7,786","7,894","7,967","7,762","8,165","8,650","8,306","8,768","8,804","8,842","8,792","8,633"
"415","[P]","    Impress Group","12,189","11,080","11,099","10,592","11,991","11,197","11,261","10,742","10,515","8,955","9,699","8,724","9,083","8,382","8,619"
"416","[P]","    Twenga","9,005","8,137","7,862","6,077","6,897","6,703","8,061","9,976","9,697","7,419","8,116","8,139","7,475","6,888","8,607"
"417","[P]","    Big Fish Games Sites","10,528","11,515","11,851","10,292","9,130","8,727","8,514","8,819","9,301","8,455","9,589","8,763","8,886","8,304","8,602"
"418","[P]","    Societe Generale","8,621","8,808","8,398","8,454","8,792","8,643","8,549","8,161","8,590","7,666","7,947","8,039","8,717","8,591","8,570"
"419","[P]","    Barclays Bank","8,422","8,460","8,728","9,304","9,706","10,306","10,352","10,439","10,312","7,445","8,636","8,779","8,463","9,031","8,563"
"420","[P]","    Mainichi Shimbun","12,155","11,688","11,351","11,477","10,565","9,938","9,933","10,310","10,145","8,237","9,060","8,427","8,418","8,482","8,553"
"421","[P]","    NK.PL","12,691","12,029","12,051","11,825","11,595","11,232","10,909","10,991","10,676","9,792","9,781","9,309","8,883","8,524","8,493"
"422","[P]","    News Interactive Pty Limited","10,422","9,692","9,861","8,453","7,689","7,739","7,725","8,172","8,089","6,965","7,508","9,092","8,492","8,101","8,469"
"423","[P]","    InnoGames GmbH","6,957","7,011","9,186","9,640","11,011","10,210","9,009","8,491","9,105","10,106","11,102","11,875","9,577","8,997","8,456"
"424","[P]","    NIKKEI","9,298","8,495","8,928","9,161","10,942","10,084","10,519","10,112","10,845","8,568","8,565","8,016","8,625","8,208","8,404"
"425","[P]","    TD Bank Financial Group","8,088","7,984","8,038","8,428","8,775","8,648","8,289","8,597","9,048","8,353","8,476","8,657","8,380","8,106","8,389"
"426","[P]","    METEOFRANCE.COM","9,000","8,731","9,143","7,495","6,542","6,354","5,341","6,637","8,464","6,523","7,541","7,200","8,381","8,245","8,348"
"427","[P]","    CA.GOV","7,480","7,643","7,743","8,152","8,053","8,693","8,008","7,541","8,723","8,339","8,854","8,971","8,325","7,819","8,331"
"428","[P]","    Marriott","7,706","7,544","7,839","8,297","8,101","7,667","7,094","6,471","7,389","7,223","8,430","7,952","8,243","7,574","8,327"
"429","[P]","    114LA.COM","7,429","7,594","6,222","6,413","6,552","6,539","6,196","6,358","4,825","3,768","4,660","6,568","6,703","6,604","8,322"
"430","[P](U)","    Belo","7,775","7,007","6,996","7,607","7,060","7,392","6,936","7,360","8,934","7,878","7,680","8,744","9,583","7,678","8,322"
"431","[P]","    SkyCN","10,586","10,163","11,933","10,920","10,604","11,061","11,574","9,858","9,886","8,088","11,007","12,033","13,163","12,320","8,283"
"432","[P]","    2SHARED.COM","10,462","9,630","9,642","8,732","8,785","8,850","9,089","9,512","10,399","9,665","10,538","9,430","9,212","8,743","8,276"
"433","[P](u)","    Grupo Televisa","9,688","10,077","9,555","10,605","9,758","10,387","10,211","9,102","9,107","9,016","9,135","9,529","9,737","8,704","8,274"
"434","[P]","    Coca-Cola Company","10,131","10,982","9,378","8,965","7,833","7,675","7,150","8,093","5,228","5,447","6,724","6,968","8,584","8,591","8,250"
"435","[P](u)","    Virgin Media","9,705","8,945","8,580","8,068","8,028","8,247","8,573","7,865","8,929","7,344","8,620","8,024","7,935","7,412","8,224"
"436","[P]","    NHK Group","9,852","10,769","11,007","11,110","11,098","9,352","8,945","11,742","9,972","8,364","7,710","7,630","7,031","7,344","8,152"
"437","[P]","    Arcandor AG","8,060","7,000","7,525","6,489","7,503","8,128","7,785","7,514","7,650","6,229","7,798","7,398","7,576","7,174","8,149"
"438","[P]","    Walgreen Co.","6,629","6,989","6,794","7,586","7,998","7,837","8,281","10,494","8,432","7,095","8,421","7,888","8,352","8,239","8,127"
"439","[P](U)","    Lee Enterprises, Incorporated","7,561","7,885","8,808","9,364","8,429","8,599","8,554","8,375","9,161","8,351","8,875","8,689","7,949","7,497","8,106"
"440","[P]","    Zazzle","11,271","10,301","11,040","10,894","11,138","11,134","12,022","14,350","11,360","9,073","9,801","8,547","8,836","7,678","8,105"
"441","[P]","    Hilton Worldwide","7,587","7,637","7,760","8,271","6,835","6,842","6,590","6,145","7,822","7,297","7,957","7,907","7,755","7,440","8,083"
"442","[P]","    Deutsche Bahn","7,300","7,206","8,108","8,297","7,839","7,855","7,110","7,715","7,346","6,819","7,495","7,236","7,360","7,529","8,035"
"443","[P]","    Bigpoint","14,800","13,097","15,312","12,532","10,942","10,641","8,957","9,182","9,890","12,390","14,875","11,577","10,353","9,010","7,909"
"444","[P]","    CANALBLOG.COM*","10,392","9,398","8,449","8,166","7,807","8,319","8,463","8,946","8,044","6,916","7,561","6,900","7,167","6,422","7,909"
"445","[P]","    Limitedbrands","9,326","10,300","9,175","8,697","7,857","8,143","11,408","13,423","9,658","8,366","8,731","8,409","8,298","8,507","7,890"
"446","[P]","    Spiegel Verlag","7,284","7,570","6,608","6,949","7,344","7,748","7,474","7,295","8,656","8,783","9,128","8,633","8,796","8,664","7,873"
"447","[P]","    Portugal Telecom","10,653","8,939","7,680","7,811","7,169","7,270","7,131","6,334","6,525","7,863","9,181","10,012","9,527","8,415","7,869"
"448","[P]","    Rising Corp. Limited","4,429","3,810","4,808","5,505","5,826","5,416","6,738","13,692","15,340","10,784","10,952","11,619","10,339","8,750","7,818"
"449","[P](U)","    YAM.COM","9,597","9,391","8,991","9,577","9,194","8,918","8,614","8,926","8,785","8,218","8,962","8,108","7,906","7,937","7,809"
"450","[P](u)","    Rogers Digital Media","10,205","9,552","9,073","9,208","9,534","10,390","10,074","9,865","9,477","8,665","8,870","8,948","8,548","7,695","7,714"
"451","[P](U)","    CollegeHumor Media","10,925","9,519","10,627","8,891","7,450","9,179","9,610","11,204","10,179","9,081","9,756","9,124","7,773","8,086","7,711"
"452","[P]","    SH.CN","4,898","4,938","6,031","6,477","5,275","5,496","6,688","6,813","6,194","4,383","5,862","9,691","9,987","7,750","7,659"
"453","[P]","    Hutchison Whampoa","7,461","6,972","6,760","7,020","7,528","7,207","7,761","8,142","6,956","6,618","7,281","6,788","7,463","7,605","7,654"
"454","[P]","    Moneysupermarket.com Financial Group","4,426","4,226","4,783","4,222","3,861","3,666","3,303","2,980","8,204","7,081","7,338","7,523","7,685","7,553","7,640"
"455","[P]","    Accor","6,307","6,067","6,566","5,937","5,529","5,798","5,277","4,483","5,490","5,273","6,266","6,205","6,435","6,948","7,588"
"456","[P]","    Avon Products Inc.","7,595","6,979","6,959","7,131","7,526","8,407","8,627","8,171","8,130","7,968","8,545","8,090","8,171","8,241","7,582"
"457","[P]","    Rue du Commerce","6,636","5,901","6,222","6,021","5,464","6,236","7,036","8,810","8,042","6,108","6,264","5,759","6,131","6,289","7,555"
"458","[P]","    TORRENTREACTOR.NET","17,231","15,827","16,467","14,954","14,190","15,504","16,197","14,416","13,095","10,657","11,314","8,709","7,055","7,318","7,497"
"459","[P]","    KaiserGames GmbH","7,441","8,011","7,942","7,697","6,509","6,553","6,106","6,872","7,294","6,646","7,489","6,684","6,744","7,018","7,489"
"460","[P]","    British Telecommunications","6,861","6,682","7,033","6,854","6,778","6,969","6,746","6,480","7,273","6,495","7,371","6,378","7,635","7,108","7,462"
"461","[P]","    Eniro Group","8,083","6,747","7,046","7,705","7,693","7,787","7,647","7,487","7,788","7,086","7,478","7,537","7,294","7,348","7,448"
"462","[P]","    EasyGroup","7,256","7,005","7,352","6,445","7,180","6,956","6,490","5,191","8,090","6,309","6,798","7,010","6,794","6,904","7,418"
"463","[P]","    MIXI, Inc.","13,865","13,435","12,961","12,619","12,081","11,285","11,246","11,183","10,653","9,780","10,576","8,929","8,416","7,854","7,414"
"464","[P]","    NERO.COM","7,745","7,348","8,304","8,133","9,288","6,354","6,201","6,874","6,394","5,572","7,302","6,119","7,703","7,382","7,377"
"465","[P]","    Intel","10,958","8,030","7,067","9,478","15,202","8,716","8,820","11,827","6,795","5,881","8,264","7,240","7,763","20,425","7,334"
"466","[P]","    Delta Airlines","6,576","6,965","7,289","7,711","6,922","7,167","6,681","6,699","7,599","6,940","7,606","7,284","7,470","7,353","7,308"
"467","[P](u)","    GiantRealm","15,262","14,769","13,692","12,558","12,299","11,861","10,501","10,626","10,597","8,225","8,692","8,298","7,428","7,185","7,287"
"468","[P](u)","    Bauer Consumer Media","8,162","7,406","6,971","6,889","9,044","9,267","9,748","9,910","9,580","7,831","9,730","8,877","7,877","7,266","7,281"
"469","[P]","    Vector Inc.","10,329","10,247","9,457","7,569","7,608","6,970","6,578","7,151","7,387","6,674","7,111","6,698","6,921","6,918","7,268"
"470","[P]","    Acer Inc.","9,954","8,845","10,028","9,001","8,434","7,984","9,889","9,248","8,391","7,916","8,221","7,427","8,133","7,651","7,232"
"471","[P]","    Vuze Sites","11,305","10,940","10,795","10,324","9,959","9,355","10,522","9,179","8,833","8,107","8,562","7,818","7,741","7,468","7,202"
"472","[P](u)","    Activision Blizzard","9,073","5,838","6,464","6,391","5,365","5,754","9,523","5,818","5,617","4,797","4,538","5,307","7,556","5,587","7,195"
"473","[P]","    VEOH.COM","10,003","10,294","9,924","9,908","8,625","8,272","8,345","8,909","8,584","7,890","8,401","8,239","8,054","7,579","7,160"
"474","[P]","    Discover Financial Services","5,954","6,386","6,675","7,181","6,818","7,547","6,671","7,906","8,376","6,644","7,639","7,730","7,427","7,469","7,149"
"475","[P]","    InterContinental Hotels Group","6,826","7,753","7,912","7,443","6,634","7,025","5,961","6,383","6,335","5,980","7,040","6,620","6,779","6,224","7,104"
"476","[P]","    Sankei Shimbun","9,644","9,748","10,597","10,744","10,138","9,295","8,853","9,735","8,795","7,948","8,789","7,772","7,653","7,576","7,044"
"477","[P]","    Gurunavi","6,761","6,418","6,837","7,284","6,831","6,607","7,668","8,271","7,297","6,829","7,368","6,587","6,912","6,472","7,017"
"478","[P]","    ED.GOV","8,107","7,499","7,711","6,868","5,692","5,306","4,825","5,003","8,447","8,467","8,676","8,629","7,469","6,299","7,008"
"479","[P]","    WebMediaBrands Inc.","8,272","7,477","7,417","7,524","8,337","8,041","7,477","6,960","7,847","6,581","7,803","7,619","7,210","7,434","6,997"
"480","[P]","    MeetIC - Match","4,567","3,940","4,350","4,647","4,804","5,186","4,901","4,306","5,633","5,482","5,486","5,185","5,380","5,097","6,988"
"481","[P]","    UGO Entertainment","12,347","11,741","12,627","11,389","9,910","10,370","8,629","8,634","8,432","7,607","6,666","6,069","6,127","6,282","6,953"
"482","[P]","    eMule (App)","14,405","13,337","12,999","12,147","10,978","10,442","9,925","9,606","8,865","7,677","8,024","7,787","7,581","6,926","6,927"
"483","[P]","    COOKPAD.COM","7,063","6,830","6,953","6,793","7,105","7,075","7,093","7,171","7,120","6,993","7,183","6,926","7,158","6,827","6,921"
"484","[P]","    KBB.COM","5,575","5,964","6,210","6,067","5,626","5,686","5,086","4,522","5,471","5,361","5,910","5,699","5,657","5,510","6,918"
"485","[P]","    ForumCommunity","8,572","7,954","7,995","7,614","8,114","8,042","8,242","10,322","7,647","6,499","7,018","6,470","6,288","5,495","6,894"
"486","[P](u)","    General Mills","6,237","5,619","6,966","6,913","8,260","9,241","9,756","10,334","7,869","6,909","7,565","6,524","6,807","5,213","6,882"
"487","[P](U)","    Dogan Online","10,795","9,906","10,091","9,979","10,271","9,841","9,533","10,460","10,331","7,899","8,105","7,814","7,900","7,561","6,791"
"488","[P](U)","    MyLife.com Sites","12,227","10,885","11,921","11,523","9,985","9,854","9,156","9,354","10,142","8,180","8,908","8,100","7,556","6,437","6,778"
"489","[P]","    Intelius","10,338","9,730","9,411","8,722","7,825","7,948","7,646","8,255","8,547","6,974","7,566","6,895","6,420","6,174","6,757"
"490","[P]","    Office Depot","6,364","6,447","6,466","7,424","6,942","6,006","6,952","7,159","7,155","6,254","6,779","6,043","5,854","5,461","6,700"
"491","[P]","    KOOORA.COM","10,482","10,941","8,575","9,184","9,115","9,024","8,936","8,318","8,786","7,852","8,717","8,302","7,911","7,978","6,640"
"492","[P]","    OVH Sites","5,283","5,330","4,572","5,031","5,056","5,856","5,547","5,081","5,380","5,266","5,576","6,089","6,689","6,268","6,605"
"493","[P]","    MADE-IN-CHINA.COM","8,229","7,102","7,072","6,723","6,762","7,356","7,248","6,844","7,565","5,881","7,470","7,982","7,738","6,869","6,590"
"494","[P]","    Air France-KLM Group","6,855","7,593","6,530","5,778","7,392","6,369","5,556","5,243","6,847","5,744","6,244","6,373","6,314","6,773","6,552"
"495","[P]","    CQVIP.COM","6,462","5,896","6,022","6,695","6,576","5,536","4,646","4,550","4,069","2,754","4,986","7,677","8,223","7,019","6,504"
"496","[P]","    Fuji Television Network","7,213","6,992","7,263","7,041","7,277","7,437","6,314","6,378","6,498","5,171","6,254","6,732","5,989","6,392","6,493"
"497","[P]","    Panasonic Group","8,235","8,115","7,164","7,317","6,631","7,196","7,719","8,376","7,720","6,163","8,168","6,792","6,887","7,040","6,426"
"498","[P]","    American Airlines","6,117","5,698","5,913","6,536","6,271","6,504","6,390","5,974","6,996","6,354","7,184","6,488","6,510","6,348","6,419"
"499","[P]","    DIRECT.GOV.UK","8,967","8,708","8,965","8,632","9,222","7,786","5,154","5,053","6,434","6,199","7,144","7,445","7,529","7,383","6,408"
"500","[P]","    CT10000.COM","6,720","7,056","6,907","6,973","6,658","6,653","7,267","9,407","5,622","3,888","5,105","7,162","6,649","6,446","6,400"
"501","[P]","    Internet Initiative Japan","10,624","11,088","11,279","11,215","11,853","11,223","11,668","10,822","10,756","8,918","9,506","8,644","8,870","6,344","6,377"
"502","[P](U)","    Channel4","6,924","6,626","6,543","6,682","7,271","8,301","8,229","7,972","8,307","7,234","7,444","7,112","6,711","6,511","6,373"
"503","[P]","    EUROPA.EU","7,579","6,345","5,558","5,097","6,602","7,684","7,281","6,335","7,326","7,111","7,440","7,351","7,595","6,729","6,361"
"504","[P]","    CRSKY.COM","4,632","4,964","6,164","5,571","4,918","5,469","5,968","6,051","5,946","4,305","5,567","7,241","7,817","6,143","6,312"
"505","[P]","    IRS.GOV","6,617","5,785","5,554","5,372","4,149","5,333","4,220","5,038","12,901","22,614","16,931","16,860","7,532","6,308","6,283"
"506","[P](u)","    Telegraaf Media Groep","8,763","8,319","7,753","7,662","7,451","7,358","7,178","7,212","7,229","6,858","7,245","6,897","6,822","6,665","6,263"
"507","[P]","    IKM Internet Kaufmarkt","8,638","8,107","8,521","8,359","8,976","9,459","9,060","7,936","8,548","7,822","8,063","7,356","6,626","6,197","6,235"
"508","[P]","    First Choice Holidays PLC","5,818","6,437","6,668","6,270","5,246","4,618","4,060","3,707","5,903","5,047","5,132","5,642","5,197","5,591","6,219"
"509","[P]","    GAMETOP.COM","9,089","7,989","8,172","7,915","6,716","6,705","6,052","5,819","5,572","5,423","6,432","5,978","6,121","5,906","6,215"
"510","[P](U)","    Trader Media Group","6,764","6,546","6,717","7,149","7,388","7,161","6,597","5,745","7,122","6,747","7,107","6,857","6,703","6,254","6,129"
"511","[P]","    Citrix Systems, Inc.","6,339","6,044","6,521","7,342","7,323","7,311","7,167","6,785","8,275","7,430","8,187","7,400","7,403","7,084","6,068"
"512","[P]","    VeryCD","14,373","12,854","13,366","11,895","11,546","11,071","10,756","7,647","6,504","4,934","5,386","7,168","7,104","6,341","6,046"
"513","[P]","    Getty Images, Inc","7,415","6,648","6,675","6,866","7,510","8,150","8,031","7,424","8,850","8,255","8,418","6,510","5,689","5,453","6,040"
