"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: March 2011 - May 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/18/2012","","","","","",""

"","","","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012"
"341","[P](u)","    Grupo Carso","10,046","9,986","9,962","9,858","10,025","10,528","10,392","11,290","10,077","10,458","10,092","9,988","10,801","10,051","11,963"
"342","[P]","    Grupo Santander","9,464","9,110","9,400","9,020","9,843","10,176","10,483","11,864","10,851","11,650","11,501","10,816","11,979","11,277","11,879"
"343","[P]","    Carrefour Group","10,146","9,586","10,813","10,487","11,189","11,138","12,290","11,959","11,701","13,630","11,726","10,350","12,559","11,413","11,839"
"344","[P]","    La Poste","8,705","8,889","9,521","9,045","9,968","10,614","10,467","12,183","13,322","11,726","12,311","10,618","10,872","10,824","11,772"
"345","[P]","    BAIXING.COM","4,996","6,478","8,817","11,309","13,670","14,298","15,512","13,239","10,602","11,660","7,541","12,368","13,559","11,728","11,770"
"346","[P]","    MONOGRAFIAS.COM","10,547","9,456","11,711","9,862","7,263","10,979","12,687","12,843","12,260","6,795","7,180","10,017","11,920","9,657","11,757"
"347","[P]","    Softissimo","8,059","7,932","8,523","7,433","6,343","7,207","9,632","11,038","10,886","10,215","11,505","11,328","11,707","10,987","11,739"
"348","[P](u)","    KONGREGATE.COM","8,433","8,909","9,589","9,958","10,769","11,176","9,903","10,657","11,144","12,032","13,041","11,715","12,089","11,760","11,627"
"349","[P](U)","    Source Interlink Companies","13,812","12,570","11,991","11,439","11,269","11,393","11,058","10,420","9,650","9,577","11,303","11,248","11,795","11,699","11,593"
"350","[P]","    Sanoma Group","11,426","11,052","11,662","13,208","11,192","11,049","10,612","10,951","11,173","11,398","11,069","11,421","11,583","11,477","11,572"
"351","[P](u)","    Toshiba Corp","8,268","7,789","7,107","7,200","8,689","8,924","9,134","10,485","10,582","11,785","11,675","11,471","12,288","11,845","11,545"
"352","[P]","    Deutsche Post AG Sites","9,178","9,182","10,719","11,048","10,123","10,389","10,985","11,753","12,778","13,642","12,493","11,210","11,724","10,931","11,535"
"353","[P]","    Unister GmbH","17,569","15,674","9,526","9,533","10,422","9,852","9,177","9,389","9,241","9,520","12,773","11,205","11,836","11,657","11,535"
"354","[P]","    SENDSPACE.COM","8,519","7,848","8,286","8,156","8,471","8,259","8,714","8,850","8,542","8,108","9,058","10,532","11,405","11,504","11,523"
"355","[P]","    Canon Inc.","8,094","7,473","7,670","8,831","8,165","9,471","10,464","11,719","12,386","15,752","10,564","10,090","11,531","12,871","11,442"
"356","[P]","    Roularta Media Group","7,743","6,808","9,109","8,952","7,511","7,113","8,053","8,870","8,681","8,188","9,913","8,921","10,057","9,833","11,430"
"357","[P]","    FILEHIPPO.COM","8,218","7,488","8,262","8,906","8,473","8,904","9,369","11,433","9,675","10,336","10,900","9,974","10,530","9,489","11,362"
"358","[P]","    freenet AG","9,595","10,074","9,973","10,172","9,571","12,637","12,808","12,366","11,341","11,000","13,507","12,503","12,156","11,226","11,348"
"359","[P]","    Le Monde Sites","9,236","8,156","10,336","8,220","8,540","8,040","8,966","10,753","10,624","10,109","10,966","8,753","10,231","9,316","11,320"
"360","[P]","    Vuze Sites","10,689","10,293","10,923","10,958","11,484","11,043","10,804","11,319","10,863","10,997","11,462","11,624","11,442","11,182","11,305"
"361","[P]","    Zazzle","6,971","6,986","7,511","7,318","7,436","7,293","7,602","9,390","9,840","11,523","9,831","10,523","10,407","10,335","11,271"
"362","[P]","    JCPenney Sites","11,283","10,843","10,455","11,199","12,467","12,950","13,077","14,693","20,113","18,907","13,147","13,322","12,873","10,823","11,252"
"363","[P]","    Barnes & Noble","7,634","6,578","7,196","7,622","9,216","10,757","9,013","8,712","11,461","15,183","13,129","10,892","10,823","10,518","11,205"
"364","[P]","    Sprint Nextel Corporation","12,762","11,027","12,395","14,410","13,428","12,199","11,186","14,222","13,052","14,847","12,060","11,673","13,140","9,836","11,138"
"365","[P](u)","    Naukri","6,182","6,141","7,318","7,581","9,154","8,111","8,269","7,777","8,797","8,414","8,898","8,754","9,431","9,822","11,118"
"366","[P]","    Ubisoft Entertainment","3,931","4,440","4,185","6,075","4,549","5,563","6,933","7,932","7,672","7,350","5,327","4,728","9,880","9,915","11,096"
"367","[P](U)","    LEGACY.COM*","10,000","9,951","9,302","9,960","10,164","10,891","10,491","10,757","10,539","10,474","12,584","11,295","11,981","11,147","11,047"
"368","[P]","    World of Warcraft (App)","10,040","9,490","9,755","10,149","11,312","10,325","10,279","10,870","10,864","11,322","11,483","10,498","11,535","12,115","11,022"
"369","[P]","    ARD Sites","13,392","10,895","12,799","11,695","11,732","12,026","12,613","12,882","12,386","11,841","12,832","11,069","10,445","10,008","10,960"
"370","[P]","    Fairfax Media","11,139","9,275","10,688","10,153","9,626","9,886","9,942","10,613","9,739","9,108","10,498","10,185","10,655","10,306","10,959"
"371","[P]","    Intel","7,204","7,812","5,687","9,190","7,470","6,227","9,559","8,010","8,674","9,465","8,017","7,027","8,228","8,795","10,958"
"372","[P]","    EZINEARTICLES.COM","17,215","12,420","10,847","10,300","10,615","9,752","9,942","10,279","8,615","7,550","8,214","8,087","8,394","7,741","10,928"
"373","[P](U)","    CollegeHumor Media","30,394","9,569","9,784","9,366","8,348","8,430","8,693","9,220","8,835","9,921","8,270","8,687","10,377","9,973","10,925"
"374","[P](u)","    Groupe SNCF","10,309","9,863","10,297","10,681","11,507","10,872","10,419","11,786","10,328","10,376","11,094","10,928","11,580","10,993","10,889"
"375","[P]","    TUI Group","9,640","9,213","10,077","11,911","12,531","10,944","8,836","9,140","8,341","8,288","13,165","10,192","10,238","10,569","10,845"
"376","[P]","    Nissan","8,272","6,532","7,555","7,508","8,518","8,997","11,529","11,945","10,716","9,832","11,074","11,626","12,054","10,725","10,842"
"377","[P](u)","    News International","8,828","9,025","10,933","10,900","10,136","11,113","9,656","10,368","9,842","9,223","10,492","10,155","10,090","10,178","10,803"
"378","[P](u)","    Dogan Online","9,260","8,930","8,473","8,248","7,993","8,745","9,070","10,250","10,108","10,336","9,912","9,150","9,232","10,078","10,795"
"379","[P](U)","    24H.COM.VN","4,186","3,750","5,821","6,394","6,730","6,812","9,609","9,956","10,105","10,246","10,798","10,926","12,183","11,373","10,737"
"380","[P]","    HomeAway","6,187","5,682","6,244","7,208","7,831","6,733","5,351","4,795","4,904","5,740","8,875","8,056","9,092","9,518","10,703"
"381","[P]","    Groupe Casino","11,153","10,775","12,092","12,265","11,428","12,409","11,440","12,476","13,798","15,462","15,740","12,760","12,479","12,040","10,681"
"382","[P]","    21CN Corporation Limited","5,997","4,903","5,034","5,254","6,214","5,569","6,489","6,213","7,653","8,460","8,938","9,826","12,482","10,096","10,676"
"383","[P]","    Hyundai Kia Automotive Group","10,332","8,467","8,934","8,659","8,860","9,062","11,167","11,962","10,418","10,314","11,446","10,663","11,301","10,583","10,666"
"384","[P]","    Portugal Telecom","7,237","7,107","7,872","7,884","7,959","8,339","8,235","8,266","7,854","6,893","7,456","9,277","9,976","10,357","10,653"
"385","[P]","    Cisco Systems, Inc.","8,265","7,739","7,330","8,364","7,766","8,006","9,140","10,121","9,556","9,590","10,309","10,445","10,551","10,193","10,652"
"386","[P]","    Kingfisher","12,707","13,066","13,433","13,613","13,970","13,635","14,598","15,365","18,653","19,070","17,424","9,335","10,076","9,978","10,625"
"387","[P]","    Internet Initiative Japan","9,144","7,939","8,832","8,482","9,266","10,372","9,938","10,644","10,333","9,663","10,553","9,887","10,524","10,082","10,624"
"388","[P]","    VistaPrint Sites","9,592","8,508","9,116","9,242","9,155","9,531","10,325","11,319","13,109","13,519","11,812","10,770","10,633","10,107","10,620"
"389","[P]","    France Televisions Interactive","8,390","7,627","8,448","8,054","8,087","7,520","8,753","9,032","8,906","8,901","9,851","10,698","9,595","10,664","10,602"
"390","[P]","    SkyCN","10,715","9,112","9,456","11,189","12,929","11,508","12,941","14,566","13,171","14,792","14,002","13,722","15,368","12,620","10,586"
"391","[P]","    The Royal Bank Of Scotland","11,616","10,486","10,588","9,854","9,637","10,196","10,188","11,063","10,131","10,386","10,254","10,433","10,819","10,419","10,549"
"392","[P]","    Big Fish Games Sites","10,797","10,298","11,466","11,468","11,351","10,627","10,355","10,230","10,391","11,019","11,937","11,206","12,007","10,897","10,528"
"393","[P]","    Onlinedown Sites","8,621","7,027","9,415","8,324","10,152","8,644","9,731","11,734","11,173","12,837","11,857","14,070","15,054","12,613","10,522"
"394","[P]","    KOOORA.COM","11,386","11,778","11,260","9,129","9,805","9,963","11,076","11,148","11,529","11,899","12,475","11,471","11,473","11,647","10,482"
"395","[P]","    Lojas Americanas","9,611","9,258","9,901","9,412","9,529","9,556","9,574","10,219","10,635","11,297","10,846","9,474","10,232","9,900","10,472"
"396","[P]","    2SHARED.COM","4,510","4,656","5,102","4,944","5,110","5,188","5,659","6,172","6,083","6,593","7,450","7,451","8,034","9,494","10,462"
"397","[P]","    Experian Interactive","14,714","13,360","13,747","13,622","13,862","14,040","14,819","15,663","13,079","12,609","18,165","11,972","11,917","11,464","10,426"
"398","[P](u)","    News Interactive Pty Limited","9,680","7,404","9,067","8,199","7,523","6,993","6,744","7,261","6,186","5,954","7,599","7,724","10,219","10,136","10,422"
"399","[P](U)","    Mattel Sites","9,924","9,643","9,003","9,018","10,322","11,049","11,153","12,579","14,680","14,768","11,947","11,036","10,798","10,864","10,420"
"400","[P]","    CANALBLOG.COM*","7,625","7,690","8,263","7,811","7,083","8,249","8,740","10,199","10,266","9,597","9,386","9,653","9,625","9,555","10,392"
"401","[P]","    QIDIAN.COM","6,636","6,342","8,432","9,913","9,994","9,704","8,643","10,275","9,552","9,769","10,844","11,158","10,579","9,459","10,338"
"402","[P]","    Intelius","10,304","10,791","11,197","10,920","11,263","11,611","11,807","11,095","10,371","10,846","11,487","11,030","11,039","9,579","10,338"
"403","[P]","    Vector Inc.","7,613","7,924","8,441","7,892","8,941","10,847","10,478","10,469","11,522","10,215","11,436","11,021","10,591","9,691","10,329"
"404","[P]","    Gap, Inc.","8,283","7,809","7,488","8,657","8,642","10,378","9,807","10,235","14,200","12,822","9,135","9,403","10,060","9,305","10,328"
"405","[P]","    Nestle","7,733","8,186","9,301","9,428","8,483","9,226","9,302","9,994","10,675","10,707","8,225","8,405","8,519","9,211","10,307"
"406","[P](u)","    CBC-Radio Canada Sites","11,465","10,880","11,472","10,992","9,104","10,153","10,782","10,906","10,393","9,843","11,197","11,109","11,414","10,410","10,252"
"407","[P](u)","    ROGERS","10,843","9,659","9,700","9,496","9,064","10,356","10,078","10,701","10,686","10,705","10,578","10,997","11,081","10,827","10,205"
"408","[P]","    Coca-Cola Company","4,842","6,088","7,648","6,736","8,327","8,456","8,452","9,174","8,968","11,900","6,974","7,064","8,222","8,139","10,131"
"409","[P]","    Yellow Pages Group","11,416","11,036","11,151","11,142","11,360","10,481","10,891","10,990","11,016","9,738","9,466","9,014","9,524","9,646","10,129"
"410","[P]","    Groupe Spir Communication","10,147","8,954","10,091","9,339","9,127","9,378","9,344","9,803","9,825","8,974","10,214","9,715","10,388","9,810","10,126"
"411","[P]","    PriceGrabber","9,779","8,762","8,679","8,681","8,937","9,800","9,077","10,558","11,002","10,750","10,746","9,783","8,905","9,758","10,108"
"412","[P]","    Lloyds Banking Group plc","8,989","8,920","9,495","9,406","9,658","9,368","9,417","10,051","9,757","9,904","10,051","9,668","10,000","10,213","10,050"
"413","[P]","    Nintendo Co.","9,392","8,142","7,797","9,644","10,205","9,929","9,290","11,030","14,045","14,792","11,050","11,306","11,855","11,501","10,009"
"414","[P](u)","    VEOH.COM","11,479","10,856","12,764","12,452","13,543","13,526","12,887","13,275","11,994","11,757","11,814","11,609","12,062","10,352","10,003"
"415","[P]","    BMW AG","7,369","7,173","8,052","8,223","7,292","7,666","9,161","10,924","10,568","10,129","8,415","10,291","10,871","9,428","10,000"
"416","[P](U)","    E.W. Scripps","6,680","6,309","6,639","8,118","8,359","9,102","8,344","8,098","8,165","7,923","8,653","8,591","9,141","8,756","9,995"
"417","[P](u)","    Ziff Davis","7,870","7,651","8,853","8,996","8,543","9,615","9,836","11,169","11,718","11,210","10,438","10,512","11,143","10,232","9,972"
"418","[P]","    Acer Inc.","11,676","10,741","11,027","11,035","11,132","11,941","11,308","12,711","12,158","12,514","11,846","10,589","10,948","10,314","9,954"
"419","[P]","    NHK Group","15,707","10,213","7,775","7,206","8,403","9,506","10,512","9,611","9,671","10,312","9,992","8,858","8,737","9,762","9,852"
"420","[P]","    Big Lead Sports By FSV","26,226","26,561","26,910","26,707","27,624","29,981","31,063","31,496","28,966","27,174","29,463","8,976","9,922","9,809","9,834"
"421","[P]","    BearShare (App)","11,877","12,207","12,460","12,133","12,502","12,402","12,583","12,718","11,972","12,562","11,373","10,481","10,222","9,898","9,751"
"422","[P]","    PSA Peugeot Citroën","8,455","7,692","8,880","8,564","8,145","7,079","9,950","8,763","9,215","7,708","8,344","9,202","10,270","9,681","9,719"
"423","[P]","    TIMEANDDATE.COM","8,015","6,706","7,628","7,759","7,538","8,425","8,385","9,913","9,472","8,765","9,842","8,418","9,926","8,674","9,711"
"424","[P]","    Virgin Media","8,126","7,776","8,929","7,836","7,699","8,002","8,157","8,021","8,536","8,379","9,215","8,000","8,169","8,736","9,705"
"425","[P](u)","    NFL Internet Group","8,648","10,999","8,305","6,884","11,771","22,738","30,393","29,048","29,145","28,927","27,955","15,864","12,157","14,510","9,700"
"426","[P](u)","    Grupo Televisa","8,652","8,364","9,138","8,244","8,266","8,688","8,824","9,614","8,914","7,910","8,952","8,233","9,605","8,608","9,688"
"427","[P]","    Tesco Stores","7,292","7,942","7,827","6,790","7,156","7,771","7,985","8,944","11,013","10,710","8,465","7,756","8,098","9,015","9,679"
"428","[P]","    TGBUS.COM","4,341","4,464","5,037","5,102","6,091","6,096","6,095","7,277","6,949","7,327","10,553","11,620","11,263","9,676","9,675"
"429","[P]","    Sankei Shimbun","13,197","10,633","11,294","10,490","10,404","11,158","11,618","11,075","10,507","9,728","9,545","8,943","9,755","9,258","9,644"
"430","[P](u)","    Jabbar Internet Group","9,231","8,706","8,779","7,882","7,918","7,180","7,946","9,208","9,857","10,027","9,767","9,017","9,268","9,358","9,623"
"431","[P](U)","    YAMEDIA INC.","5,794","5,419","5,686","5,968","6,103","5,978","6,457","7,109","6,836","6,574","6,819","6,390","7,254","9,006","9,597"
"432","[P](U)","    The Weather Network Meteomedia","9,515","9,326","9,920","9,977","10,182","10,423","9,303","8,462","8,474","8,465","10,479","9,263","9,883","8,900","9,581"
"433","[P]","    Match.com Sites","6,832","6,653","6,736","6,320","7,446","6,753","6,851","7,286","6,835","9,398","11,483","10,781","10,469","10,034","9,572"
"434","[P]","    M5ZN.COM","11,085","10,112","10,778","10,320","9,391","10,242","9,618","9,754","9,713","10,141","10,184","9,476","8,143","9,025","9,557"
"435","[P]","    ZHAOPIN.COM","6,761","5,579","6,071","5,187","6,535","5,652","7,068","7,283","8,323","6,853","7,062","13,263","12,438","8,348","9,522"
"436","[P](u)","    Department of Commerce","10,532","8,842","9,685","8,998","8,533","12,899","10,443","9,448","8,949","8,273","10,019","10,018","10,295","10,060","9,510"
"437","[P]","    Home Retail Group","8,138","8,668","8,292","8,493","8,986","9,339","9,174","10,264","11,801","13,037","10,104","8,515","8,858","8,913","9,432"
"438","[P]","    51JOB.COM","7,053","6,271","7,427","6,970","7,726","7,498","7,250","8,191","9,298","8,012","6,567","14,349","12,700","8,859","9,426"
"439","[P]","    Staples.com Sites","8,437","7,242","7,421","7,844","9,140","11,120","9,283","9,337","11,759","11,193","11,010","9,908","9,187","8,705","9,422"
"440","[P]","    Kohls Corporation","8,096","7,883","7,566","7,720","8,282","9,627","9,824","10,201","16,628","15,999","9,177","9,440","9,901","9,526","9,372"
"441","[P]","    LIVESCORE.COM","9,674","9,939","9,362","4,669","5,565","9,399","11,427","11,382","10,601","11,114","11,141","10,465","11,228","11,487","9,369"
"442","[P]","    Sparkassen-Finanzgruppe","8,567","8,000","8,237","7,830","8,251","8,310","8,337","8,781","9,008","8,632","9,018","8,546","9,132","9,097","9,344"
"443","[P]","    Limitedbrands","8,550","7,955","8,712","9,525","8,654","8,498","8,688","9,176","13,476","15,200","11,969","9,969","9,464","8,892","9,326"
"444","[P]","    CENTERBLOG.NET","6,245","6,585","7,336","7,344","6,670","6,631","7,050","8,293","8,645","9,350","9,244","8,554","8,970","9,435","9,313"
"445","[P]","    NIKKEI","11,249","8,193","8,489","7,903","7,736","7,551","9,433","9,518","8,556","8,440","8,992","8,547","8,853","8,329","9,298"
"446","[P]","    Ryanair","8,541","7,748","8,858","9,212","9,603","9,403","8,544","8,164","7,669","6,616","8,911","7,999","8,700","9,271","9,296"
"447","[P]","    KIEV.UA*","5,942","5,613","6,031","5,798","6,214","6,234","6,926","7,778","8,088","8,409","8,942","9,064","9,789","9,207","9,191"
"448","[P]","    DEEZER.COM","8,106","8,444","8,494","8,172","7,861","9,914","10,218","11,650","10,120","9,907","8,964","8,434","8,561","8,614","9,152"
"449","[P](u)","    Live Nation Network","6,951","6,435","6,550","7,739","7,763","7,481","6,144","6,599","7,346","6,545","7,309","8,970","10,518","9,636","9,114"
"450","[P]","    XE.COM","6,966","6,629","7,877","7,453","7,657","8,384","8,834","8,456","8,404","8,425","9,111","8,485","8,528","7,732","9,113"
"451","[P]","    Southwest Airlines Co.","9,108","8,009","8,797","9,661","9,849","8,677","8,483","8,985","9,196","7,798","8,599","9,391","10,980","8,615","9,096"
"452","[P]","    GAMETOP.COM","4,298","4,918","5,003","7,639","7,028","5,237","4,577","7,540","7,781","8,356","9,575","8,836","9,528","8,707","9,089"
"453","[P]","    Toysrus Sites","8,513","8,150","8,045","8,658","9,961","9,817","10,966","13,633","23,373","23,975","10,573","9,049","9,720","9,383","9,081"
"454","[P]","    Activision Blizzard","4,737","3,806","7,596","7,294","8,085","5,995","5,869","7,421","13,416","7,821","7,155","6,689","6,859","7,415","9,073"
"455","[P]","    Twenga","12,991","11,971","10,643","9,590","7,843","8,023","7,643","8,198","8,097","6,299","5,928","6,479","7,544","7,639","9,005"
"456","[P]","    METEOFRANCE.COM","5,205","6,795","7,242","8,184","8,260","8,383","6,883","5,860","5,731","6,101","6,326","9,026","5,858","7,675","9,000"
"457","[P]","    Asahi Shimbun","14,646","9,433","10,156","9,006","11,890","11,567","12,620","12,499","12,589","10,629","9,931","8,450","9,232","9,976","9,000"
"458","[P]","    CRI Online Sites","6,116","4,836","4,862","5,184","5,588","5,590","5,798","6,359","6,802","7,238","7,827","8,167","9,505","7,810","8,986"
"459","[P]","    Yomiuri Group","10,739","8,295","8,564","8,058","8,226","8,949","8,681","9,039","8,053","8,478","8,864","7,934","8,239","8,124","8,980"
"460","[P]","    DIRECT.GOV.UK","7,911","7,538","7,669","7,545","7,799","9,080","8,304","9,094","8,514","6,637","9,501","8,979","9,131","8,390","8,967"
"461","[P](u)","    Batanga","8,886","9,127","7,459","7,008","7,089","7,785","7,261","7,862","8,690","8,543","8,794","8,244","8,387","8,224","8,812"
"462","[P]","    CITY-DATA.COM","6,882","6,487","7,078","7,051","7,134","7,219","7,049","7,469","6,673","6,886","8,046","7,836","8,266","8,307","8,764"
"463","[P]","    Telegraaf Media Groep","4,442","4,221","4,659","4,494","4,429","4,377","4,333","4,476","4,473","6,116","6,301","8,827","8,948","8,821","8,763"
"464","[P]","    FrostWire","24,565","23,461","22,540","20,578","18,778","16,575","15,038","14,238","13,328","12,883","11,956","10,706","10,068","9,159","8,737"
"465","[P](U)","    TV Guide Online Network","9,840","10,072","9,798","8,386","8,380","8,977","11,203","9,478","8,748","9,271","9,621","9,159","8,668","8,219","8,725"
"466","[P]","    Infospace Network","12,845","11,602","11,536","9,920","12,031","11,001","10,627","11,494","10,765","8,981","9,370","8,877","11,048","10,186","8,717"
"467","[P](u)","    Maeil Business Newspaper","8,967","9,519","10,517","9,945","10,632","11,280","11,749","12,478","12,000","12,259","11,833","10,009","8,598","8,643","8,717"
"468","[P]","    Ancestry.com, Inc.","8,229","7,439","7,182","7,469","7,743","7,730","8,353","8,206","7,939","7,663","8,367","8,096","7,872","8,228","8,643"
"469","[P]","    MULTIPLY.COM","10,034","9,517","9,705","9,544","9,313","9,856","10,204","10,521","10,283","9,288","9,516","8,934","9,186","8,617","8,639"
"470","[P]","    IKM Internet Kaufmarkt","10,068","8,316","8,863","8,499","8,177","8,289","7,672","7,985","7,706","6,901","8,178","8,209","7,885","7,299","8,638"
"471","[P]","    Virgin Group","10,569","9,760","11,506","10,976","11,680","11,891","11,628","11,798","11,978","11,845","13,431","12,175","13,002","11,304","8,637"
"472","[P]","    Societe Generale","8,365","7,618","8,714","9,171","8,792","9,299","9,244","9,531","9,088","9,036","9,473","8,929","8,714","7,975","8,621"
"473","[P](u)","    Reader's Digest Digital Network","25,835","25,683","24,198","23,747","25,644","26,548","27,905","31,026","34,443","38,488","31,247","29,816","29,779","7,814","8,611"
"474","[P]","    ARCHIVE.ORG","5,817","5,426","7,508","6,314","6,040","8,000","7,948","7,742","9,133","10,331","11,491","10,531","8,243","7,502","8,583"
"475","[P]","    ForumCommunity","7,927","7,308","7,783","6,952","6,633","7,086","7,520","8,334","7,971","7,432","8,187","8,447","8,700","8,567","8,572"
"476","[P]","    Berkshire Hathaway Inc.","7,604","6,847","7,826","7,472","8,727","8,929","8,356","8,833","9,330","8,820","9,501","8,605","8,272","8,291","8,494"
"477","[P]","    Costco Wholesale Corporation","6,748","6,222","7,121","7,014","7,499","7,973","7,479","7,876","9,808","10,069","8,562","8,154","8,002","8,229","8,461"
"478","[P]","    Barclays Bank","7,975","7,628","7,624","7,769","7,873","7,955","7,830","8,632","9,138","8,473","9,409","9,982","10,180","8,462","8,422"
"479","[P]","    PANDORA.TV","15,475","11,544","9,752","9,479","9,403","9,802","9,629","9,860","9,948","9,911","9,747","9,227","8,964","8,393","8,411"
"480","[P]","    KPN","7,257","6,429","7,062","7,139","7,068","7,676","7,031","7,693","7,536","7,288","7,511","7,685","8,626","7,748","8,378"
"481","[P]","    Domino's Pizza, Inc.","6,255","6,531","6,682","7,032","7,266","7,113","7,784","8,561","8,326","9,620","8,820","8,951","8,308","8,215","8,359"
"482","[P]","    INFO.COM*","4,348","4,320","4,841","5,058","5,554","5,814","6,845","7,657","7,618","7,523","9,901","8,935","9,683","8,996","8,323"
"483","[P]","    DUOTE.COM","6,737","4,680","5,931","6,295","7,120","8,032","7,842","9,712","10,455","11,257","9,140","11,662","12,140","9,982","8,323"
"484","[P]","    WebMediaBrands Inc.","8,189","7,313","8,210","6,539","6,328","6,157","7,027","8,492","8,370","7,386","8,130","8,293","8,562","8,069","8,272"
"485","[P]","    Panasonic Group","6,710","6,029","6,558","7,052","7,197","7,007","8,343","7,902","8,057","9,400","8,432","7,664","9,454","7,439","8,235"
"486","[P]","    MADE-IN-CHINA.COM","5,633","5,446","6,793","6,677","6,217","6,998","7,003","8,197","8,973","8,374","7,970","8,693","9,159","7,901","8,229"
"487","[P]","    Korea Economic Daily","7,624","8,531","9,530","10,109","9,406","10,316","10,330","11,214","9,939","10,798","10,393","8,381","7,533","7,748","8,206"
"488","[P]","    Bauer Consumer Media","6,086","6,136","6,486","6,464","6,727","6,642","6,264","7,191","7,356","7,424","7,626","7,121","7,117","7,171","8,162"
"489","[P]","    Nexon Corporation","5,757","5,492","6,345","6,260","8,581","9,240","8,558","8,570","8,932","10,250","9,481","8,186","9,482","8,253","8,154"
"490","[P]","    HC International Inc.","5,804","5,455","6,393","4,901","5,643","5,911","7,051","7,232","8,641","8,359","9,815","9,978","11,146","8,300","8,121"
"491","[P](u)","    ED.GOV","8,605","7,509","7,583","7,657","8,021","8,612","6,573","6,322","5,595","5,726","9,758","9,910","9,420","8,836","8,107"
"492","[P]","    TD Bank Financial Group","7,766","7,468","7,328","7,473","8,008","8,403","8,005","8,343","7,899","7,914","8,150","8,075","8,093","8,125","8,088"
"493","[P]","    Eniro Sites","10,011","9,306","10,117","9,803","9,309","9,431","8,223","7,383","6,888","8,252","8,922","7,881","8,392","7,743","8,083"
"494","[P](u)","    News World Communications, Inc.","6,109","5,689","6,727","6,525","7,211","8,106","8,326","9,161","8,177","9,083","9,394","8,147","8,410","6,621","8,072"
"495","[P]","    Arcandor AG","10,407","11,027","11,840","14,205","10,593","9,674","9,442","8,963","9,392","9,204","8,959","7,774","8,242","8,102","8,060"
"496","[P]","    TIEXUE.NET","5,876","4,713","5,622","6,091","6,279","6,509","6,532","5,973","6,764","7,747","7,576","7,537","8,604","8,093","8,056"
"497","[P]","    National Lampoon Humor Network","7,542","8,566","7,244","7,923","9,796","9,378","7,995","8,325","8,367","11,248","10,218","9,519","9,095","8,347","8,028"
"498","[P]","    Chosun Ilbo","10,667","11,205","11,694","11,090","11,981","13,443","13,570","15,488","14,117","15,616","10,117","8,503","7,874","8,431","8,022"
"499","[P]","    Groupe Auchan","7,239","6,806","7,195","7,321","6,789","7,081","7,003","7,977","10,261","11,483","10,269","9,702","9,688","8,682","7,991"
"500","[P]","    BNP Paribas","7,354","6,942","7,130","7,382","7,197","8,098","7,221","7,981","7,822","7,800","8,913","8,125","8,617","8,658","7,932"
"501","[P](u)","    Belo","7,959","8,419","8,314","7,691","8,804","8,493","9,832","9,694","8,268","7,173","8,511","7,201","7,228","7,661","7,775"
"502","[P]","    NERO.COM","5,128","5,635","6,085","5,085","5,127","5,563","5,754","7,842","7,212","8,794","8,141","7,343","7,591","7,232","7,745"
"503","[P]","    Marriott","6,696","5,940","6,497","6,853","7,351","6,848","6,881","6,764","6,248","5,770","6,957","7,122","7,485","7,310","7,706"
"504","[P]","    Directv Sites","5,735","5,344","5,998","5,370","5,534","7,211","7,027","6,774","7,101","6,795","7,138","7,184","6,988","9,841","7,695"
"505","[P]","    BIGMIR.NET","4,749","4,209","4,443","4,367","4,219","4,415","4,455","5,689","6,239","6,516","6,788","7,116","7,911","7,669","7,675"
"506","[P]","    HI5.COM","21,731","18,018","17,463","15,764","14,992","14,377","14,165","13,573","11,558","10,546","9,189","7,358","5,844","7,916","7,651"
"507","[P]","    Avon Products Inc.","8,071","7,291","7,762","7,588","7,602","7,158","7,485","8,321","8,802","7,975","7,603","7,840","7,948","7,523","7,595"
"508","[P]","    Seoul Newspaper","9,442","9,095","9,650","9,815","9,213","9,977","10,878","12,085","11,126","10,987","10,584","7,579","6,778","7,626","7,593"
"509","[P]","    Hilton Hotels","6,870","6,206","6,839","7,693","7,721","7,293","6,429","6,603","6,407","6,687","7,957","6,826","6,972","6,647","7,587"
"510","[P]","    EUROPA.EU","6,401","5,458","6,603","5,730","5,152","4,979","6,277","7,093","7,646","6,521","7,527","7,303","7,576","6,785","7,579"
"511","[P](u)","    Lee Enterprises, Incorporated","4,831","4,285","4,752","4,745","6,156","6,182","6,799","7,627","7,410","7,080","7,520","8,868","9,906","7,684","7,561"
"512","[P](u)","    DexOne","7,621","7,198","6,415","6,379","6,899","6,451","5,961","5,389","5,339","4,016","4,812","5,179","5,561","5,086","7,502"
"513","[P]","    CA.GOV","7,567","6,822","6,538","6,698","8,004","8,131","7,398","7,569","7,165","6,681","8,158","8,034","7,960","7,970","7,480"
