date ascii,date,Mobile,Msie,Firefox,Chrome,other,Safari (Mobile),Android (Mobile),other (Mobile),Opera,Opera (Mobile),
2012-02-05,"=DATE(2012,2,5)",70635,159409,132695,130252,114920,37823,20110,6607,16194,6095,
2012-02-06,"=DATE(2012,2,6)",64771,204748,144493,135915,114612,34128,18567,6128,15343,5948,
2012-02-07,"=DATE(2012,2,7)",56180,205614,141566,135220,104237,28483,16066,5657,15608,5974,
2012-02-08,"=DATE(2012,2,8)",56274,200406,140587,132594,102893,28604,15926,5765,15463,5979,
2012-02-09,"=DATE(2012,2,9)",56083,197395,139392,128968,102335,28532,15896,5710,15440,5945,
2012-02-10,"=DATE(2012,2,10)",55789,183019,129508,118523,100472,28504,16088,5444,14407,5753,
2012-02-11,"=DATE(2012,2,11)",63220,146176,118791,115384,105210,33074,18114,6241,14685,5791,
2012-02-12,"=DATE(2012,2,12)",73531,162525,136682,138897,113531,39433,20913,7074,17322,6111,
2012-02-13,"=DATE(2012,2,13)",62514,202741,143804,138857,110483,33151,17667,5864,15600,5832,
2012-02-14,"=DATE(2012,2,14)",56356,198378,138308,131476,107617,28800,16186,5673,14534,5697,
2012-02-15,"=DATE(2012,2,15)",56169,194464,136177,128639,107071,28565,15862,5732,14991,6010,
2012-02-16,"=DATE(2012,2,16)",57222,204712,134888,129122,109530,29266,16078,5789,14975,6089,
2012-02-17,"=DATE(2012,2,17)",57825,187219,130411,119204,108892,29785,16301,5788,14732,5951,
2012-02-18,"=DATE(2012,2,18)",65219,144780,118490,114556,110293,34414,18516,6212,15106,6077,
2012-02-19,"=DATE(2012,2,19)",70455,153631,132611,130011,113076,37388,20185,6528,17945,6354,
2012-02-20,"=DATE(2012,2,20)",63734,193719,141300,133983,114980,33329,18092,6227,15716,6086,
2012-02-21,"=DATE(2012,2,21)",59384,197306,140180,131804,111927,30538,16855,5988,14998,6003,
2012-02-22,"=DATE(2012,2,22)",58292,200293,141932,136611,111504,29565,16892,5864,14614,5971,
2012-02-23,"=DATE(2012,2,23)",57238,192049,140226,129614,112531,29000,16397,5952,14640,5889,
2012-02-24,"=DATE(2012,2,24)",58192,181181,133791,120477,109236,29846,16497,5873,14227,5976,
2012-02-25,"=DATE(2012,2,25)",65218,145925,119696,117089,109680,34441,18534,6160,14582,6083,
2012-02-26,"=DATE(2012,2,26)",70757,160085,129873,133408,117252,37620,20047,6962,18327,6128,
2012-02-27,"=DATE(2012,2,27)",61417,197393,143565,136738,111721,32343,17153,5976,15431,5945,
2012-02-28,"=DATE(2012,2,28)",56893,200913,142300,135234,107391,28747,16176,5768,15048,6202,
2012-02-29,"=DATE(2012,2,29)",58115,198429,142765,138156,108502,29555,16302,5927,14726,6331,
2012-03-01,"=DATE(2012,3,1)",57333,191922,135057,131368,111184,29123,16182,5880,14573,6148,
2012-03-02,"=DATE(2012,3,2)",58491,180503,130794,119605,108263,29660,16772,5926,13719,6133,
2012-03-03,"=DATE(2012,3,3)",65693,142902,119625,117814,107081,34681,18721,6183,14097,6108,
2012-03-04,"=DATE(2012,3,4)",72225,158487,132721,136231,118635,38584,20505,6712,16249,6424,
2012-03-05,"=DATE(2012,3,5)",60044,196146,139995,133986,109954,30760,17339,5814,14734,6131,
2012-03-06,"=DATE(2012,3,6)",59432,197279,142140,133154,110182,30078,16968,5995,14512,6391,
2012-03-07,"=DATE(2012,3,7)",59301,199365,138787,135036,117082,30386,16885,5879,13602,6151,
2012-03-08,"=DATE(2012,3,8)",58045,190170,133454,125916,110867,29583,16602,5969,13539,5891,
2012-03-09,"=DATE(2012,3,9)",56331,175565,127483,115111,107000,29011,16102,5605,14113,5613,
2012-03-10,"=DATE(2012,3,10)",63279,142744,117573,114063,105757,33352,17897,6057,14716,5973,
2012-03-11,"=DATE(2012,3,11)",69798,153300,129338,132544,114200,37144,19702,6616,16430,6336,
2012-03-12,"=DATE(2012,3,12)",58994,192452,139751,130966,111041,30284,16735,5865,14913,6110,
2012-03-13,"=DATE(2012,3,13)",57951,190875,137514,130460,106145,29524,16198,5889,14944,6340,
2012-03-14,"=DATE(2012,3,14)",58667,194239,138940,133098,106387,29523,16641,6051,14428,6452,
2012-03-15,"=DATE(2012,3,15)",58967,186981,134535,128654,106413,29579,16596,6316,14384,6476,
2012-03-16,"=DATE(2012,3,16)",59071,173483,122438,115652,105758,30071,16947,5769,13318,6284,
2012-03-17,"=DATE(2012,3,17)",66913,143236,112966,112902,109884,34980,19444,6351,13802,6138,
2012-03-18,"=DATE(2012,3,18)",72129,153263,128636,130727,113133,38341,20846,6639,16163,6303,
2012-03-19,"=DATE(2012,3,19)",61118,192663,140142,134031,111516,31425,17652,5864,14679,6177,
2012-03-20,"=DATE(2012,3,20)",61726,198358,138602,133588,111863,31231,17887,6200,14680,6408,
2012-03-21,"=DATE(2012,3,21)",56077,183387,131257,126031,104048,28418,16000,5531,14521,6128,
2012-03-22,"=DATE(2012,3,22)",54350,180671,126196,120730,104831,27441,15575,5486,14020,5848,
2012-03-23,"=DATE(2012,3,23)",54527,164049,119116,110258,104407,27573,15805,5503,13157,5646,
2012-03-24,"=DATE(2012,3,24)",58959,122176,104547,102609,97411,31101,17067,5448,12888,5343,
2012-03-25,"=DATE(2012,3,25)",69561,143857,122825,127394,116582,37075,19955,6410,15571,6121,
2012-03-26,"=DATE(2012,3,26)",60545,192126,139664,132863,112313,31246,17426,5870,15219,6003,
2012-03-27,"=DATE(2012,3,27)",58177,190520,137783,133051,111643,29696,16693,5655,14860,6133,
2012-03-28,"=DATE(2012,3,28)",58460,183173,133955,127453,108443,29628,16641,5931,14636,6260,
2012-03-29,"=DATE(2012,3,29)",58082,179577,129151,125582,109238,29607,16761,5719,14100,5995,
2012-03-30,"=DATE(2012,3,30)",57401,164705,119411,112026,106552,29423,16671,5494,13474,5813,
2012-03-31,"=DATE(2012,3,31)",63507,132807,109586,108234,109209,33744,18616,5638,13497,5509,
2012-04-01,"=DATE(2012,4,1)",69005,138873,118831,121278,113253,36833,20309,6094,15146,5769,
2012-04-02,"=DATE(2012,4,2)",61782,177371,134297,126418,111870,32258,17897,5642,14127,5985,
2012-04-03,"=DATE(2012,4,3)",60976,175819,130681,124111,109792,31601,17518,5655,13954,6202,
2012-04-04,"=DATE(2012,4,4)",60182,172468,126565,120636,111464,31182,17316,5610,13952,6074,
2012-04-05,"=DATE(2012,4,5)",59357,162294,121431,116090,108408,30786,17315,5419,13699,5837,
2012-04-06,"=DATE(2012,4,6)",64227,147002,117309,112346,112658,33986,18629,5791,13482,5821,
2012-04-07,"=DATE(2012,4,7)",66721,129259,108640,109138,113968,35089,19737,5977,13774,5918,
2012-04-08,"=DATE(2012,4,8)",75792,135769,114631,119818,123240,40817,22274,6699,15260,6002,
2012-04-09,"=DATE(2012,4,9)",67017,172975,135819,136455,127407,35599,19301,6136,15393,5981,
2012-04-10,"=DATE(2012,4,10)",59936,183989,135326,133906,120367,31154,17278,5718,14469,5786,
2012-04-11,"=DATE(2012,4,11)",62138,187208,134287,132934,118333,30808,17893,7465,14476,5972,
2012-04-12,"=DATE(2012,4,12)",59436,179608,130459,130224,115732,30585,17391,5558,14273,5902,
2012-04-13,"=DATE(2012,4,13)",42779,168786,124340,119611,111976,21632,12698,4003,13230,4446,
2012-04-14,"=DATE(2012,4,14)",5723,140321,115713,119891,110630,2564,1393,1135,13665,631,
2012-04-15,"=DATE(2012,4,15)",5955,149467,129578,135645,117852,2660,1483,1169,15394,643,
2012-04-16,"=DATE(2012,4,16)",22507,192840,141006,139025,117577,11820,6085,2580,14502,2022,
2012-04-17,"=DATE(2012,4,17)",62220,190522,136738,136606,118753,31852,18449,5798,14545,6121,
2012-04-18,"=DATE(2012,4,18)",59884,191191,137917,136469,119942,30293,17593,5771,14327,6227,
2012-04-19,"=DATE(2012,4,19)",60064,187834,135854,134662,117957,30400,17525,5840,14242,6299,
2012-04-20,"=DATE(2012,4,20)",61067,173179,125952,121633,119803,31211,17998,5940,13023,5918,
2012-04-21,"=DATE(2012,4,21)",64875,137662,111385,116082,110896,34081,19242,5997,13084,5555,
2012-04-22,"=DATE(2012,4,22)",72997,152266,127585,136957,121438,38315,22086,6605,15505,5991,
2012-04-23,"=DATE(2012,4,23)",62602,195978,142068,140953,119529,32132,18387,5945,14646,6138,
2012-04-24,"=DATE(2012,4,24)",60353,194970,142941,142036,116412,30530,17671,5987,14562,6165,
2012-04-25,"=DATE(2012,4,25)",61864,185590,137259,135938,115528,31575,17884,6159,14264,6246,
2012-04-26,"=DATE(2012,4,26)",59574,182625,133173,131237,111044,30117,17560,5912,13800,5985,
2012-04-27,"=DATE(2012,4,27)",59295,163556,121714,117866,111324,30139,17346,5882,12680,5928,
2012-04-28,"=DATE(2012,4,28)",64141,126266,103518,111455,107735,33306,19059,6257,11983,5519,
2012-04-29,"=DATE(2012,4,29)",71116,136054,115668,126474,115361,37501,21122,6830,12864,5663,
2012-04-30,"=DATE(2012,4,30)",64022,173135,126711,128698,113758,32797,19541,6191,12939,5493,
2012-05-01,"=DATE(2012,5,1)",61629,170034,130311,137723,119610,32035,17932,6013,13881,5649,
2012-05-02,"=DATE(2012,5,2)",58909,185895,134212,134375,125566,30093,17254,5886,14225,5676,
2012-05-03,"=DATE(2012,5,3)",59584,180146,132626,132856,113553,30181,17937,5594,14022,5872,
2012-05-04,"=DATE(2012,5,4)",61135,172190,124547,125731,115087,31176,18634,5568,13395,5757,
2012-05-05,"=DATE(2012,5,5)",65979,134026,114246,118586,125214,34884,20132,5475,13305,5488,
2012-05-06,"=DATE(2012,5,6)",72068,146364,125558,136724,139932,38803,21682,5714,14777,5869,
2012-05-07,"=DATE(2012,5,7)",63009,187338,141032,142593,127117,32953,18800,5406,14239,5850,
2012-05-08,"=DATE(2012,5,8)",58538,193504,139382,140269,123725,30014,17153,5713,13959,5658,
2012-05-09,"=DATE(2012,5,9)",59278,188583,138812,141261,114778,30324,17834,5447,14372,5673,
2012-05-10,"=DATE(2012,5,10)",57216,179626,131036,132365,114230,29207,16868,5069,14137,6072,
2012-05-11,"=DATE(2012,5,11)",57715,167240,120489,119504,110124,29370,17239,4962,13017,6144,
2012-05-12,"=DATE(2012,5,12)",62896,129219,108072,115665,106550,32979,18684,5288,13152,5945,
2012-05-13,"=DATE(2012,5,13)",68696,137634,118960,131665,115579,36403,20623,5568,15325,6102,
2012-05-14,"=DATE(2012,5,14)",60348,194356,137388,139986,114625,31121,17873,5172,14729,6182,
2012-05-15,"=DATE(2012,5,15)",59092,193115,136166,138667,113440,29871,17545,5064,14566,6612,
2012-05-16,"=DATE(2012,5,16)",59468,187659,130151,134561,111944,29972,17840,5070,14377,6586,
2012-05-17,"=DATE(2012,5,17)",61661,178779,127676,133685,113924,31508,18513,5138,14322,6502,
2012-05-18,"=DATE(2012,5,18)",59637,167434,120092,120336,111267,30685,17854,4958,13268,6140,
2012-05-19,"=DATE(2012,5,19)",65726,134191,103734,113122,110385,34516,19845,5375,12460,5990,
2012-05-20,"=DATE(2012,5,20)",71180,142210,119489,133135,115530,37756,21613,5551,14984,6260,
2012-05-21,"=DATE(2012,5,21)",64233,197739,136107,141633,121227,33200,19215,5368,14877,6450,
2012-05-22,"=DATE(2012,5,22)",61306,194733,133554,139862,114392,31154,18390,5285,14452,6477,
2012-05-23,"=DATE(2012,5,23)",61240,190912,133738,143019,116511,30740,18655,5373,14572,6472,
2012-05-24,"=DATE(2012,5,24)",59601,183750,128951,146804,113682,30063,18040,5187,13833,6311,
2012-05-25,"=DATE(2012,5,25)",57998,167251,119227,132450,105922,29441,17727,4913,13483,5917,
2012-05-26,"=DATE(2012,5,26)",65994,126250,107603,127216,102163,34204,20329,5465,14670,5996,
2012-05-27,"=DATE(2012,5,27)",72024,136592,115899,144513,110284,37780,22032,5954,16573,6258,
2012-05-28,"=DATE(2012,5,28)",68859,170318,132659,157442,119040,35671,20895,5705,15156,6588,
2012-05-29,"=DATE(2012,5,29)",63629,193470,135951,158880,116186,32611,19358,5393,13882,6267,
2012-05-30,"=DATE(2012,5,30)",61565,196590,136954,161325,111983,31158,18807,5264,14859,6336,
2012-05-31,"=DATE(2012,5,31)",60835,184868,127479,150917,110134,30901,18366,5264,13695,6304,
2012-06-01,"=DATE(2012,6,1)",60303,167196,117792,134599,108326,30565,18261,5483,12407,5994,
2012-06-02,"=DATE(2012,6,2)",66305,132410,105622,129264,106090,34699,20310,5375,12615,5921,
2012-06-03,"=DATE(2012,6,3)",74060,144689,120902,149088,118661,38909,22819,6172,15137,6160,
2012-06-04,"=DATE(2012,6,4)",68866,191365,136900,159852,117122,35988,20958,5657,14624,6263,
2012-06-05,"=DATE(2012,6,5)",66061,206183,133933,159712,113912,33972,20089,5689,14208,6311,
2012-06-06,"=DATE(2012,6,6)",63427,184845,130065,153719,111062,32243,19252,5656,14234,6276,
2012-06-07,"=DATE(2012,6,7)",62389,175506,128381,149673,110239,31863,18779,5541,13771,6206,
2012-06-08,"=DATE(2012,6,8)",66622,176829,120306,138400,108871,34531,20002,5912,12683,6177,
2012-06-09,"=DATE(2012,6,9)",69797,141338,108387,128890,111034,36777,21001,5957,12085,6062,
2012-06-10,"=DATE(2012,6,10)",76059,149214,119425,145255,121561,40292,23324,6067,13632,6376,
2012-06-11,"=DATE(2012,6,11)",67015,194074,134507,155788,116427,35077,20158,5658,13468,6122,
2012-06-12,"=DATE(2012,6,12)",65125,199536,133416,158738,112320,33413,19976,5560,13997,6176,
2012-06-13,"=DATE(2012,6,13)",65440,193334,129074,156955,111142,33486,20080,5441,13755,6433,
2012-06-14,"=DATE(2012,6,14)",62460,188346,127167,152293,109455,32135,19245,4765,13270,6315,
2012-06-15,"=DATE(2012,6,15)",62289,173456,118095,136614,105312,31970,19122,5211,12303,5986,
2012-06-16,"=DATE(2012,6,16)",68826,142589,103879,132401,104427,36052,21071,5676,12142,6027,
2012-06-17,"=DATE(2012,6,17)",74351,145463,111392,145247,111296,39326,22748,6010,13439,6267,
2012-06-18,"=DATE(2012,6,18)",66280,194848,128036,155418,111728,34515,20162,5496,13189,6107,
2012-06-19,"=DATE(2012,6,19)",64526,197045,129936,153834,111253,33177,19690,5425,12323,6234,
2012-06-20,"=DATE(2012,6,20)",63552,191482,127628,152285,109135,32483,19688,5327,12722,6054,
2012-06-21,"=DATE(2012,6,21)",63658,188176,123176,147245,108982,32608,19610,5413,12367,6027,
2012-06-22,"=DATE(2012,6,22)",63370,173189,110507,135400,109294,32839,19301,5236,11782,5994,
2012-06-23,"=DATE(2012,6,23)",69671,142358,99071,130314,112469,36365,21456,5790,11140,6060,
2012-06-24,"=DATE(2012,6,24)",75890,150641,109165,139787,115549,40048,23516,5966,12328,6360,
2012-06-25,"=DATE(2012,6,25)",65636,194529,125673,153048,114555,34067,19958,5604,12381,6007,
2012-06-26,"=DATE(2012,6,26)",62755,168210,123264,150433,111617,32193,19205,5379,11837,5978,
2012-06-27,"=DATE(2012,6,27)",63916,164113,119832,144156,107132,32913,19573,5435,11685,5995,
2012-06-28,"=DATE(2012,6,28)",62108,156577,116360,139830,105960,32030,19035,5018,11292,6025,
2012-06-29,"=DATE(2012,6,29)",61835,147524,107426,131018,105864,32135,18891,5229,11081,5580,
2012-06-30,"=DATE(2012,6,30)",67441,114771,96849,120095,102858,35544,20777,5481,10464,5639,
2012-07-01,"=DATE(2012,7,1)",75420,122105,105951,131958,112306,40169,23444,5729,11172,6078,
2012-07-02,"=DATE(2012,7,2)",5510,11034,9937,13300,9635,3138,1662,423,729,287,
2012-07-03,"=DATE(2012,7,3)",65374,166495,122159,145751,108713,33764,20165,5469,11437,5976,
2012-07-04,"=DATE(2012,7,4)",67380,155293,114061,141340,112528,35393,20701,5458,11525,5828,
2012-07-05,"=DATE(2012,7,5)",64452,158380,112478,139171,107600,33660,19862,5270,11088,5660,
2012-07-06,"=DATE(2012,7,6)",65375,150336,108991,132249,108011,34210,20237,5323,10473,5605,
2012-07-07,"=DATE(2012,7,7)",72273,118269,96578,122633,108808,37994,22645,5848,10069,5786,
2012-07-08,"=DATE(2012,7,8)",79773,124233,104953,132955,115407,42280,25017,6170,11317,6306,
2012-07-09,"=DATE(2012,7,9)",68701,166657,118810,146654,110220,35710,21188,5899,12061,5904,
2012-07-10,"=DATE(2012,7,10)",66805,164963,118051,149341,109000,34620,20627,5443,12333,6115,
2012-07-11,"=DATE(2012,7,11)",65220,163162,118445,145272,109334,33856,20124,5374,11964,5866,
2012-07-12,"=DATE(2012,7,12)",65501,160466,116124,141491,105738,33945,20463,5302,11316,5791,
2012-07-13,"=DATE(2012,7,13)",65651,153247,112841,133610,106652,34434,20250,5233,11087,5734,
2012-07-14,"=DATE(2012,7,14)",72388,120039,99482,125823,106580,38130,22764,5728,10491,5766,
2012-07-15,"=DATE(2012,7,15)",77832,123481,106550,134564,110670,40954,24556,6090,11027,6232,
2012-07-16,"=DATE(2012,7,16)",70311,163229,119261,148204,108311,36501,22324,5562,11491,5924,
2012-07-17,"=DATE(2012,7,17)",66431,162936,119449,145601,105005,34365,20793,5385,11074,5888,
2012-07-18,"=DATE(2012,7,18)",66521,160361,118225,143821,104107,34103,20924,5545,10991,5949,
2012-07-19,"=DATE(2012,7,19)",65800,172096,117813,141019,105202,33894,20684,5328,10988,5894,
2012-07-20,"=DATE(2012,7,20)",66599,163950,110710,132992,103699,34973,20746,5284,10668,5596,
2012-07-21,"=DATE(2012,7,21)",72409,130772,95751,123120,105069,38124,22823,5533,10280,5929,
2012-07-22,"=DATE(2012,7,22)",78645,136893,104182,134221,109441,41669,24660,5922,11008,6394,
2012-07-23,"=DATE(2012,7,23)",70175,182276,119282,150307,110236,36985,21696,5583,11556,5911,
2012-07-24,"=DATE(2012,7,24)",69020,184825,122817,151506,109138,35804,21802,5453,11376,5961,
2012-07-25,"=DATE(2012,7,25)",68293,175740,118923,144714,108700,35120,21304,5652,11190,6217,
2012-07-26,"=DATE(2012,7,26)",68657,173320,121944,141979,107234,35663,21158,5743,11157,6093,
2012-07-27,"=DATE(2012,7,27)",71179,163614,114191,135533,102562,37255,22077,5804,10482,6043,
2012-07-28,"=DATE(2012,7,28)",78150,128058,102493,124992,99207,41828,24074,6120,10130,6128,
2012-07-29,"=DATE(2012,7,29)",81997,132616,111819,135379,103951,43589,25740,6195,11117,6473,
2012-07-30,"=DATE(2012,7,30)",71693,175130,125955,149039,104207,37719,22225,5715,11503,6034,
2012-07-31,"=DATE(2012,7,31)",,,,,,,,,,,
2012-08-01,"=DATE(2012,8,1)",69516,165250,119102,144036,104845,35777,21781,5853,10913,6105,
2012-08-02,"=DATE(2012,8,2)",69006,164720,117482,140703,105575,35809,20993,5900,12101,6304,
2012-08-03,"=DATE(2012,8,3)",69376,159601,114207,134854,110306,35792,21680,5711,13347,6193,
2012-08-04,"=DATE(2012,8,4)",75734,126623,103051,123060,106185,40030,23609,5824,12563,6271,
2012-08-05,"=DATE(2012,8,5)",83646,133016,112664,136332,103989,44468,25977,6519,11098,6682,
2012-08-06,"=DATE(2012,8,6)",67000,161608,118845,141873,101844,35314,20513,5531,10783,5642,
2012-08-07,"=DATE(2012,8,7)",73304,171146,120582,146710,101386,37915,23134,5956,11226,6299,
2012-08-08,"=DATE(2012,8,8)",71354,170384,121462,146164,100225,36709,22450,5795,10964,6400,
2012-08-09,"=DATE(2012,8,9)",71169,165949,115480,143422,97799,36391,22293,6160,10801,6325,
2012-08-10,"=DATE(2012,8,10)",70739,157182,118166,135195,97975,36325,22017,6159,10743,6238,
2012-08-11,"=DATE(2012,8,11)",78049,124136,101517,126246,98829,40344,24628,6502,10137,6575,
2012-08-12,"=DATE(2012,8,12)",88355,128665,105063,139297,104686,46476,27684,7101,11632,7094,
2012-08-13,"=DATE(2012,8,13)",79332,172583,122125,154452,105257,41356,24779,6634,12099,6563,
2012-08-14,"=DATE(2012,8,14)",73809,170518,118666,150773,99710,37443,23746,6117,11519,6503,
2012-08-15,"=DATE(2012,8,15)",75292,164258,116039,154044,103047,37958,24388,6300,11578,6646,
2012-08-16,"=DATE(2012,8,16)",71144,167241,116628,147226,101065,35916,22835,6067,11098,6326,
2012-08-17,"=DATE(2012,8,17)",72617,157882,107945,138464,97332,36647,23617,5986,10739,6367,
2012-08-18,"=DATE(2012,8,18)",75837,126382,99068,125135,98129,39056,24628,5981,10247,6172,
2012-08-19,"=DATE(2012,8,19)",82221,128764,105504,135561,100900,42621,26495,6451,11468,6654,
2012-08-20,"=DATE(2012,8,20)",75008,175385,118356,154922,123683,38165,24016,6188,11731,6639,
2012-08-21,"=DATE(2012,8,21)",72654,168561,119646,158268,120818,36468,23507,6259,11602,6420,
2012-08-22,"=DATE(2012,8,22)",71868,167780,121609,157563,108829,36170,23097,6089,11431,6512,
2012-08-23,"=DATE(2012,8,23)",70716,164357,119708,158020,106592,35432,22728,6151,11206,6405,
2012-08-24,"=DATE(2012,8,24)",70574,154496,114515,156355,100788,35728,22779,5912,10658,6155,
2012-08-25,"=DATE(2012,8,25)",77275,117679,101588,138658,97274,40413,24415,6104,10792,6343,
2012-08-26,"=DATE(2012,8,26)",84622,125704,110920,149298,109606,43885,27358,6546,11941,6833,
2012-08-27,"=DATE(2012,8,27)",68456,159762,118373,154740,102012,34690,22382,5625,11610,5759,
2012-08-28,"=DATE(2012,8,28)",72457,169268,128011,163136,109188,36510,23415,6007,12199,6525,
2012-08-29,"=DATE(2012,8,29)",72945,169105,123876,163107,108797,36606,23679,6085,12074,6575,
2012-08-30,"=DATE(2012,8,30)",70391,179116,128186,163709,106749,35318,22980,5812,12384,6281,
2012-08-31,"=DATE(2012,8,31)",71699,165472,123918,156127,104360,36423,23409,5735,12188,6132,
2012-09-01,"=DATE(2012,9,1)",77546,121726,107920,137043,103734,40135,25519,5909,11235,5983,
2012-09-02,"=DATE(2012,9,2)",83654,127770,114903,149374,108423,43551,27201,6493,11912,6409,
2012-09-03,"=DATE(2012,9,3)",77831,160524,125268,164040,107563,40514,25297,5897,12126,6123,
2012-09-04,"=DATE(2012,9,4)",74057,174747,128761,170530,109386,37671,24085,5969,12569,6332,
2012-09-05,"=DATE(2012,9,5)",70155,170288,126346,164841,107327,35303,22930,5719,12057,6203,
2012-09-06,"=DATE(2012,9,6)",69371,168018,124095,159177,103422,34750,22853,5678,11940,6090,
2012-09-07,"=DATE(2012,9,7)",69080,156167,117489,148041,100505,34882,22853,5553,11517,5792,
2012-09-08,"=DATE(2012,9,8)",78674,123036,108148,142654,103252,40444,26131,6017,11561,6082,
2012-09-09,"=DATE(2012,9,9)",86423,129752,118001,160330,111300,44838,28301,6578,13592,6706,
2012-09-10,"=DATE(2012,9,10)",73641,175802,131985,168637,108740,37026,24558,5710,12425,6347,
2012-09-11,"=DATE(2012,9,11)",72213,177066,132584,170527,110153,36106,23769,5800,12551,6538,
2012-09-12,"=DATE(2012,9,12)",70499,174419,131687,169395,105505,34900,23351,5822,12591,6426,
2012-09-13,"=DATE(2012,9,13)",69714,173941,132377,168737,103901,34385,23206,5585,12282,6538,
2012-09-14,"=DATE(2012,9,14)",68601,155350,116240,147015,100761,34437,22347,5731,11344,6086,
2012-09-15,"=DATE(2012,9,15)",81367,115872,103581,137361,99298,41528,27391,6494,11139,5954,
2012-09-16,"=DATE(2012,9,16)",87357,125787,116071,157491,107474,45043,29080,6781,13377,6453,
2012-09-17,"=DATE(2012,9,17)",75853,168929,127096,167659,110739,37643,25366,6392,12725,6452,
2012-09-18,"=DATE(2012,9,18)",73404,171981,127055,167164,107574,36533,24222,6146,12669,6503,
2012-09-19,"=DATE(2012,9,19)",70990,168604,125636,167963,106246,34949,23569,5984,13047,6488,
2012-09-20,"=DATE(2012,9,20)",69173,165162,122822,162196,103528,34192,22460,5970,12824,6551,
2012-09-21,"=DATE(2012,9,21)",68449,152725,113052,146135,98721,34162,22406,5622,11624,6259,
2012-09-22,"=DATE(2012,9,22)",80824,119578,102675,138830,100899,41095,27001,6377,11594,6351,
2012-09-23,"=DATE(2012,9,23)",93857,127115,118978,160879,109004,47362,32662,7121,13766,6712,
2012-09-24,"=DATE(2012,9,24)",76102,169704,131805,170992,108550,38510,24839,6202,13169,6551,
2012-09-25,"=DATE(2012,9,25)",72007,169495,130037,169451,107882,35895,23282,6052,12691,6778,
2012-09-26,"=DATE(2012,9,26)",72613,167599,127695,170294,109335,36505,23444,6062,12619,6602,
2012-09-27,"=DATE(2012,9,27)",70918,164322,126024,167878,106440,35679,22901,5934,12744,6404,
2012-09-28,"=DATE(2012,9,28)",69242,149784,112337,148656,101074,35150,22391,5624,11624,6077,
2012-09-29,"=DATE(2012,9,29)",77193,114166,102160,140427,103370,40075,25132,5995,11918,5991,
2012-09-30,"=DATE(2012,9,30)",86026,122907,114670,163016,115257,45169,27972,6528,13417,6357,
2012-10-01,"=DATE(2012,10,1)",74403,164566,129318,171226,112644,38075,23968,5974,12508,6386,
2012-10-02,"=DATE(2012,10,2)",73472,166860,127610,176963,112241,36894,24005,5877,12314,6696,
2012-10-03,"=DATE(2012,10,3)",,,,,,,,,,,
2012-10-04,"=DATE(2012,10,4)",,,,,,,,,,,
2012-10-05,"=DATE(2012,10,5)",,,,,,,,,,,
2012-10-06,"=DATE(2012,10,6)",,,,,,,,,,,
2012-10-07,"=DATE(2012,10,7)",,,,,,,,,,,
2012-10-08,"=DATE(2012,10,8)",,,,,,,,,,,
2012-10-09,"=DATE(2012,10,9)",,,,,,,,,,,
2012-10-10,"=DATE(2012,10,10)",,,,,,,,,,,
2012-10-11,"=DATE(2012,10,11)",,,,,,,,,,,
2012-10-12,"=DATE(2012,10,12)",,,,,,,,,,,
2012-10-13,"=DATE(2012,10,13)",,,,,,,,,,,
2012-10-14,"=DATE(2012,10,14)",,,,,,,,,,,
2012-10-15,"=DATE(2012,10,15)",,,,,,,,,,,
